"","耕種農業","畜産","農業サービス","林業","漁業","石炭･原油･天然ガス","その他の鉱業","食料品","飲料","飼料･有機質肥料(別掲を除く。)","たばこ","繊維工業製品","衣服･その他の繊維既製品","木材･木製品","家具･装備品","パルプ･紙･板紙･加工紙","紙加工品","印刷･製版･製本","化学肥料","無機化学工業製品","石油化学系基礎製品","有機化学工業製品(石油化学系基礎製品･合成樹脂を除く。)","合成樹脂","化学繊維","医薬品","化学最終製品(医薬品を除く。)","石油製品","石炭製品","プラスチック製品","ゴム製品","なめし革･革製品･毛皮","ガラス･ガラス製品","セメント･セメント製品","陶磁器","その他の窯業･土石製品","銑鉄･粗鋼","鋼材","鋳鍛造品(鉄)","その他の鉄鋼製品","非鉄金属製錬･精製","非鉄金属加工製品","建設用･建築用金属製品","その他の金属製品","はん用機械","生産用機械","業務用機械","電子デバイス","その他の電子部品","産業用電気機器","民生用電気機器","電子応用装置･電気計測器","その他の電気機械","通信･映像･音響機器","電子計算機･同附属装置","乗用車","その他の自動車","自動車部品･同附属品","船舶･同修理","その他の輸送機械･同修理","その他の製造工業製品","再生資源回収･加工処理","建築","建設補修","公共事業","その他の土木建設","電力","ガス･熱供給","水道","廃棄物処理","商業","金融･保険","不動産仲介及び賃貸","住宅賃貸料","住宅賃貸料(帰属家賃)","鉄道輸送","道路輸送(自家輸送を除く。)","自家輸送","水運","航空輸送","貨物利用運送","倉庫","運輸附帯サービス","郵便･信書便","通信","放送","情報サービス","インターネット附随サービス","映像･音声･文字情報制作","公務","教育","研究","医療","保健衛生","社会保険･社会福祉","介護","他に分類されない会員制団体","物品賃貸サービス","広告","自動車整備･機械修理","その他の対事業所サービス","宿泊業","飲食サービス","洗濯･理容･美容･浴場業","娯楽サービス","その他の対個人サービス","事務用品","分類不明"
"プラスチック製品",0.021483,0.017082,0.013031,0.024966,0.028746,0.006556,0.007849,0.038587,0.060121,0.02051,0.004563,0.014142,0.025493,0.023826,0.056531,0.017553,0.065129,0.073714,0.023626,0.018571,0.005162,0.010852,0.008903,0.01685,0.057599,0.052248,0.004703,0.006226,1.338333,0.063141,0.09701,0.038841,0.006149,0.010472,0.01053,0.004497,0.004431,0.005104,0.004177,0.006365,0.017754,0.009373,0.009663,0.014861,0.0175,0.055333,0.043704,0.03812,0.041866,0.07493,0.029481,0.124047,0.068739,0.065791,0.079492,0.053414,0.070337,0.016543,0.033704,0.110649,0.00718,0.023293,0.030897,0.017377,0.021054,0.005439,0.006144,0.059392,0.007562,0.010522,0.008471,0.003127,0.003783,0.001556,0.004913,0.003656,0.013361,0.004801,0.010912,0.005645,0.00822,0.01009,0.002466,0.005151,0.008979,0.017494,0.008044,0.017868,0.005606,0.003711,0.01871,0.015991,0.006081,0.006555,0.005421,0.012832,0.00757,0.017564,0.032074,0.005535,0.011773,0.017712,0.010271,0.012009,0.006613,0.095006,0.00952
"ゴム製品",0.005551,0.003967,0.009602,0.003079,0.003714,0.008614,0.010156,0.003058,0.001971,0.003273,0.000604,0.00283,0.005916,0.002927,0.003542,0.003153,0.003279,0.002255,0.005479,0.003942,0.005689,0.005791,0.004822,0.003471,0.003451,0.00316,0.0056,0.006745,0.003655,1.048495,0.048917,0.003057,0.005732,0.003674,0.005051,0.00525,0.00496,0.004293,0.003482,0.005994,0.004656,0.006204,0.003442,0.01234,0.0199,0.015671,0.008349,0.00427,0.013823,0.012091,0.005226,0.006788,0.011177,0.006566,0.032902,0.043658,0.029436,0.015388,0.016968,0.009477,0.008715,0.002903,0.003258,0.006425,0.007653,0.005417,0.00491,0.004344,0.014873,0.001497,0.000978,0.000625,0.000448,0.000133,0.002183,0.004297,0.020611,0.004807,0.005008,0.002374,0.001884,0.00139,0.001316,0.00166,0.001931,0.001743,0.002369,0.001871,0.00334,0.000975,0.00234,0.002738,0.002512,0.002892,0.002698,0.007167,0.006999,0.001736,0.051889,0.000903,0.004017,0.00223,0.002201,0.004094,0.002325,0.014889,0.002647
"なめし革･革製品･毛皮",0.000298,0.000222,0.000198,0.000232,0.000688,0.00027,0.003375,0.000289,0.000216,0.00028,0.000078,0.000445,0.003729,0.000524,0.001494,0.000366,0.000368,0.000292,0.000477,0.000401,0.000224,0.000228,0.000216,0.000304,0.000276,0.00063,0.000178,0.000581,0.000369,0.00041,1.202077,0.000463,0.000559,0.001468,0.000556,0.000935,0.000685,0.000857,0.000472,0.001575,0.00101,0.000764,0.000374,0.000335,0.000621,0.002504,0.000727,0.000786,0.000459,0.000401,0.000757,0.000444,0.000845,0.000474,0.000575,0.000544,0.000546,0.000432,0.000423,0.004087,0.000293,0.000342,0.000441,0.000349,0.000451,0.000265,0.004486,0.000384,0.000404,0.000327,0.000343,0.000134,0.0001,0.000034,0.000412,0.000162,0.000374,0.000266,0.000322,0.000124,0.00016,0.000232,0.00081,0.004738,0.000819,0.000225,0.002834,0.000382,0.000507,0.000192,0.000999,0.000237,0.000503,0.000335,0.000218,0.002251,0.001052,0.000583,0.0004,0.000309,0.000882,0.000323,0.000749,0.00053,0.001675,0.000978,0.001814
"ガラス･ガラス製品",0.000928,0.0008,0.000995,0.001235,0.000834,0.000507,0.000841,0.001704,0.01281,0.000931,0.000157,0.001251,0.001735,0.00103,0.01641,0.000832,0.000823,0.000885,0.000856,0.002754,0.000513,0.001644,0.001013,0.000949,0.011522,0.009936,0.000356,0.000568,0.005415,0.00167,0.000961,1.047504,0.000562,0.000648,0.002854,0.000493,0.000451,0.000513,0.000352,0.000578,0.007168,0.001466,0.001578,0.001472,0.001154,0.021478,0.010164,0.011727,0.002524,0.00572,0.005284,0.017049,0.005033,0.004819,0.013311,0.005894,0.001706,0.001743,0.011271,0.011077,0.000375,0.004771,0.00341,0.000604,0.000849,0.000525,0.000455,0.000791,0.000622,0.000364,0.000254,0.000144,0.000141,0.000062,0.000779,0.000366,0.001644,0.000401,0.001756,0.000242,0.000404,0.000356,0.000165,0.000303,0.000533,0.000476,0.000479,0.000716,0.000546,0.000636,0.002784,0.003046,0.005047,0.000864,0.000709,0.000927,0.000992,0.000575,0.006182,0.00029,0.001607,0.00205,0.000705,0.001126,0.000547,0.003396,0.001822
"セメント･セメント製品",0.000336,0.000281,0.000206,0.000248,0.000208,0.001155,0.000556,0.000238,0.000194,0.000266,0.000066,0.000449,0.000343,0.000236,0.000308,0.000674,0.000426,0.000278,0.000548,0.000608,0.000737,0.000649,0.000678,0.000764,0.000255,0.000459,0.000749,0.000945,0.00047,0.00032,0.000228,0.000438,1.118999,0.000464,0.001748,0.000704,0.000646,0.00073,0.000505,0.000538,0.000507,0.000512,0.00047,0.000318,0.000283,0.000275,0.000326,0.000478,0.000335,0.000316,0.000275,0.000359,0.000319,0.00029,0.000279,0.000298,0.000287,0.000347,0.000315,0.000801,0.000197,0.034743,0.040408,0.066764,0.043061,0.00103,0.001581,0.001462,0.000522,0.000242,0.000188,0.000241,0.000529,0.000534,0.000736,0.000153,0.000907,0.000335,0.000416,0.000276,0.000604,0.000551,0.000127,0.000305,0.000654,0.000123,0.000534,0.000303,0.00044,0.000353,0.000319,0.000201,0.00018,0.000266,0.000189,0.000188,0.000158,0.00034,0.000227,0.000127,0.000323,0.000259,0.000262,0.000308,0.000247,0.000465,0.00102
"陶磁器",0.000298,0.000181,0.00015,0.000141,0.000139,0.000184,0.000308,0.000159,0.000294,0.000203,0.000054,0.000144,0.000134,0.000163,0.001734,0.000165,0.000121,0.000149,0.000195,0.000462,0.000145,0.000209,0.000166,0.00017,0.00013,0.000221,0.00013,0.00018,0.000219,0.000174,0.00013,0.000157,0.000249,1.006425,0.000174,0.000177,0.000156,0.000173,0.000134,0.000214,0.000207,0.000171,0.000567,0.000796,0.000832,0.004288,0.012618,0.052793,0.006431,0.004102,0.010604,0.003138,0.009429,0.008453,0.001426,0.001178,0.0017,0.000503,0.000464,0.000828,0.000243,0.005681,0.001129,0.00045,0.000784,0.000226,0.00016,0.000226,0.000357,0.000158,0.000088,0.00006,0.000048,0.00002,0.000107,0.000193,0.000833,0.000247,0.000216,0.000115,0.000105,0.000119,0.000057,0.000114,0.000355,0.00019,0.00022,0.000391,0.000325,0.000176,0.000343,0.000321,0.000385,0.001177,0.000824,0.000323,0.000465,0.000236,0.003375,0.000083,0.001218,0.001328,0.000113,0.000147,0.000299,0.002247,0.001322
"その他の窯業･土石製品",0.004677,0.004244,0.003488,0.000469,0.001048,0.00204,0.000953,0.001869,0.001357,0.004598,0.00032,0.001356,0.000887,0.000823,0.003071,0.003399,0.001371,0.000887,0.008849,0.024361,0.001433,0.002999,0.002564,0.002007,0.00284,0.0033,0.001335,0.00513,0.001515,0.002404,0.000977,0.018365,0.018611,0.027141,1.057777,0.019898,0.011826,0.020556,0.006787,0.014571,0.010142,0.007814,0.006093,0.010606,0.008197,0.005354,0.013412,0.008558,0.009831,0.006692,0.006978,0.012478,0.006643,0.006933,0.006926,0.005506,0.006383,0.005697,0.003779,0.005227,0.000412,0.01201,0.020124,0.008189,0.014886,0.001336,0.001627,0.006544,0.000704,0.0004,0.000259,0.000231,0.000312,0.00023,0.000741,0.000358,0.001706,0.00062,0.001077,0.000343,0.000527,0.00056,0.000194,0.000368,0.000712,0.000322,0.000564,0.000837,0.000591,0.001486,0.000925,0.000904,0.000776,0.00051,0.000439,0.000458,0.000636,0.000565,0.0036,0.00023,0.000766,0.001029,0.000641,0.001122,0.001108,0.007582,0.002293
"銑鉄･粗鋼",0.002541,0.002316,0.001737,0.001593,0.009814,0.012997,0.007759,0.002943,0.009628,0.002526,0.000476,0.002559,0.002884,0.004119,0.052083,0.003633,0.002404,0.001813,0.004437,0.006113,0.00723,0.005522,0.004779,0.00388,0.003964,0.005281,0.008365,0.009127,0.005047,0.009675,0.004333,0.004795,0.017846,0.008143,0.00774,1.627867,0.872801,0.318482,0.490291,0.005037,0.005603,0.204999,0.154084,0.097242,0.081769,0.02809,0.008886,0.018582,0.058533,0.04879,0.013945,0.029524,0.017993,0.013901,0.067394,0.083308,0.054738,0.161926,0.049804,0.014459,0.002317,0.041625,0.047419,0.02904,0.049453,0.006471,0.007753,0.004776,0.002185,0.001629,0.000932,0.000742,0.000962,0.000631,0.004201,0.002022,0.009358,0.00645,0.009629,0.001462,0.002043,0.003784,0.000823,0.001322,0.001992,0.001416,0.001954,0.001949,0.002783,0.001163,0.001863,0.001911,0.001406,0.001701,0.001237,0.002326,0.003534,0.001596,0.023372,0.000872,0.002429,0.002943,0.002017,0.001763,0.002233,0.005656,0.006319
"鋼材",0.003699,0.003387,0.002515,0.002287,0.014411,0.019404,0.011258,0.004339,0.01451,0.003707,0.000692,0.003759,0.004265,0.006109,0.077822,0.005374,0.003556,0.00267,0.006546,0.008876,0.010767,0.008165,0.007082,0.005736,0.005909,0.007871,0.012482,0.013603,0.007461,0.014494,0.006419,0.007052,0.026682,0.011234,0.01141,0.006221,1.314411,0.109931,0.731143,0.007349,0.008245,0.30395,0.233366,0.133685,0.113053,0.040553,0.013196,0.027585,0.083831,0.073374,0.020039,0.044821,0.027041,0.02024,0.094033,0.119477,0.069773,0.238703,0.06856,0.021174,0.003371,0.062014,0.07181,0.043215,0.070702,0.009569,0.011579,0.006915,0.003167,0.002401,0.001361,0.001091,0.001433,0.00095,0.005967,0.002909,0.013343,0.009535,0.013631,0.002133,0.003029,0.005635,0.001191,0.001941,0.00292,0.002039,0.002857,0.002855,0.004078,0.001713,0.002711,0.002813,0.002033,0.002501,0.001816,0.003426,0.004931,0.002333,0.031965,0.00127,0.003573,0.004361,0.002977,0.002581,0.003298,0.008303,0.009121
"鋳鍛造品(鉄)",0.000463,0.000389,0.000359,0.000379,0.001932,0.000797,0.001537,0.000421,0.000561,0.00039,0.000086,0.000356,0.000342,0.000444,0.001643,0.000424,0.000287,0.000245,0.000498,0.000648,0.000537,0.000618,0.000489,0.00045,0.000362,0.000454,0.000539,0.000689,0.000533,0.000533,0.000518,0.000675,0.000727,0.00315,0.000968,0.000645,0.000514,1.006572,0.000393,0.000885,0.00068,0.014945,0.006365,0.038265,0.032898,0.007009,0.000917,0.001586,0.013989,0.003304,0.003096,0.002254,0.001722,0.00247,0.022421,0.020987,0.036545,0.031825,0.021103,0.002316,0.000447,0.00231,0.00265,0.002263,0.011094,0.000706,0.000545,0.000994,0.000423,0.000226,0.000158,0.000111,0.000098,0.000045,0.001252,0.000455,0.002435,0.001007,0.002906,0.000256,0.000243,0.000306,0.000171,0.000196,0.000322,0.000311,0.000329,0.000309,0.000476,0.000161,0.000335,0.00028,0.000288,0.000233,0.000182,0.000288,0.001228,0.000269,0.009881,0.000155,0.000338,0.00035,0.000264,0.000276,0.00027,0.000854,0.001209
"その他の鉄鋼製品",0.000933,0.0009,0.000649,0.000569,0.003579,0.002885,0.002894,0.001197,0.004779,0.000986,0.000177,0.000899,0.001092,0.001595,0.045957,0.001348,0.000925,0.000677,0.001382,0.002769,0.001745,0.001864,0.001557,0.001346,0.001824,0.002319,0.001903,0.002236,0.001324,0.00287,0.001853,0.001961,0.005138,0.004165,0.004139,0.00159,0.00125,0.002746,1.000929,0.001808,0.002116,0.107828,0.079714,0.030522,0.026184,0.011756,0.004011,0.010497,0.017885,0.029813,0.004733,0.011981,0.009432,0.005854,0.016795,0.016059,0.017839,0.059722,0.028119,0.005831,0.000808,0.01209,0.019204,0.00533,0.008242,0.001765,0.002087,0.001812,0.000819,0.00069,0.000435,0.000294,0.00042,0.000269,0.002034,0.000696,0.003008,0.002314,0.004325,0.00054,0.000873,0.001021,0.000322,0.000618,0.000834,0.000651,0.00089,0.000849,0.001233,0.000482,0.000822,0.000851,0.000561,0.000852,0.000569,0.001306,0.001362,0.00067,0.008457,0.000397,0.000975,0.001318,0.000842,0.000769,0.001005,0.002344,0.001861
"非鉄金属製錬･精製",0.002705,0.002098,0.001788,0.001277,0.003085,0.004662,0.00428,0.003434,0.006345,0.002516,0.000568,0.003233,0.002848,0.003432,0.017105,0.0035,0.002659,0.00285,0.007998,0.055368,0.003368,0.00803,0.005358,0.004491,0.005056,0.01504,0.003076,0.00373,0.005639,0.0074,0.003968,0.013183,0.003413,0.044693,0.022941,0.015211,0.027477,0.009657,0.015435,1.214666,0.651493,0.059626,0.060695,0.038448,0.025738,0.048556,0.040673,0.083059,0.07409,0.049851,0.04002,0.11189,0.057555,0.036051,0.044495,0.042286,0.057963,0.027665,0.023289,0.036879,0.001405,0.014389,0.019691,0.007556,0.02262,0.003202,0.003093,0.003456,0.001893,0.001082,0.000726,0.000519,0.000529,0.000292,0.002106,0.001418,0.006722,0.002037,0.004566,0.00097,0.001211,0.00145,0.000541,0.000972,0.001999,0.001423,0.001593,0.002807,0.002141,0.000873,0.002472,0.003338,0.002107,0.001479,0.001297,0.001776,0.003515,0.001818,0.022752,0.000859,0.002128,0.002425,0.002222,0.001571,0.00183,0.012413,0.005422
"非鉄金属加工製品",0.001787,0.001719,0.001431,0.001253,0.002937,0.005005,0.004011,0.003556,0.005935,0.002054,0.000514,0.001581,0.001797,0.003242,0.018938,0.002138,0.002188,0.004067,0.002373,0.003942,0.003015,0.002818,0.002367,0.002136,0.003135,0.005085,0.003283,0.003763,0.004401,0.004986,0.003721,0.003273,0.002634,0.004695,0.006187,0.002253,0.003493,0.002744,0.002327,0.003797,1.044479,0.083622,0.047155,0.052158,0.030261,0.038773,0.028925,0.074848,0.082055,0.062746,0.042783,0.051111,0.070256,0.039263,0.049173,0.049347,0.064883,0.032044,0.029699,0.020854,0.001379,0.017564,0.023604,0.008965,0.031838,0.003528,0.003301,0.003236,0.001507,0.001018,0.000722,0.000517,0.000564,0.000325,0.002451,0.001426,0.007088,0.002128,0.005317,0.000961,0.001155,0.001329,0.000556,0.000938,0.001846,0.001288,0.001545,0.00247,0.002144,0.000778,0.001875,0.00345,0.001202,0.001318,0.001276,0.001727,0.003505,0.001655,0.024284,0.000763,0.002202,0.002356,0.001959,0.001335,0.001643,0.009284,0.003848
"建設用･建築用金属製品",0.000784,0.000666,0.000487,0.000415,0.001119,0.001629,0.001092,0.000593,0.000529,0.000604,0.000138,0.001047,0.00095,0.000593,0.002241,0.001588,0.00102,0.000663,0.001096,0.001345,0.001218,0.001371,0.001454,0.001754,0.000615,0.001029,0.001088,0.001399,0.001097,0.000759,0.00063,0.000985,0.001404,0.001046,0.001199,0.001519,0.001454,0.001447,0.001158,0.001154,0.001142,1.019918,0.002248,0.001235,0.000857,0.000722,0.000785,0.001253,0.000843,0.000806,0.000722,0.000829,0.000934,0.000748,0.000676,0.000727,0.000694,0.009643,0.005313,0.008534,0.000529,0.081977,0.10115,0.031169,0.061935,0.00213,0.003365,0.00362,0.000711,0.000591,0.000477,0.000587,0.001321,0.001062,0.002056,0.000331,0.002076,0.001517,0.001391,0.00068,0.001496,0.001389,0.000317,0.000773,0.001652,0.000367,0.001366,0.000817,0.001112,0.000873,0.000784,0.000495,0.000426,0.000674,0.00048,0.000526,0.000572,0.000882,0.000801,0.000346,0.000769,0.000638,0.000647,0.000789,0.000651,0.002074,0.001079
"その他の金属製品",0.006815,0.006979,0.004095,0.003336,0.008837,0.029191,0.027424,0.00998,0.061193,0.007968,0.001095,0.006222,0.009151,0.016012,0.072065,0.010723,0.007281,0.005031,0.01072,0.02416,0.016567,0.016724,0.013692,0.010565,0.019499,0.024963,0.019014,0.021368,0.009296,0.032972,0.020723,0.017763,0.017364,0.028445,0.017913,0.011373,0.008688,0.018993,0.006262,0.015583,0.013128,0.062162,1.079572,0.05137,0.04887,0.056138,0.027012,0.048338,0.050566,0.043325,0.037283,0.030439,0.043611,0.045095,0.025585,0.027859,0.029203,0.055279,0.017465,0.031543,0.004331,0.031506,0.092,0.015023,0.015547,0.013585,0.017903,0.007898,0.00418,0.005306,0.001753,0.001416,0.001993,0.001503,0.004285,0.004291,0.014709,0.008162,0.009778,0.00336,0.005903,0.007134,0.001462,0.003025,0.00386,0.002527,0.003872,0.004465,0.007878,0.002283,0.003759,0.006304,0.003151,0.003881,0.003124,0.006183,0.005035,0.003322,0.023154,0.00181,0.00684,0.012046,0.007253,0.003456,0.008129,0.01431,0.010101
"はん用機械",0.002483,0.001935,0.001894,0.00213,0.003416,0.004164,0.007563,0.001737,0.001344,0.001769,0.000403,0.001858,0.001464,0.002096,0.010315,0.00208,0.001377,0.001216,0.002644,0.002991,0.002792,0.003174,0.00246,0.002247,0.001479,0.00194,0.002797,0.00351,0.00285,0.002054,0.001342,0.008461,0.003063,0.008574,0.004295,0.003167,0.002552,0.004437,0.001866,0.004296,0.003322,0.00337,0.00301,1.188031,0.056883,0.02213,0.005528,0.006748,0.022219,0.043327,0.006618,0.002895,0.006473,0.004462,0.015594,0.015295,0.023615,0.047909,0.018556,0.003754,0.002134,0.013033,0.003329,0.007452,0.010397,0.003761,0.002576,0.016011,0.002241,0.001027,0.000751,0.00053,0.000387,0.000111,0.002023,0.002543,0.014356,0.002122,0.004623,0.001315,0.001238,0.001474,0.000676,0.000992,0.001455,0.001657,0.001624,0.001369,0.002103,0.000751,0.001702,0.001171,0.001441,0.001077,0.000862,0.001354,0.007127,0.001261,0.059904,0.000867,0.001639,0.001428,0.001362,0.001358,0.001095,0.002579,0.00151
"生産用機械",0.003127,0.002367,0.002249,0.002868,0.001793,0.005244,0.008091,0.002049,0.001623,0.00215,0.000476,0.002237,0.001744,0.002569,0.002623,0.002456,0.001777,0.00164,0.003229,0.003572,0.003485,0.003875,0.00298,0.002699,0.001775,0.002233,0.003523,0.00435,0.007277,0.00265,0.001839,0.002912,0.003921,0.007878,0.005173,0.003614,0.00295,0.004518,0.002606,0.004779,0.003952,0.002457,0.002989,0.008953,1.173952,0.005567,0.008267,0.006635,0.007452,0.005472,0.006977,0.003563,0.004685,0.005277,0.004222,0.004065,0.004745,0.00736,0.004023,0.002935,0.002497,0.002078,0.002628,0.002685,0.002605,0.004699,0.003169,0.003664,0.002603,0.001173,0.000846,0.000589,0.000432,0.000115,0.001026,0.00319,0.018037,0.001461,0.003364,0.001694,0.001343,0.001403,0.000724,0.001064,0.001654,0.002004,0.001889,0.001464,0.001791,0.000725,0.00188,0.001022,0.001543,0.001057,0.000837,0.001465,0.009047,0.001459,0.076548,0.000837,0.001738,0.001525,0.001403,0.001463,0.001173,0.002459,0.001576
"業務用機械",0.001436,0.001315,0.00577,0.001006,0.000794,0.001132,0.001973,0.000966,0.000636,0.001074,0.000223,0.000882,0.000793,0.00098,0.000772,0.000984,0.000736,0.000655,0.001042,0.001193,0.000885,0.001232,0.000962,0.000955,0.000664,0.00084,0.000801,0.001107,0.000871,0.000922,0.000779,0.000848,0.001059,0.000928,0.001005,0.001029,0.000911,0.000896,0.000813,0.001288,0.001162,0.000871,0.000751,0.004263,0.00804,1.094032,0.001242,0.000942,0.003,0.00103,0.001801,0.000852,0.002084,0.002609,0.001537,0.001519,0.001666,0.003588,0.00141,0.001443,0.001015,0.001261,0.000915,0.001084,0.001019,0.001378,0.000848,0.001277,0.001026,0.001725,0.000505,0.000307,0.000217,0.000058,0.000434,0.001109,0.006063,0.000635,0.001363,0.000837,0.00081,0.000742,0.000439,0.000621,0.001332,0.000821,0.001294,0.002382,0.004248,0.000341,0.00092,0.016028,0.007217,0.003727,0.002989,0.000783,0.004969,0.001184,0.024065,0.000702,0.000849,0.000791,0.000678,0.004452,0.001129,0.028146,0.001519
"電子デバイス",0.001684,0.001361,0.001854,0.001432,0.00137,0.001731,0.003121,0.001145,0.00088,0.00121,0.000281,0.001197,0.001366,0.001392,0.001325,0.001304,0.000889,0.000874,0.00151,0.001763,0.001337,0.001877,0.001419,0.001357,0.000942,0.001135,0.001211,0.001647,0.001216,0.001329,0.001128,0.001238,0.001584,0.001423,0.001516,0.001578,0.001403,0.001386,0.0011,0.001977,0.001731,0.001373,0.002025,0.006586,0.012413,0.138145,1.227843,0.080149,0.083065,0.225105,0.315549,0.126447,0.238024,0.35982,0.026491,0.021252,0.03064,0.006661,0.009828,0.021786,0.001461,0.003191,0.002333,0.002455,0.002941,0.002166,0.001261,0.001838,0.001445,0.000963,0.000633,0.000459,0.000323,0.000085,0.001055,0.001764,0.00953,0.000833,0.002743,0.001003,0.000792,0.000906,0.000456,0.00081,0.001735,0.001509,0.001515,0.001999,0.002558,0.000573,0.001731,0.002565,0.001758,0.001141,0.000897,0.001051,0.00646,0.001441,0.039935,0.000842,0.001067,0.000974,0.000917,0.00162,0.000941,0.010334,0.001437
"その他の電子部品",0.003054,0.002448,0.002698,0.002657,0.001899,0.003112,0.005675,0.002113,0.001804,0.002205,0.000565,0.002212,0.001956,0.00255,0.002254,0.002396,0.00169,0.002651,0.002834,0.003327,0.002429,0.003456,0.002619,0.002509,0.001908,0.002256,0.002185,0.002967,0.002189,0.002527,0.001801,0.002262,0.002926,0.00256,0.00273,0.002878,0.002506,0.002473,0.001984,0.003606,0.003406,0.002539,0.007111,0.014262,0.013984,0.076566,0.186805,1.289016,0.058366,0.074306,0.216792,0.047927,0.177565,0.169818,0.022984,0.019322,0.027957,0.007539,0.006332,0.009117,0.002541,0.003733,0.003383,0.003298,0.003501,0.00397,0.002281,0.003407,0.002731,0.001568,0.001394,0.000845,0.00061,0.000166,0.001319,0.003221,0.017303,0.00146,0.003527,0.001938,0.00145,0.00163,0.000983,0.00195,0.00726,0.003804,0.004142,0.008414,0.005657,0.000952,0.006846,0.002216,0.002217,0.00166,0.001328,0.002083,0.009643,0.004729,0.073981,0.001333,0.00195,0.001752,0.00176,0.0021,0.001558,0.051125,0.002731
"産業用電気機器",0.001418,0.001134,0.001089,0.001207,0.002457,0.001456,0.00288,0.000975,0.000644,0.000992,0.000217,0.001,0.000777,0.001155,0.001191,0.001092,0.000721,0.000641,0.001283,0.00152,0.001141,0.00162,0.001224,0.001175,0.000726,0.000913,0.001021,0.001395,0.001109,0.001094,0.000702,0.001124,0.001394,0.001316,0.00131,0.001425,0.001219,0.001218,0.000929,0.001794,0.001515,0.002723,0.001103,0.030175,0.025515,0.016245,0.001592,0.002975,1.157065,0.027773,0.013846,0.005081,0.011364,0.012084,0.06191,0.044316,0.063201,0.021763,0.012517,0.001514,0.001168,0.003902,0.005371,0.003022,0.006467,0.001902,0.001116,0.001881,0.001206,0.000562,0.000409,0.000292,0.000245,0.000095,0.001135,0.001453,0.008283,0.00098,0.002643,0.000736,0.000639,0.00066,0.000345,0.00052,0.000847,0.000927,0.000924,0.000733,0.001026,0.000366,0.000882,0.000657,0.000801,0.00054,0.000427,0.000684,0.004257,0.000703,0.035734,0.000406,0.000798,0.000708,0.000644,0.000731,0.000547,0.00137,0.000856
"民生用電気機器",0.000316,0.000246,0.000232,0.000272,0.000159,0.000309,0.000576,0.000203,0.000145,0.000221,0.000055,0.000221,0.000172,0.000253,0.000161,0.000237,0.000158,0.000143,0.000286,0.000331,0.000245,0.000355,0.000265,0.000253,0.000169,0.000206,0.000218,0.000299,0.000216,0.000244,0.000155,0.000206,0.000296,0.000228,0.000265,0.000295,0.000256,0.000243,0.000197,0.000368,0.000314,0.000215,0.000189,0.000187,0.000163,0.00019,0.00022,0.000227,0.00019,1.078053,0.000184,0.000192,0.00017,0.000181,0.000186,0.000186,0.000188,0.000509,0.001401,0.000207,0.000286,0.004086,0.000226,0.000238,0.000242,0.000412,0.000223,0.000322,0.000272,0.000125,0.0001,0.000068,0.000049,0.000012,0.000155,0.000403,0.001869,0.000117,0.000448,0.000166,0.000131,0.00018,0.000082,0.000129,0.000341,0.000222,0.000253,0.000857,0.000761,0.000078,0.000202,0.000101,0.000165,0.000115,0.000087,0.00017,0.001055,0.000335,0.008087,0.000119,0.00018,0.000155,0.000149,0.000358,0.000134,0.000186,0.000311
"電子応用装置･電気計測器",0.000146,0.000116,0.000123,0.000124,0.000312,0.000155,0.000279,0.000107,0.000068,0.00011,0.000026,0.000103,0.000082,0.000117,0.000092,0.000112,0.000075,0.000069,0.000133,0.000155,0.00012,0.000166,0.000125,0.00012,0.000077,0.000095,0.000109,0.000148,0.000126,0.000114,0.000076,0.000111,0.000145,0.000139,0.00014,0.000142,0.000122,0.000128,0.000097,0.000179,0.000152,0.000112,0.000097,0.001487,0.005589,0.0039,0.000517,0.000164,0.005121,0.000331,1.036802,0.000156,0.000985,0.000509,0.000419,0.000316,0.000407,0.005165,0.000351,0.000113,0.000131,0.000266,0.000174,0.000528,0.000823,0.000195,0.000111,0.000174,0.000129,0.000065,0.000049,0.000037,0.000025,0.000007,0.000079,0.000152,0.000839,0.000179,0.000169,0.000078,0.00007,0.000075,0.000034,0.000061,0.000092,0.000116,0.000108,0.000079,0.00106,0.00004,0.000097,0.000168,0.000102,0.000067,0.000051,0.000075,0.000439,0.000079,0.003619,0.000116,0.000084,0.000076,0.000069,0.000083,0.000057,0.000187,0.000317
"その他の電気機械",0.000556,0.000551,0.000449,0.000433,0.001415,0.000558,0.001283,0.000464,0.000327,0.00047,0.000126,0.000418,0.00044,0.000452,0.001235,0.000487,0.000345,0.000333,0.000508,0.000618,0.000439,0.000612,0.000487,0.000495,0.000354,0.00043,0.000393,0.000549,0.000455,0.000448,0.000386,0.000451,0.000563,0.0005,0.000684,0.000611,0.000526,0.000503,0.000426,0.000786,0.000674,0.000491,0.000856,0.002511,0.002868,0.01095,0.039879,0.019332,0.016354,0.018458,0.016726,1.095701,0.024788,0.016061,0.023422,0.013987,0.007727,0.003095,0.009671,0.004753,0.000478,0.005646,0.004661,0.00187,0.0026,0.000716,0.000511,0.000918,0.000487,0.000523,0.000235,0.000224,0.000175,0.00007,0.001117,0.000568,0.002937,0.000585,0.001778,0.000436,0.000337,0.00085,0.000179,0.000296,0.001394,0.000484,0.000684,0.001279,0.00097,0.000819,0.00087,0.000418,0.000577,0.000305,0.000231,0.000366,0.001498,0.00083,0.011092,0.000338,0.000516,0.000422,0.000349,0.000992,0.000389,0.002016,0.001683
