"","耕種農業","畜産","農業サービス","林業","漁業","石炭･原油･天然ガス","その他の鉱業","食料品","飲料","飼料･有機質肥料(別掲を除く。)","たばこ","繊維工業製品","衣服･その他の繊維既製品","木材･木製品","家具･装備品","パルプ･紙･板紙･加工紙","紙加工品","印刷･製版･製本","化学肥料","無機化学工業製品","石油化学系基礎製品","有機化学工業製品(石油化学系基礎製品･合成樹脂を除く。)","合成樹脂","化学繊維","医薬品","化学最終製品(医薬品を除く。)","石油製品","石炭製品","プラスチック製品","ゴム製品","なめし革･革製品･毛皮","ガラス･ガラス製品","セメント･セメント製品","陶磁器","その他の窯業･土石製品","銑鉄･粗鋼","鋼材","鋳鍛造品(鉄)","その他の鉄鋼製品","非鉄金属製錬･精製","非鉄金属加工製品","建設用･建築用金属製品","その他の金属製品","はん用機械","生産用機械","業務用機械","電子デバイス","その他の電子部品","産業用電気機器","民生用電気機器","電子応用装置･電気計測器","その他の電気機械","通信･映像･音響機器","電子計算機･同附属装置","乗用車","その他の自動車","自動車部品･同附属品","船舶･同修理","その他の輸送機械･同修理","その他の製造工業製品","再生資源回収･加工処理","建築","建設補修","公共事業","その他の土木建設","電力","ガス･熱供給","水道","廃棄物処理","商業","金融･保険","不動産仲介及び賃貸","住宅賃貸料","住宅賃貸料(帰属家賃)","鉄道輸送","道路輸送(自家輸送を除く。)","自家輸送","水運","航空輸送","貨物利用運送","倉庫","運輸附帯サービス","郵便･信書便","通信","放送","情報サービス","インターネット附随サービス","映像･音声･文字情報制作","公務","教育","研究","医療","保健衛生","社会保険･社会福祉","介護","他に分類されない会員制団体","物品賃貸サービス","広告","自動車整備･機械修理","その他の対事業所サービス","宿泊業","飲食サービス","洗濯･理容･美容･浴場業","娯楽サービス","その他の対個人サービス","事務用品","分類不明"
"通信･映像･音響機器",0.000155,0.000184,0.000185,0.000206,0.000539,0.000161,0.000243,0.000212,0.000179,0.000201,0.000054,0.000162,0.00017,0.00018,0.000179,0.000197,0.000162,0.000139,0.000169,0.000183,0.000136,0.000179,0.000156,0.000167,0.000279,0.000192,0.000122,0.00018,0.000161,0.000185,0.000216,0.00017,0.000188,0.000162,0.000197,0.000156,0.000144,0.000158,0.000153,0.000194,0.000195,0.000269,0.000153,0.001051,0.000337,0.000212,0.000267,0.000222,0.000244,0.000222,0.000257,0.000222,1.012951,0.000379,0.018248,0.009237,0.00021,0.007988,0.00133,0.000262,0.000332,0.001633,0.000694,0.002865,0.00309,0.000216,0.000181,0.000265,0.000169,0.000455,0.00031,0.000394,0.000221,0.000036,0.000265,0.000353,0.000533,0.000441,0.000387,0.000351,0.000207,0.000249,0.000077,0.000194,0.00045,0.000648,0.000394,0.000571,0.00186,0.00011,0.000436,0.000178,0.000144,0.000176,0.000086,0.000249,0.000402,0.000659,0.001626,0.000763,0.000172,0.000355,0.000137,0.000425,0.000141,0.000261,0.000577
"電子計算機･同附属装置",0.000136,0.000129,0.000115,0.000106,0.000081,0.000297,0.000313,0.000104,0.000079,0.000107,0.000026,0.000111,0.000093,0.000127,0.000099,0.000123,0.000088,0.000102,0.000151,0.000158,0.000184,0.000164,0.000136,0.000124,0.000081,0.000107,0.000194,0.00025,0.000111,0.000117,0.000084,0.000111,0.000151,0.000115,0.000139,0.000156,0.000133,0.000128,0.000114,0.000197,0.000166,0.000107,0.000103,0.000108,0.00024,0.0001,0.000134,0.000122,0.000139,0.000109,0.000104,0.000129,0.000191,1.053094,0.00011,0.000106,0.000106,0.000128,0.000151,0.000123,0.000291,0.000155,0.000137,0.00024,0.000313,0.000212,0.000196,0.000123,0.000121,0.0001,0.000081,0.00004,0.000033,0.000009,0.000056,0.000136,0.001008,0.000083,0.000476,0.000107,0.000075,0.000089,0.000049,0.000185,0.000281,0.000122,0.000344,0.000116,0.000122,0.000043,0.000092,0.000071,0.000114,0.000082,0.000109,0.000091,0.003955,0.000159,0.002054,0.000082,0.000121,0.000082,0.000076,0.000087,0.000072,0.000105,0.000111
"乗用車",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"その他の自動車",0.000145,0.000109,0.000104,0.000124,0.000063,0.000139,0.000264,0.000089,0.000062,0.000099,0.000023,0.000099,0.000075,0.000114,0.00007,0.000105,0.000069,0.000062,0.000127,0.00015,0.00011,0.000162,0.00012,0.000114,0.00007,0.000088,0.000098,0.000134,0.000096,0.00011,0.000067,0.000092,0.000134,0.000101,0.000119,0.000134,0.000116,0.00011,0.000088,0.000167,0.000142,0.000096,0.000085,0.000083,0.000072,0.000084,0.000098,0.000101,0.000084,0.000081,0.000081,0.000083,0.000074,0.000079,0.000082,1.044143,0.000083,0.000071,0.000063,0.000088,0.000114,0.000081,0.000101,0.000104,0.000106,0.000188,0.000098,0.000145,0.000123,0.000053,0.000039,0.000028,0.00002,0.000005,0.000039,0.000152,0.000863,0.000046,0.000125,0.000072,0.000057,0.000058,0.00003,0.000049,0.000077,0.000093,0.000088,0.000063,0.000446,0.000033,0.000086,0.000042,0.000073,0.000048,0.000037,0.000067,0.000441,0.000065,0.003789,0.000038,0.000077,0.000066,0.000063,0.000065,0.00005,0.00008,0.00016
"自動車部品･同附属品",0.00934,0.007022,0.006743,0.008021,0.004047,0.008987,0.017056,0.005703,0.003983,0.006245,0.001402,0.006409,0.004875,0.007327,0.004517,0.006786,0.004461,0.00403,0.008219,0.009689,0.007149,0.010471,0.007757,0.007349,0.004598,0.005694,0.006326,0.008658,0.006217,0.007078,0.004352,0.005929,0.00859,0.006571,0.007675,0.00864,0.007486,0.007012,0.005657,0.010764,0.009114,0.006222,0.005447,0.005353,0.00564,0.005444,0.006344,0.006536,0.005409,0.00525,0.005277,0.005378,0.00484,0.005114,0.977381,0.918914,1.660893,0.004525,0.092879,0.005678,0.007357,0.005142,0.00645,0.006704,0.006823,0.012152,0.006343,0.00933,0.007929,0.003444,0.002559,0.001749,0.001264,0.000324,0.006963,0.009741,0.055919,0.002853,0.018431,0.004705,0.003649,0.003818,0.002202,0.0032,0.005015,0.00609,0.005699,0.00425,0.00593,0.002134,0.005569,0.002734,0.004627,0.003049,0.002402,0.004369,0.028453,0.004287,0.24458,0.002494,0.004985,0.004288,0.004075,0.004217,0.003232,0.005157,0.004791
"船舶･同修理",0.000152,0.000652,0.00009,0.000145,0.054434,0.000088,0.000202,0.002817,0.000293,0.001089,0.00003,0.000119,0.000107,0.000196,0.000151,0.000318,0.000166,0.000103,0.000306,0.000331,0.000288,0.00026,0.000245,0.000239,0.000131,0.000224,0.000234,0.000776,0.000123,0.000117,0.000301,0.000206,0.000358,0.000213,0.000265,0.000459,0.000356,0.000334,0.000361,0.00084,0.000574,0.000245,0.000201,0.00015,0.000128,0.000119,0.000108,0.000149,0.000158,0.000136,0.000095,0.000175,0.000116,0.0001,0.00022,0.000228,0.000179,1.151197,0.000119,0.000888,0.003032,0.000124,0.000133,0.000151,0.000173,0.000275,0.000225,0.000065,0.000073,0.000044,0.000029,0.00002,0.000012,0.000005,0.000068,0.000132,0.000374,0.027694,0.000329,0.000054,0.00004,0.0007,0.000076,0.00003,0.00005,0.000042,0.00004,0.000085,0.001427,0.000147,0.000125,0.000076,0.000044,0.000117,0.000188,0.000054,0.000048,0.000054,0.000109,0.000026,0.000471,0.000918,0.000051,0.00007,0.000094,0.00033,0.000424
"その他の輸送機械･同修理",0.000923,0.0009,0.001051,0.000769,0.000753,0.001972,0.002166,0.000901,0.000689,0.000987,0.000284,0.001222,0.00138,0.000942,0.001119,0.001183,0.001058,0.001119,0.001264,0.001252,0.001385,0.001419,0.001305,0.001174,0.001877,0.001242,0.001345,0.001665,0.001275,0.001132,0.001042,0.001161,0.001159,0.001216,0.00141,0.001133,0.001049,0.001038,0.000909,0.001421,0.001297,0.001284,0.000943,0.001076,0.001053,0.001202,0.001287,0.001308,0.001115,0.00125,0.001475,0.001118,0.001666,0.00128,0.000979,0.000933,0.000962,0.000938,1.446073,0.001149,0.000951,0.000915,0.001084,0.000956,0.000925,0.001494,0.001281,0.001254,0.002437,0.001524,0.001546,0.000498,0.000323,0.000138,0.073865,0.000987,0.003952,0.001084,0.169937,0.001385,0.000687,0.002509,0.004439,0.00107,0.002239,0.001508,0.001835,0.003305,0.006872,0.001149,0.002015,0.000933,0.000871,0.000622,0.000451,0.001709,0.002109,0.002108,0.0131,0.000932,0.001115,0.000986,0.000907,0.001065,0.001206,0.001278,0.004311
"その他の製造工業製品",0.001222,0.001481,0.00157,0.001221,0.007991,0.002976,0.003873,0.002179,0.003013,0.001533,0.000475,0.001919,0.022529,0.00343,0.012178,0.002476,0.001683,0.001433,0.001871,0.001783,0.001844,0.002296,0.001794,0.001692,0.001773,0.0023,0.00196,0.002463,0.001694,0.001812,0.013277,0.005107,0.001809,0.006731,0.003727,0.001721,0.003403,0.004487,0.002485,0.002298,0.003038,0.00188,0.001739,0.001807,0.003594,0.003542,0.002618,0.003757,0.003071,0.002198,0.005298,0.002628,0.004173,0.003191,0.002965,0.002883,0.002631,0.002619,0.002095,1.051329,0.001673,0.003438,0.007352,0.005614,0.005655,0.001941,0.002231,0.002906,0.002083,0.001987,0.002414,0.00125,0.000914,0.000284,0.001279,0.001285,0.003426,0.002139,0.002879,0.001869,0.001738,0.002127,0.001252,0.00398,0.006979,0.009619,0.00571,0.012312,0.003152,0.004003,0.012689,0.001635,0.002327,0.005673,0.003932,0.008294,0.0095,0.008078,0.003225,0.005632,0.004458,0.00396,0.00644,0.008273,0.010675,0.156172,0.002509
"再生資源回収･加工処理",0.00334,0.005224,0.001127,0.007387,0.001094,0.001318,0.001033,0.00198,0.005295,0.0039,0.000453,0.001938,0.001372,0.008918,0.004523,0.029983,0.008895,0.004929,0.035264,0.00608,0.003982,0.00418,0.002989,0.00356,0.001649,0.002852,0.000965,0.015521,0.003949,0.002109,0.001381,0.016361,0.005656,0.017752,0.005608,0.02394,0.019466,0.012546,0.011258,0.054527,0.053748,0.009347,0.008076,0.005611,0.004151,0.004706,0.004076,0.007675,0.007325,0.005689,0.003919,0.008148,0.005548,0.003799,0.005854,0.005892,0.006692,0.006081,0.00359,0.004048,1.000808,0.00324,0.003359,0.002471,0.003609,0.008867,0.00628,0.001118,0.001022,0.000523,0.000394,0.000295,0.000206,0.000076,0.000886,0.000837,0.001233,0.000578,0.001062,0.000364,0.000829,0.000815,0.000296,0.000453,0.000985,0.000591,0.000658,0.002844,0.000527,0.000504,0.000872,0.000752,0.000706,0.000698,0.000549,0.000789,0.000546,0.001241,0.002819,0.000345,0.001211,0.001561,0.000765,0.000729,0.000647,0.007872,0.000916
"建築",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"建設補修",0.007023,0.005823,0.004271,0.003185,0.00357,0.006419,0.009032,0.00479,0.003863,0.005055,0.001148,0.009377,0.007107,0.004169,0.006281,0.014316,0.009305,0.00594,0.00848,0.011726,0.007018,0.011041,0.012096,0.015788,0.005205,0.008822,0.004596,0.007429,0.00978,0.00625,0.004555,0.008309,0.010862,0.008491,0.010506,0.013542,0.012995,0.012353,0.010426,0.009992,0.010045,0.010918,0.008143,0.006203,0.005686,0.005642,0.006641,0.01045,0.006907,0.006617,0.005802,0.007074,0.006784,0.006085,0.005545,0.006036,0.00569,0.00673,0.006461,0.006248,0.003565,0.004615,1.00566,0.003948,0.004096,0.017355,0.028777,0.035093,0.006125,0.005299,0.00429,0.00553,0.011987,0.010442,0.017341,0.002508,0.017313,0.005826,0.00633,0.006231,0.014345,0.013123,0.002682,0.007074,0.015486,0.002597,0.012715,0.006682,0.010092,0.008043,0.006377,0.00442,0.003667,0.005818,0.00414,0.004041,0.003371,0.00776,0.004645,0.002791,0.006602,0.005315,0.005449,0.006761,0.00518,0.008224,0.005045
"公共事業",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"その他の土木建設",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"電力",0.030528,0.036273,0.047697,0.017632,0.026184,0.080612,0.052632,0.037896,0.031652,0.035728,0.008782,0.085443,0.059637,0.041766,0.044517,0.173938,0.076668,0.06206,0.106933,0.210014,0.065063,0.097556,0.0786,0.130509,0.036831,0.061377,0.060005,0.07078,0.0722,0.063902,0.035516,0.08098,0.088444,0.066985,0.076611,0.100795,0.106653,0.163577,0.078685,0.091583,0.088273,0.058354,0.062011,0.047257,0.040565,0.041376,0.06834,0.06376,0.045417,0.047425,0.040556,0.055451,0.04306,0.043629,0.051645,0.049615,0.054553,0.060931,0.045265,0.038114,0.043125,0.027666,0.029648,0.02363,0.028839,1.142781,0.061935,0.063916,0.089728,0.02841,0.012132,0.02071,0.010554,0.00153,0.07019,0.013058,0.037924,0.017605,0.03127,0.011947,0.061324,0.018422,0.011513,0.020634,0.021287,0.011435,0.018526,0.031638,0.020354,0.029621,0.02268,0.022056,0.024802,0.028642,0.021054,0.016236,0.011169,0.024537,0.032135,0.009966,0.061963,0.042226,0.043176,0.044964,0.030731,0.067239,0.02144
"ガス･熱供給",0.002725,0.002862,0.002871,0.001449,0.002084,0.001852,0.001741,0.006092,0.006474,0.004484,0.000458,0.016472,0.007219,0.00176,0.003675,0.004886,0.004158,0.00296,0.019729,0.005121,0.001522,0.004302,0.003911,0.00434,0.005632,0.005799,0.001298,0.002385,0.009442,0.008814,0.003632,0.017007,0.0021,0.021016,0.006675,0.003579,0.010095,0.020526,0.006626,0.002281,0.005778,0.006513,0.007832,0.005072,0.004284,0.004997,0.005715,0.005716,0.004463,0.004138,0.003494,0.006041,0.00436,0.004121,0.008802,0.012222,0.009707,0.006642,0.008074,0.003969,0.004375,0.003343,0.003882,0.002373,0.002763,0.003056,1.012766,0.003565,0.004839,0.005159,0.001658,0.00269,0.000835,0.000205,0.001791,0.001329,0.003228,0.001865,0.002699,0.00153,0.00128,0.001852,0.001468,0.002002,0.002408,0.001392,0.002781,0.002267,0.00365,0.005647,0.003245,0.003936,0.004491,0.007961,0.006652,0.002951,0.001409,0.002154,0.006406,0.002672,0.02063,0.020247,0.010507,0.00282,0.006432,0.004869,0.002127
"水道",0.00252,0.003941,0.003453,0.001412,0.002095,0.006242,0.006604,0.004769,0.004158,0.003047,0.001894,0.006027,0.004352,0.002325,0.002818,0.008746,0.005103,0.002982,0.008161,0.007435,0.005033,0.008228,0.007392,0.008467,0.005769,0.004682,0.004414,0.006889,0.004434,0.003228,0.002764,0.00429,0.003664,0.003225,0.003437,0.003457,0.004741,0.003433,0.003434,0.005092,0.004391,0.003038,0.002867,0.002576,0.002351,0.002969,0.004843,0.003962,0.002835,0.003262,0.002857,0.003877,0.002838,0.003062,0.002795,0.002744,0.002646,0.003086,0.003003,0.003278,0.005085,0.002595,0.003517,0.00247,0.002573,0.003523,0.006342,1.100022,0.011325,0.003789,0.002368,0.002827,0.000996,0.000258,0.008606,0.002058,0.014647,0.002648,0.003336,0.00216,0.003006,0.004676,0.001459,0.00695,0.002756,0.001358,0.003687,0.00327,0.00559,0.010461,0.011105,0.006537,0.005311,0.007857,0.008992,0.003833,0.001319,0.002443,0.002863,0.001725,0.015607,0.012733,0.018774,0.006452,0.006321,0.004698,0.00453
"廃棄物処理",0.002077,0.003379,0.003641,0.001155,0.001737,0.005667,0.004409,0.003301,0.001833,0.003315,0.001178,0.003399,0.002752,0.002128,0.002134,0.005873,0.003463,0.002729,0.010208,0.009817,0.005026,0.005708,0.004704,0.007912,0.006214,0.004771,0.003789,0.004471,0.002726,0.00272,0.002139,0.003827,0.006106,0.002788,0.005784,0.003714,0.003207,0.003749,0.002583,0.003533,0.003395,0.002215,0.002025,0.00212,0.001635,0.002404,0.003171,0.00304,0.0021,0.002137,0.002067,0.003094,0.002333,0.002338,0.002003,0.002075,0.001997,0.003425,0.006814,0.002117,0.00274,0.002322,0.00217,0.006338,0.007439,0.015957,0.005003,0.004116,1.002718,0.002702,0.004461,0.001228,0.000749,0.000383,0.024826,0.003455,0.003522,0.004871,0.005114,0.00502,0.003183,0.007316,0.002316,0.010534,0.009484,0.001144,0.006461,0.003541,0.028368,0.007009,0.004788,0.005516,0.008364,0.005388,0.005246,0.001422,0.001429,0.004548,0.002395,0.000918,0.049752,0.018104,0.013844,0.012954,0.015614,0.003361,0.023268
"商業",0.120915,0.156921,0.078761,0.049084,0.101394,0.034342,0.072894,0.156474,0.09857,0.186512,0.01695,0.106151,0.134129,0.10394,0.123442,0.150823,0.150965,0.11134,0.068895,0.071655,0.041055,0.077959,0.075569,0.097814,0.072235,0.108818,0.032188,0.062124,0.108718,0.092449,0.159168,0.0713,0.059446,0.078617,0.07162,0.054141,0.06223,0.063261,0.113689,0.065313,0.098031,0.093072,0.078933,0.083184,0.078142,0.093468,0.091581,0.086204,0.101296,0.111766,0.085286,0.10056,0.094803,0.092738,0.111113,0.104259,0.127451,0.105735,0.08235,0.136202,0.027683,0.096545,0.112082,0.068585,0.069415,0.042271,0.050155,0.044359,0.032944,1.02665,0.018642,0.009253,0.009649,0.003596,0.01756,0.02416,0.158674,0.036836,0.040601,0.019196,0.020867,0.026617,0.015643,0.020523,0.033777,0.031162,0.030212,0.072145,0.024796,0.020103,0.053741,0.086746,0.036384,0.046601,0.040994,0.063323,0.035964,0.043745,0.114732,0.020972,0.086934,0.174737,0.049744,0.039182,0.048127,0.333321,0.029367
"金融･保険",0.019693,0.022452,0.024116,0.0173,0.023678,0.043092,0.070851,0.02083,0.024156,0.021864,0.008505,0.039365,0.037974,0.02255,0.031848,0.031894,0.027021,0.023059,0.031872,0.02845,0.032958,0.031181,0.028436,0.025303,0.018561,0.026703,0.031834,0.039019,0.020145,0.020371,0.021101,0.027291,0.029937,0.036833,0.026517,0.033306,0.029044,0.026229,0.027478,0.050005,0.041258,0.033591,0.025942,0.021825,0.021097,0.026895,0.022101,0.024975,0.02246,0.024608,0.021346,0.026031,0.022074,0.024122,0.022499,0.021506,0.020996,0.034349,0.02527,0.045016,0.023262,0.028008,0.024101,0.032935,0.031563,0.042711,0.031972,0.037327,0.038697,0.028402,1.055978,0.101068,0.080604,0.080513,0.057719,0.018953,0.07392,0.066665,0.040756,0.033874,0.019377,0.019392,0.007497,0.018367,0.018752,0.014887,0.023343,0.018991,0.029633,0.016813,0.012671,0.017034,0.04633,0.030734,0.012952,0.037857,0.047141,0.016409,0.022659,0.009848,0.036436,0.021539,0.01386,0.018676,0.015382,0.030205,0.021929
"不動産仲介及び賃貸",0.011369,0.014831,0.02816,0.00654,0.01024,0.027463,0.02025,0.015577,0.010935,0.016773,0.002961,0.013786,0.015984,0.011369,0.015998,0.017295,0.014461,0.014548,0.015396,0.0149,0.019559,0.016416,0.016103,0.015335,0.013598,0.01455,0.019454,0.023839,0.015331,0.012515,0.013568,0.013696,0.015992,0.014031,0.012999,0.013569,0.013177,0.0152,0.013803,0.016942,0.016103,0.017604,0.012078,0.012219,0.011521,0.011633,0.011365,0.012094,0.012935,0.014004,0.01162,0.015364,0.012762,0.013109,0.012348,0.011666,0.011721,0.013559,0.010443,0.013674,0.021479,0.018026,0.014061,0.012035,0.0127,0.021226,0.02813,0.011177,0.009291,0.03583,0.023173,1.045007,0.108524,0.010263,0.008065,0.016761,0.038786,0.088007,0.023179,0.1017,0.082061,0.031582,0.020186,0.020669,0.024588,0.044654,0.072198,0.032587,0.007639,0.005197,0.025505,0.029001,0.021574,0.011442,0.015836,0.028069,0.019401,0.021148,0.012997,0.015155,0.022936,0.022576,0.036107,0.014584,0.028736,0.020239,0.041919
"住宅賃貸料",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"住宅賃貸料(帰属家賃)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"鉄道輸送",0.002452,0.002994,0.002601,0.002546,0.003187,0.006534,0.006715,0.003668,0.002792,0.003754,0.001027,0.004918,0.005443,0.003323,0.004581,0.005422,0.005657,0.005324,0.004808,0.004468,0.005313,0.005282,0.005687,0.004728,0.006957,0.005625,0.004562,0.005946,0.006865,0.004092,0.004616,0.005413,0.004005,0.00621,0.008149,0.003959,0.003805,0.003972,0.003442,0.004911,0.005013,0.006724,0.003727,0.004358,0.004631,0.006234,0.007996,0.00748,0.004959,0.006216,0.008111,0.004863,0.012744,0.007613,0.004052,0.003578,0.003709,0.00451,0.004344,0.005166,0.004104,0.004313,0.004747,0.003854,0.003516,0.004337,0.004504,0.00438,0.015474,0.006923,0.01321,0.00266,0.001595,0.001084,1.002465,0.002695,0.004945,0.005394,0.004291,0.007615,0.003221,0.003715,0.003103,0.004323,0.00717,0.002296,0.006983,0.004848,0.008654,0.00577,0.009869,0.004175,0.005048,0.002854,0.001888,0.006781,0.002488,0.004633,0.003847,0.0027,0.004299,0.005125,0.003756,0.003753,0.004388,0.006468,0.019105
"道路輸送(自家輸送を除く。)",0.020699,0.073052,0.016376,0.042662,0.022554,0.015334,0.02133,0.042461,0.026406,0.04954,0.00668,0.024481,0.023328,0.041747,0.035588,0.057878,0.045148,0.027928,0.0401,0.026481,0.02382,0.032217,0.031867,0.036169,0.021573,0.033909,0.013018,0.037074,0.026458,0.02228,0.028086,0.033219,0.047841,0.037303,0.035232,0.034293,0.031635,0.041185,0.03976,0.045061,0.051631,0.032143,0.0262,0.024035,0.020957,0.024163,0.02505,0.026846,0.026357,0.026985,0.021167,0.028647,0.023897,0.027093,0.033917,0.03376,0.027766,0.030768,0.020154,0.030509,0.392066,0.034057,0.034872,0.030688,0.034116,0.026412,0.036893,0.017269,0.029297,0.009204,0.01292,0.004347,0.003421,0.001475,0.007002,1.007747,0.017162,0.011131,0.015331,0.006201,0.00709,0.011202,0.079215,0.011716,0.014688,0.010984,0.016839,0.026948,0.01141,0.007126,0.01612,0.015163,0.010111,0.011105,0.00839,0.018852,0.008165,0.016237,0.022076,0.006362,0.017119,0.029471,0.009242,0.009049,0.021331,0.071889,0.04781
"自家輸送",0.055671,0.034884,0.022903,0.033564,0.034962,0.047047,0.240336,0.028832,0.01858,0.033366,0.006329,0.025275,0.022188,0.032365,0.023378,0.023243,0.016911,0.018522,0.022261,0.028727,0.028514,0.022845,0.019155,0.018616,0.012482,0.017831,0.030304,0.037334,0.013502,0.015226,0.027209,0.029561,0.058645,0.028596,0.027994,0.065978,0.046193,0.026477,0.033801,0.113233,0.069899,0.031702,0.027632,0.020873,0.018548,0.022096,0.016792,0.018611,0.020715,0.019203,0.015189,0.024089,0.015409,0.017589,0.018081,0.017922,0.018767,0.020401,0.01278,0.050064,0.018878,0.032765,0.035259,0.038062,0.031035,0.024867,0.029377,0.015965,0.026307,0.038509,0.01266,0.008755,0.006153,0.002162,0.007929,0.006812,1.022586,0.01481,0.01594,0.006788,0.007539,0.009434,0.010393,0.013422,0.0169,0.019241,0.013246,0.022716,0.016817,0.012446,0.012947,0.011527,0.009865,0.012103,0.011542,0.01905,0.016096,0.023303,0.016734,0.010248,0.040242,0.018011,0.019519,0.029749,0.030232,0.027283,0.021712
"水運",0.008086,0.017726,0.003713,0.004498,0.007279,0.004708,0.007301,0.007849,0.005447,0.013668,0.001375,0.00668,0.004471,0.010522,0.008171,0.018221,0.009599,0.005758,0.018395,0.020123,0.01775,0.015113,0.014708,0.014202,0.005351,0.010354,0.014288,0.04862,0.007103,0.006655,0.005083,0.011628,0.021605,0.012145,0.015506,0.027614,0.021233,0.020154,0.021886,0.050812,0.034592,0.014727,0.011996,0.008755,0.007346,0.006751,0.006238,0.00865,0.009072,0.007956,0.005301,0.010186,0.006647,0.005643,0.01324,0.013671,0.010623,0.011695,0.006837,0.006926,0.192375,0.00675,0.007061,0.008638,0.009948,0.016892,0.013601,0.003436,0.003672,0.001926,0.001349,0.000901,0.000586,0.000228,0.001998,0.006585,0.01785,1.766369,0.008946,0.001379,0.001745,0.001844,0.004208,0.001264,0.00208,0.001835,0.001684,0.003974,0.00172,0.001506,0.002623,0.002305,0.002085,0.001893,0.001635,0.002274,0.001597,0.002391,0.006253,0.001038,0.00351,0.004436,0.002404,0.002371,0.002353,0.012714,0.003645
"航空輸送",0.001428,0.001716,0.003007,0.000929,0.001667,0.005995,0.004351,0.001856,0.001554,0.002022,0.000678,0.003075,0.004246,0.001759,0.003156,0.002434,0.002355,0.003007,0.002783,0.002421,0.003642,0.002858,0.002828,0.002539,0.006669,0.003088,0.003977,0.004511,0.002605,0.002688,0.002733,0.002498,0.002321,0.002379,0.002326,0.002187,0.002096,0.002096,0.001975,0.002755,0.002495,0.002675,0.002183,0.002708,0.002693,0.002673,0.00216,0.00244,0.002661,0.003035,0.003561,0.002739,0.0028,0.002639,0.002336,0.002261,0.002348,0.001989,0.001993,0.00271,0.001298,0.001752,0.002154,0.001815,0.001716,0.003184,0.003598,0.002577,0.005126,0.004834,0.002592,0.001167,0.000803,0.000241,0.00104,0.001294,0.003103,0.002198,1.00683,0.00303,0.001398,0.001717,0.024397,0.003434,0.008527,0.006066,0.006047,0.016174,0.002074,0.003559,0.005896,0.002837,0.001416,0.001386,0.001061,0.0058,0.0027,0.009126,0.002195,0.003458,0.002419,0.00219,0.002408,0.003293,0.002537,0.003056,0.007431
