"","耕種農業","畜産","農業サービス","林業","漁業","石炭･原油･天然ガス","その他の鉱業","食料品","飲料","飼料･有機質肥料(別掲を除く。)","たばこ","繊維工業製品","衣服･その他の繊維既製品","木材･木製品","家具･装備品","パルプ･紙･板紙･加工紙","紙加工品","印刷･製版･製本","化学肥料","無機化学工業製品","石油化学系基礎製品","有機化学工業製品(石油化学系基礎製品･合成樹脂を除く。)","合成樹脂","化学繊維","医薬品","化学最終製品(医薬品を除く。)","石油製品","石炭製品","プラスチック製品","ゴム製品","なめし革･革製品･毛皮","ガラス･ガラス製品","セメント･セメント製品","陶磁器","その他の窯業･土石製品","銑鉄･粗鋼","鋼材","鋳鍛造品(鉄)","その他の鉄鋼製品","非鉄金属製錬･精製","非鉄金属加工製品","建設用･建築用金属製品","その他の金属製品","はん用機械","生産用機械","業務用機械","電子デバイス","その他の電子部品","産業用電気機器","民生用電気機器","電子応用装置･電気計測器","その他の電気機械","通信･映像･音響機器","電子計算機･同附属装置","乗用車","その他の自動車","自動車部品･同附属品","船舶･同修理","その他の輸送機械･同修理","その他の製造工業製品","再生資源回収･加工処理","建築","建設補修","公共事業","その他の土木建設","電力","ガス･熱供給","水道","廃棄物処理","商業","金融･保険","不動産仲介及び賃貸","住宅賃貸料","住宅賃貸料(帰属家賃)","鉄道輸送","道路輸送(自家輸送を除く。)","自家輸送","水運","航空輸送","貨物利用運送","倉庫","運輸附帯サービス","郵便･信書便","通信","放送","情報サービス","インターネット附随サービス","映像･音声･文字情報制作","公務","教育","研究","医療","保健衛生","社会保険･社会福祉","介護","他に分類されない会員制団体","物品賃貸サービス","広告","自動車整備･機械修理","その他の対事業所サービス","宿泊業","飲食サービス","洗濯･理容･美容･浴場業","娯楽サービス","その他の対個人サービス","事務用品","分類不明"
"合成樹脂",0.002526,0.001431,0.001248,0.002263,0.002653,0.000618,0.000885,0.003481,0.00557,0.001682,0.000829,0.007503,0.005036,0.004459,0.006176,0.004567,0.009176,0.007883,0.001986,0.001764,0.000237,0.000934,1.002911,0.046668,0.005432,0.020508,0.000067,0.000332,0.137272,0.006258,0.013149,0.004338,0.000633,0.001038,0.003106,0.000275,0.000324,0.000494,0.000337,0.000315,0.004594,0.001094,0.001167,0.00147,0.001695,0.007002,0.006505,0.006002,0.006381,0.01033,0.002644,0.014364,0.007724,0.006599,0.008869,0.006436,0.00977,0.002051,0.002922,0.013735,0.000627,0.002299,0.003007,0.001611,0.002009,0.000312,0.000312,0.005484,0.00071,0.000985,0.000797,0.000293,0.000348,0.000145,0.000395,0.000344,0.001182,0.000312,0.000795,0.000528,0.00078,0.000994,0.000221,0.000458,0.000892,0.001629,0.000746,0.001966,0.000513,0.000347,0.001813,0.001298,0.000819,0.000643,0.000532,0.001208,0.00074,0.001771,0.00335,0.000552,0.001055,0.0015,0.001258,0.001125,0.000666,0.009732,0.001925
"化学繊維",0.000223,0.000122,0.000191,0.000186,0.001175,0.000132,0.000136,0.000168,0.00013,0.000129,0.008002,0.103216,0.056559,0.000221,0.001498,0.001458,0.001099,0.000271,0.000253,0.000178,0.000015,0.000059,0.000052,1.000827,0.000114,0.000121,0.000006,0.000219,0.000413,0.001468,0.003149,0.001026,0.000156,0.000324,0.006757,0.000137,0.000107,0.000178,0.000087,0.000096,0.000128,0.000114,0.00011,0.000129,0.000165,0.00051,0.000291,0.000194,0.000161,0.000338,0.000121,0.000205,0.00017,0.00013,0.000261,0.00018,0.000199,0.000308,0.00012,0.008003,0.000089,0.000228,0.000426,0.000144,0.000172,0.000037,0.00004,0.000132,0.000093,0.000132,0.000078,0.000031,0.000024,0.000011,0.000091,0.000055,0.000114,0.000233,0.000111,0.000089,0.000091,0.000144,0.000061,0.000071,0.000129,0.000135,0.000115,0.000249,0.000111,0.000051,0.000138,0.000097,0.000295,0.00018,0.000115,0.000548,0.000151,0.000137,0.000158,0.00011,0.000285,0.000108,0.000177,0.000294,0.000197,0.002411,0.000183
"医薬品",0.001844,0.00894,0.03028,0.000066,0.004141,0.000043,0.000054,0.001518,0.000175,0.002285,0.000103,0.000077,0.000078,0.000063,0.000042,0.000055,0.000044,0.000047,0.000051,0.000054,0.000017,0.000038,0.00003,0.000057,1.026518,0.001024,0.000005,0.000019,0.000023,0.000098,0.000266,0.000033,0.000048,0.000022,0.000056,0.000024,0.000023,0.000043,0.000028,0.00002,0.000026,0.000026,0.000026,0.000029,0.000025,0.000028,0.00002,0.000021,0.000022,0.000018,0.000015,0.000029,0.00002,0.00002,0.000027,0.000031,0.000028,0.000059,0.000044,0.0001,0.000058,0.000047,0.000051,0.000042,0.000051,0.000062,0.000025,0.000063,0.003519,0.000025,0.000034,0.00002,0.000009,0.000003,0.000104,0.000043,0.000024,0.000059,0.000041,0.000025,0.000312,0.000063,0.000615,0.000072,0.000071,0.000014,0.000048,0.000044,0.000334,0.000072,0.000623,0.128542,0.011794,0.005616,0.002811,0.000029,0.000022,0.000043,0.000028,0.000016,0.000315,0.000407,0.000087,0.000117,0.000098,0.000049,0.001486
"化学最終製品(医薬品を除く。)",0.041336,0.00937,0.006729,0.001856,0.006241,0.003121,0.017032,0.009103,0.007109,0.011353,0.003623,0.02288,0.012245,0.033567,0.027059,0.016775,0.022143,0.031571,0.006468,0.015455,0.006421,0.015331,0.013363,0.017174,0.017351,1.109443,0.000768,0.010324,0.009566,0.014124,0.004648,0.005802,0.008651,0.00382,0.016942,0.002421,0.002764,0.006166,0.001982,0.00188,0.003458,0.008036,0.007213,0.004299,0.005196,0.013301,0.004923,0.006896,0.006379,0.005635,0.004868,0.008494,0.007073,0.008392,0.013849,0.017049,0.01492,0.01777,0.006876,0.028849,0.001453,0.009157,0.010073,0.004235,0.004596,0.001423,0.00312,0.003383,0.003638,0.001352,0.00175,0.00087,0.000727,0.000296,0.001266,0.001217,0.003481,0.001158,0.002351,0.001038,0.001752,0.002364,0.000753,0.001794,0.004304,0.00284,0.003197,0.011373,0.001822,0.001033,0.008447,0.004911,0.010103,0.004976,0.004203,0.005181,0.004699,0.009692,0.009229,0.004584,0.005247,0.005599,0.025672,0.004412,0.007973,0.020614,0.002566
"石油製品",0.032517,0.020168,0.014159,0.022466,0.05748,0.021136,0.095962,0.02082,0.013855,0.022432,0.004051,0.031149,0.016782,0.017813,0.014493,0.025853,0.019059,0.01464,0.080938,0.038885,0.66767,0.208223,0.198049,0.063558,0.020575,0.053598,1.047016,0.097366,0.040615,0.031656,0.015508,0.036986,0.027928,0.048611,0.032973,0.02019,0.018932,0.018723,0.016032,0.016727,0.01302,0.01504,0.013563,0.010473,0.009518,0.011265,0.011457,0.011277,0.010377,0.011047,0.00679,0.013234,0.00834,0.008642,0.012783,0.012467,0.013472,0.014385,0.012203,0.022616,0.036155,0.015753,0.017836,0.025226,0.017208,0.039098,0.030311,0.020422,0.023031,0.015065,0.006158,0.005215,0.003462,0.000925,0.00833,0.054265,0.294298,0.076812,0.210572,0.026039,0.006411,0.0068,0.015427,0.006996,0.010027,0.008849,0.0078,0.014497,0.016133,0.00741,0.013967,0.009061,0.009143,0.007859,0.008173,0.011474,0.008326,0.012579,0.012841,0.006116,0.018902,0.014378,0.016464,0.018112,0.014826,0.019124,0.030034
"石炭製品",0.000793,0.000677,0.000926,0.000336,0.000788,0.002067,0.001399,0.000734,0.000936,0.000668,0.000166,0.00146,0.000974,0.000843,0.003133,0.00325,0.001381,0.001143,0.006898,0.004658,0.000782,0.005543,0.002144,0.002956,0.000909,0.001618,0.000202,1.039511,0.001599,0.001744,0.000648,0.001646,0.002591,0.001552,0.010546,0.071952,0.047548,0.02767,0.025906,0.00262,0.001572,0.011101,0.008666,0.005713,0.004782,0.001882,0.001405,0.001765,0.003499,0.002853,0.001017,0.0022,0.001301,0.00103,0.004083,0.004858,0.003725,0.009098,0.003263,0.001255,0.000974,0.003161,0.002769,0.028787,0.01563,0.021638,0.000567,0.001381,0.001893,0.000553,0.00024,0.000403,0.000229,0.000054,0.001456,0.000235,0.000614,0.000301,0.000554,0.000235,0.001215,0.000487,0.000209,0.000413,0.000436,0.000232,0.000388,0.000602,0.000455,0.000589,0.000457,0.000419,0.000476,0.00058,0.000432,0.000533,0.000326,0.000471,0.001455,0.000199,0.001197,0.001315,0.000846,0.000868,0.000692,0.001234,0.000663
"プラスチック製品",0.01658,0.011091,0.009367,0.020338,0.022676,0.004652,0.005003,0.02986,0.04998,0.012967,0.003405,0.00922,0.018364,0.017444,0.045695,0.012294,0.054505,0.062457,0.017152,0.013617,0.001224,0.006249,0.004595,0.011951,0.04764,0.041813,0.000482,0.001407,1.291382,0.051995,0.070223,0.031551,0.003912,0.006903,0.007288,0.001673,0.002044,0.002944,0.002349,0.002229,0.012335,0.006564,0.00704,0.01076,0.012733,0.041806,0.030146,0.027481,0.031177,0.057199,0.01677,0.099621,0.051689,0.046535,0.061217,0.039496,0.055532,0.011775,0.023325,0.091055,0.005174,0.018012,0.024677,0.013661,0.016651,0.002258,0.002208,0.050395,0.005452,0.008456,0.006725,0.002352,0.003,0.001249,0.003065,0.002485,0.008633,0.002173,0.006262,0.004359,0.006538,0.008005,0.001668,0.003504,0.006528,0.014122,0.0057,0.013677,0.003933,0.00263,0.014777,0.009864,0.004031,0.004464,0.003737,0.00938,0.005008,0.013846,0.022548,0.004088,0.008451,0.012539,0.007732,0.009215,0.004476,0.072221,0.007257
"ゴム製品",0.003449,0.002145,0.006487,0.001898,0.00205,0.005734,0.006438,0.00156,0.000994,0.001505,0.000304,0.001195,0.003462,0.001573,0.001897,0.001359,0.001814,0.001226,0.002245,0.0016,0.00089,0.002291,0.00163,0.001187,0.00195,0.001296,0.000162,0.000793,0.001699,1.033748,0.029702,0.001224,0.003109,0.00155,0.002663,0.001689,0.002064,0.002079,0.001509,0.0012,0.001116,0.003638,0.001764,0.007911,0.013164,0.009877,0.004711,0.002003,0.008636,0.007172,0.002307,0.003605,0.006655,0.003107,0.021364,0.029117,0.019323,0.010033,0.009918,0.005892,0.005619,0.001552,0.001793,0.003985,0.004838,0.001579,0.000556,0.002701,0.010201,0.000849,0.000567,0.000339,0.00025,0.000074,0.001058,0.002714,0.012972,0.001964,0.001832,0.001487,0.001133,0.000821,0.000754,0.000925,0.001131,0.001055,0.001419,0.000994,0.002119,0.000533,0.00138,0.001562,0.001543,0.001827,0.00173,0.004773,0.004681,0.000973,0.035668,0.00051,0.002425,0.001143,0.001261,0.002611,0.001363,0.009448,0.001538
"なめし革･革製品･毛皮",0.000045,0.000029,0.000029,0.000039,0.000117,0.000041,0.000634,0.000042,0.000031,0.000037,0.000012,0.000066,0.000687,0.000085,0.00026,0.000051,0.000058,0.000047,0.000064,0.000035,0.000015,0.000022,0.000021,0.000042,0.000041,0.000101,0.000002,0.000066,0.000056,0.000063,1.038793,0.000046,0.000061,0.000235,0.000067,0.00005,0.000052,0.000129,0.000043,0.00006,0.000042,0.00011,0.00004,0.000039,0.000095,0.000437,0.000103,0.000106,0.00005,0.000036,0.000102,0.000039,0.00012,0.000047,0.000077,0.000073,0.000073,0.000053,0.000055,0.000745,0.000047,0.000044,0.000062,0.000044,0.000059,0.000029,0.000835,0.000065,0.00007,0.000056,0.000061,0.000023,0.000017,0.000006,0.000073,0.000026,0.000051,0.000029,0.000043,0.00002,0.000026,0.000039,0.000152,0.000902,0.000148,0.000035,0.000535,0.000061,0.00009,0.000033,0.000181,0.000034,0.000088,0.000055,0.000035,0.000412,0.000191,0.000102,0.000051,0.000053,0.000156,0.000051,0.000134,0.000092,0.000311,0.000114,0.00034
"ガラス･ガラス製品",0.000528,0.000394,0.000529,0.000864,0.000458,0.000287,0.000485,0.001111,0.009705,0.000472,0.000084,0.000703,0.001039,0.000574,0.01232,0.000435,0.000458,0.000516,0.000411,0.001849,0.000153,0.000932,0.000436,0.000434,0.008606,0.007235,0.000025,0.000142,0.003854,0.001038,0.000455,1.036526,0.000296,0.000307,0.002005,0.000172,0.000182,0.000256,0.000155,0.00014,0.005233,0.000908,0.001039,0.000871,0.000608,0.015319,0.006404,0.007955,0.001204,0.003151,0.002331,0.011958,0.0024,0.001875,0.009732,0.004086,0.000845,0.001051,0.007335,0.00803,0.000204,0.003452,0.002337,0.000328,0.000473,0.00022,0.000139,0.000479,0.000374,0.000216,0.00014,0.000081,0.000082,0.000039,0.000362,0.000222,0.000999,0.000156,0.000777,0.000137,0.000252,0.000203,0.00008,0.000164,0.000295,0.000259,0.000263,0.000375,0.000308,0.000436,0.001998,0.001654,0.003734,0.000524,0.000447,0.000549,0.000603,0.000317,0.004123,0.000154,0.001097,0.001364,0.000418,0.000739,0.000304,0.001603,0.001305
"セメント･セメント製品",0.000257,0.000197,0.000155,0.000205,0.000122,0.001085,0.000436,0.000158,0.000133,0.000168,0.000047,0.000286,0.000217,0.000164,0.000219,0.00051,0.000326,0.000208,0.000256,0.000413,0.000146,0.000327,0.000362,0.000538,0.000172,0.000295,0.00003,0.00021,0.000311,0.000195,0.000134,0.0003,1.117952,0.000311,0.001595,0.000463,0.00045,0.000579,0.000368,0.000251,0.000244,0.0004,0.000369,0.000231,0.000206,0.000172,0.000203,0.000346,0.000223,0.000193,0.000157,0.000223,0.000199,0.000163,0.000167,0.00019,0.000179,0.000244,0.000212,0.000688,0.000117,0.034406,0.04002,0.066168,0.042649,0.000606,0.001042,0.001391,0.000456,0.000207,0.000168,0.000222,0.000514,0.000527,0.000686,0.000096,0.000621,0.000158,0.000197,0.000241,0.000565,0.000523,0.000101,0.000278,0.000614,0.000096,0.0005,0.000248,0.000405,0.000325,0.000277,0.000155,0.000146,0.000231,0.00016,0.000149,0.00013,0.000298,0.000145,0.000108,0.000255,0.000194,0.000212,0.000261,0.000206,0.000301,0.000964
"陶磁器",0.000181,0.000083,0.000071,0.00007,0.000064,0.000094,0.000154,0.000075,0.000192,0.000098,0.00003,0.000059,0.000055,0.000078,0.001296,0.000074,0.000057,0.000076,0.000075,0.00028,0.000026,0.000077,0.000054,0.000068,0.00006,0.000113,0.000008,0.000031,0.000118,0.000079,0.000053,0.000068,0.000136,1.004972,0.000078,0.000055,0.000056,0.000082,0.000057,0.000047,0.000061,0.000079,0.00035,0.000405,0.000402,0.002051,0.00734,0.038491,0.004019,0.00161,0.005041,0.001468,0.004843,0.003592,0.000621,0.000528,0.000852,0.00021,0.000198,0.000448,0.000138,0.00437,0.000807,0.000284,0.000535,0.000087,0.000046,0.000122,0.000236,0.000096,0.000046,0.000032,0.000026,0.000013,0.000054,0.000104,0.000409,0.000112,0.000084,0.000061,0.000057,0.000066,0.000028,0.00006,0.000193,0.000097,0.000116,0.000207,0.000175,0.00012,0.000187,0.000199,0.000261,0.00089,0.00062,0.000214,0.000226,0.000122,0.001732,0.000041,0.000917,0.001001,0.000058,0.000074,0.000205,0.001203,0.000992
"その他の窯業･土石製品",0.003346,0.002806,0.002569,0.000248,0.000544,0.001435,0.000466,0.001039,0.000732,0.003019,0.000167,0.000579,0.000344,0.000432,0.001938,0.002219,0.000774,0.00048,0.005696,0.017873,0.000234,0.001434,0.001153,0.000906,0.001788,0.001769,0.000046,0.003023,0.000696,0.00126,0.000423,0.013951,0.014531,0.020954,1.045533,0.015021,0.008359,0.015827,0.004579,0.010065,0.004245,0.00533,0.004079,0.007549,0.005736,0.002778,0.008721,0.005034,0.006309,0.003358,0.003221,0.007957,0.003232,0.003025,0.004311,0.003305,0.003967,0.003729,0.002137,0.003446,0.000171,0.009129,0.015536,0.006222,0.011405,0.000425,0.00052,0.004978,0.000376,0.000236,0.000152,0.000143,0.000218,0.000172,0.000432,0.00016,0.000749,0.000202,0.000351,0.000194,0.00033,0.00036,0.000099,0.000224,0.000443,0.000161,0.000347,0.000475,0.000348,0.001111,0.00056,0.000431,0.00042,0.000286,0.000248,0.000237,0.000323,0.000317,0.001897,0.000122,0.000415,0.000553,0.000362,0.000759,0.000758,0.005258,0.001655
"銑鉄･粗鋼",0.001312,0.001105,0.000855,0.000852,0.006934,0.010165,0.004914,0.001575,0.006849,0.001171,0.000236,0.000917,0.0014,0.002545,0.042304,0.001501,0.001119,0.000849,0.000969,0.003091,0.000461,0.001626,0.001175,0.00128,0.002355,0.002779,0.000205,0.000622,0.002864,0.006792,0.002327,0.002464,0.013999,0.004972,0.005048,1.587947,0.808294,0.293909,0.434438,0.001114,0.002347,0.176429,0.132028,0.080944,0.067431,0.021202,0.004907,0.013077,0.047309,0.038191,0.008942,0.0229,0.012541,0.008678,0.05422,0.068646,0.04396,0.137326,0.036066,0.010739,0.000912,0.033823,0.037484,0.02395,0.041573,0.00131,0.001386,0.003072,0.001062,0.00093,0.00052,0.000417,0.000649,0.000472,0.00219,0.001015,0.004505,0.002884,0.003987,0.000813,0.001257,0.002844,0.000355,0.000764,0.001196,0.000783,0.001181,0.000974,0.001736,0.000647,0.001003,0.000928,0.000738,0.000929,0.000659,0.001311,0.002277,0.000844,0.015979,0.000467,0.001253,0.001631,0.001112,0.000881,0.001321,0.002628,0.004785
"鋼材",0.002008,0.001707,0.001295,0.00128,0.010794,0.016142,0.007512,0.002464,0.010991,0.001818,0.00036,0.001416,0.002201,0.004014,0.067169,0.002351,0.001756,0.001321,0.001486,0.004693,0.000711,0.002528,0.001836,0.001998,0.00374,0.004413,0.00032,0.000975,0.004499,0.010836,0.003657,0.003844,0.022272,0.007025,0.007899,0.001701,1.293623,0.100759,0.688076,0.001728,0.003692,0.27777,0.212723,0.1175,0.098481,0.032373,0.007744,0.020627,0.071719,0.061212,0.013477,0.037069,0.020106,0.013308,0.080279,0.104789,0.058541,0.21506,0.052387,0.016654,0.001381,0.053561,0.060478,0.037885,0.062911,0.002006,0.002208,0.004709,0.001609,0.001454,0.000803,0.000649,0.00103,0.000758,0.003309,0.001521,0.006631,0.00452,0.005905,0.001252,0.00198,0.004509,0.000541,0.001189,0.001861,0.001184,0.001831,0.00151,0.002702,0.001011,0.001539,0.001446,0.001121,0.001445,0.001023,0.002047,0.00333,0.001305,0.022916,0.000718,0.001948,0.002566,0.00174,0.00136,0.002069,0.004085,0.007298
"鋳鍛造品(鉄)",0.000326,0.00024,0.00025,0.000277,0.001635,0.00062,0.001253,0.00027,0.00042,0.000227,0.000058,0.000189,0.000187,0.000297,0.00136,0.000237,0.000168,0.000151,0.000219,0.000369,0.000098,0.000298,0.000194,0.00022,0.00023,0.000254,0.000033,0.000123,0.000322,0.000347,0.000334,0.000413,0.000483,0.002796,0.000713,0.000219,0.00021,1.006231,0.000187,0.000214,0.000197,0.014444,0.00604,0.036122,0.030861,0.006283,0.000551,0.001172,0.012904,0.002573,0.002581,0.001881,0.001311,0.00198,0.019543,0.018279,0.034045,0.030343,0.017553,0.002035,0.000272,0.001946,0.002267,0.002,0.01061,0.000338,0.000144,0.000762,0.0003,0.000156,0.000109,0.000079,0.000073,0.000035,0.000708,0.000338,0.00183,0.000569,0.001578,0.000184,0.000176,0.000226,0.000097,0.000138,0.000227,0.000225,0.000237,0.00019,0.000338,0.000111,0.000232,0.000169,0.000203,0.000161,0.000125,0.000196,0.000977,0.000178,0.008066,0.000106,0.00023,0.000233,0.000181,0.000184,0.000189,0.000482,0.001077
"その他の鉄鋼製品",0.000551,0.000491,0.000362,0.000343,0.002716,0.002134,0.002012,0.000731,0.003693,0.000525,0.000097,0.000388,0.000591,0.001056,0.041209,0.000694,0.000509,0.000369,0.000454,0.001751,0.000195,0.000782,0.000556,0.00058,0.001232,0.001461,0.000079,0.000272,0.000706,0.001989,0.001108,0.001196,0.004162,0.00304,0.003206,0.000582,0.000491,0.00192,1.000404,0.000423,0.000998,0.098741,0.07276,0.026498,0.02253,0.009361,0.002375,0.00819,0.014901,0.025606,0.002813,0.009824,0.007216,0.003737,0.013619,0.013085,0.014922,0.053365,0.021928,0.004549,0.000372,0.009773,0.015591,0.004235,0.006645,0.00054,0.000597,0.001251,0.000465,0.00045,0.000267,0.000184,0.0003,0.000208,0.001128,0.00041,0.001702,0.00116,0.002069,0.000338,0.000598,0.000725,0.00016,0.000393,0.000536,0.000394,0.000576,0.00048,0.000843,0.000301,0.000491,0.000461,0.000327,0.000524,0.000347,0.00082,0.000924,0.000393,0.006056,0.000236,0.00058,0.000839,0.000541,0.000446,0.000665,0.001208,0.001419
"非鉄金属製錬･精製",0.000648,0.000441,0.000408,0.000297,0.000747,0.001368,0.001103,0.000881,0.001898,0.000537,0.000139,0.000669,0.000557,0.000893,0.005381,0.000806,0.000644,0.000684,0.001927,0.021652,0.000274,0.002075,0.001028,0.000908,0.001374,0.004997,0.00005,0.000211,0.001501,0.002027,0.0009,0.004681,0.000871,0.018034,0.0088,0.005568,0.010645,0.003388,0.005653,1.090058,0.273043,0.019462,0.022199,0.011931,0.00791,0.015672,0.011795,0.027394,0.02389,0.014159,0.010075,0.041106,0.016504,0.008556,0.01311,0.012581,0.018603,0.008611,0.0063,0.013352,0.000281,0.004317,0.006029,0.002202,0.007068,0.000433,0.000278,0.000919,0.000454,0.000258,0.000168,0.000122,0.000137,0.000084,0.000432,0.000326,0.001512,0.000327,0.000765,0.000225,0.000305,0.000383,0.000108,0.000228,0.00049,0.000328,0.000383,0.000699,0.000524,0.000206,0.00062,0.000833,0.000537,0.000355,0.000324,0.00042,0.000876,0.000429,0.006061,0.000195,0.000524,0.000596,0.000585,0.000348,0.000461,0.002842,0.00182
"非鉄金属加工製品",0.000902,0.000794,0.000708,0.000652,0.001606,0.003302,0.002229,0.002195,0.003955,0.000971,0.000297,0.0006,0.00075,0.001919,0.013526,0.000896,0.00122,0.002751,0.00068,0.002043,0.000285,0.000896,0.000638,0.000762,0.001899,0.00308,0.000109,0.000348,0.00266,0.003109,0.001988,0.00175,0.001312,0.002694,0.003996,0.000621,0.001804,0.001353,0.001157,0.001355,1.032764,0.063387,0.035373,0.037557,0.020981,0.02578,0.016881,0.05239,0.058523,0.042991,0.025932,0.035519,0.04833,0.023197,0.032289,0.033209,0.045812,0.02254,0.018653,0.014688,0.000601,0.012201,0.016575,0.006046,0.023381,0.001131,0.000668,0.001927,0.000753,0.000529,0.000383,0.000271,0.000335,0.000214,0.001134,0.00072,0.003593,0.000765,0.002024,0.000497,0.000643,0.000769,0.00025,0.000497,0.001013,0.000664,0.000843,0.001374,0.001169,0.000406,0.001004,0.002145,0.000607,0.00071,0.000747,0.000957,0.001969,0.000889,0.014592,0.000385,0.001273,0.001322,0.001178,0.000645,0.000932,0.004655,0.002556
"建設用･建築用金属製品",0.000589,0.000451,0.000359,0.000311,0.000832,0.001386,0.000815,0.000388,0.000361,0.000365,0.000091,0.000664,0.000572,0.000405,0.001841,0.001183,0.000757,0.000484,0.00058,0.000923,0.000335,0.000764,0.000841,0.00124,0.00041,0.000656,0.000062,0.000307,0.000726,0.000472,0.000353,0.000673,0.001085,0.000706,0.000877,0.00101,0.001013,0.001093,0.000831,0.000541,0.000553,1.018064,0.001879,0.000955,0.000624,0.000445,0.000476,0.000882,0.000546,0.000486,0.000401,0.000498,0.000599,0.000412,0.000398,0.000455,0.000427,0.008554,0.004108,0.007487,0.0003,0.075042,0.092592,0.028439,0.056651,0.001395,0.002386,0.003214,0.000551,0.000482,0.000395,0.000506,0.001189,0.000967,0.001718,0.000217,0.001499,0.000852,0.000738,0.000566,0.001313,0.00122,0.000241,0.000654,0.001429,0.00026,0.001178,0.000615,0.000949,0.000748,0.000612,0.000362,0.000325,0.000544,0.000383,0.000383,0.000445,0.000712,0.000544,0.000267,0.000585,0.000462,0.0005,0.000628,0.000502,0.001177,0.000901
"その他の金属製品",0.004072,0.00407,0.002117,0.001911,0.005408,0.02398,0.021047,0.00675,0.051996,0.004638,0.000573,0.002392,0.005619,0.01175,0.060176,0.005563,0.004203,0.002789,0.002717,0.016083,0.001371,0.00728,0.004846,0.004226,0.014944,0.01778,0.000737,0.002237,0.004728,0.025717,0.014005,0.011822,0.011607,0.020827,0.012152,0.002728,0.002434,0.012988,0.002162,0.003387,0.004177,0.051737,1.067338,0.041274,0.039057,0.0437,0.017641,0.03646,0.039111,0.031859,0.025477,0.021508,0.032026,0.031687,0.017231,0.019671,0.02111,0.044556,0.011274,0.024394,0.001923,0.025059,0.077969,0.010813,0.011127,0.002466,0.003825,0.005287,0.001997,0.003819,0.001041,0.000821,0.001461,0.001234,0.002503,0.002361,0.005922,0.003205,0.003191,0.002123,0.004302,0.005575,0.000682,0.001969,0.002454,0.001449,0.002532,0.002532,0.00592,0.00134,0.002131,0.003488,0.001717,0.002358,0.001919,0.004191,0.00325,0.001884,0.015431,0.001058,0.004228,0.008551,0.005115,0.001778,0.006043,0.007541,0.007616
"はん用機械",0.001659,0.001136,0.00127,0.001484,0.002232,0.003025,0.005526,0.000997,0.000787,0.000928,0.000243,0.000945,0.000733,0.001303,0.007713,0.001089,0.000754,0.000714,0.001137,0.001537,0.000488,0.001441,0.000898,0.001017,0.00083,0.000928,0.000157,0.000579,0.001662,0.001134,0.000662,0.006012,0.001742,0.006057,0.002744,0.000989,0.000984,0.002877,0.000811,0.000952,0.000902,0.00212,0.001892,1.148923,0.043503,0.016335,0.003365,0.004348,0.016375,0.032748,0.003986,0.001383,0.004058,0.002255,0.010577,0.010487,0.017317,0.037039,0.012339,0.002449,0.001357,0.00994,0.002212,0.005517,0.007824,0.001719,0.000495,0.012459,0.001527,0.000672,0.000501,0.00035,0.000257,0.000072,0.001141,0.001795,0.010274,0.000883,0.002264,0.000906,0.000842,0.001042,0.000418,0.000671,0.000981,0.001171,0.00112,0.000841,0.001466,0.000492,0.001156,0.00065,0.00096,0.000689,0.000552,0.000879,0.00539,0.000818,0.046028,0.000595,0.00104,0.000851,0.000901,0.000873,0.000703,0.001273,0.00098
"生産用機械",0.002194,0.001458,0.001594,0.002104,0.001059,0.003987,0.006077,0.00123,0.001,0.001183,0.000298,0.001186,0.000919,0.001665,0.001639,0.001328,0.001033,0.001027,0.001442,0.001939,0.000625,0.001826,0.001114,0.001257,0.001049,0.001084,0.000211,0.000746,0.005136,0.001554,0.000976,0.001598,0.002425,0.00558,0.003469,0.001228,0.001221,0.002945,0.001366,0.001183,0.001271,0.001379,0.001875,0.006578,1.140724,0.003486,0.005442,0.004278,0.005032,0.003113,0.004094,0.001758,0.002471,0.002613,0.002541,0.002484,0.003019,0.005298,0.002463,0.001787,0.001712,0.001286,0.001734,0.001739,0.001647,0.002244,0.000601,0.002679,0.001851,0.000807,0.000598,0.000404,0.000301,0.000078,0.000607,0.002359,0.013494,0.000531,0.001784,0.001235,0.000945,0.00102,0.000479,0.000753,0.00118,0.001499,0.00138,0.000951,0.001294,0.000481,0.00134,0.000585,0.001092,0.000708,0.000553,0.001015,0.007177,0.001003,0.061441,0.000593,0.001125,0.000924,0.000941,0.000993,0.000785,0.001283,0.001063
"業務用機械",0.000888,0.00074,0.003858,0.000626,0.000437,0.000704,0.001229,0.000523,0.000348,0.000543,0.000123,0.000432,0.000395,0.000549,0.000399,0.000507,0.000399,0.000374,0.000462,0.0006,0.000191,0.000549,0.000364,0.000431,0.000352,0.000393,0.000064,0.000237,0.000428,0.000479,0.000377,0.00041,0.000561,0.000451,0.000523,0.000351,0.000375,0.000457,0.000391,0.000312,0.000363,0.000454,0.000388,0.002692,0.005188,1.063662,0.000644,0.000451,0.001807,0.000466,0.00098,0.000372,0.001199,0.001486,0.00082,0.000827,0.000931,0.002254,0.000741,0.000839,0.000607,0.000757,0.000527,0.000636,0.000583,0.000643,0.000213,0.000796,0.000638,0.001135,0.000316,0.000188,0.000133,0.000034,0.000239,0.000702,0.003874,0.000239,0.000717,0.000535,0.000515,0.00047,0.00027,0.000387,0.000842,0.000518,0.000825,0.001546,0.002845,0.000206,0.000575,0.010818,0.004858,0.002491,0.001997,0.00048,0.003321,0.000737,0.016113,0.000449,0.000504,0.000447,0.000412,0.002974,0.000724,0.018921,0.00098
