"Date","Noncommercial Positions-Net (All)","Name","Unit"
"2018-10-23",-316754,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2018-10-30",-322503,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2018-11-06",-333480,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2018-11-13",-362374,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2018-11-20",-361057,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2018-11-27",-291386,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2018-12-04",-361560,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2018-12-11",-417237,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2018-12-18",-321015,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2018-12-24",-272290,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2018-12-31",-235851,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-01-08",-308933,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-01-15",-267209,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-01-22",-258445,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-01-29",-262732,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-02-05",-383605,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-02-12",-351964,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-02-19",-334844,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-02-26",-144747,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-03-05",-180062,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-03-12",-133391,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-03-19",-126219,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-03-26",-154014,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-04-02",-86567,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-04-09",-129458,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-04-16",-171622,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-04-23",-130846,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-04-30",-47497,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-05-07",-67889,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-05-14",-33305,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-05-21",-33815,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-05-28",-102797,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-06-04",-46058,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-06-11",-175614,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-06-18",-153826,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-06-25",-269742,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-07-02",-305068,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-07-09",-312954,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-07-16",-306840,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-07-23",-260646,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-07-30",-314415,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-08-06",-308867,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-08-13",-325363,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-08-20",-332426,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-08-27",-271062,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-09-03",-173197,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-09-10",-143259,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-09-17",-159535,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-09-24",-126907,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-10-01",-32814,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-10-08",-262856,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-10-15",-236445,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-10-22",-224187,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-10-29",-182701,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-11-05",-148441,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-11-12",-149775,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-11-19",-263061,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-11-26",-279069,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-12-03",-368806,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-12-10",-341164,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-12-17",-326747,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-12-24",-272214,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2019-12-31",-319327,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-01-07",-329579,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-01-14",-281692,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-01-21",-321377,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-01-28",-175967,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-02-04",-101035,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-02-11",-202639,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-02-18",-194329,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-02-25",-101732,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-03-03",-41801,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-03-10",-36065,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-03-17",-49979,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-03-24",-96574,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-03-31",-168455,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-04-07",-150090,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-04-14",-190146,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-04-21",-239358,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-04-28",-242917,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-05-05",-201672,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-05-12",-221752,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-05-19",-270834,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-05-26",-189237,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-06-02",-231889,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
"2020-06-09",-242365,"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE","(CONTRACTS OF $200,000 FACE VALUE)"
" Source:U.S. COMMODITY FUTURES TRADING COMMISSION",,,
"CFTC建玉明細",,,
