"Date","Noncommercial Positions-Net (All)","Name","Unit"
"2019-10-29",276515,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2019-11-05",279828,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2019-11-12",267066,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2019-11-19",285859,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2019-11-26",271634,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2019-12-03",290705,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2019-12-10",270920,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2019-12-17",286275,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2019-12-24",305652,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2019-12-31",327925,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-01-07",322291,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-01-14",319235,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-01-21",317695,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-01-28",330092,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-02-04",299806,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-02-11",307974,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-02-18",353649,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-02-25",335865,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-03-03",319733,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-03-10",299531,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-03-17",281916,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-03-24",288366,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-03-31",258849,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-04-07",248942,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-04-14",252501,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-04-21",249571,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-04-28",262729,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-05-05",250004,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-05-12",242828,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
"2020-05-19",251788,"GOLD - COMMODITY EXCHANGE INC.","(CONTRACTS OF 100 TROY OUNCES)"
" Source:U.S. COMMODITY FUTURES TRADING COMMISSION",,,
"CFTC建玉明細",,,
