"","耕種農業","畜産","農業サービス","林業","漁業","石炭･原油･天然ガス","その他の鉱業","食料品","飲料","飼料･有機質肥料(別掲を除く。)","たばこ","繊維工業製品","衣服･その他の繊維既製品","木材･木製品","家具･装備品","パルプ･紙･板紙･加工紙","紙加工品","印刷･製版･製本","化学肥料","無機化学工業製品","石油化学系基礎製品","有機化学工業製品(石油化学系基礎製品･合成樹脂を除く。)","合成樹脂","化学繊維","医薬品","化学最終製品(医薬品を除く。)","石油製品","石炭製品","プラスチック製品","ゴム製品","なめし革･革製品･毛皮","ガラス･ガラス製品","セメント･セメント製品","陶磁器","その他の窯業･土石製品","銑鉄･粗鋼","鋼材","鋳鍛造品(鉄)","その他の鉄鋼製品","非鉄金属製錬･精製","非鉄金属加工製品","建設用･建築用金属製品","その他の金属製品","はん用機械","生産用機械","業務用機械","電子デバイス","その他の電子部品","産業用電気機器","民生用電気機器","電子応用装置･電気計測器","その他の電気機械","通信･映像･音響機器","電子計算機･同附属装置","乗用車","その他の自動車","自動車部品･同附属品","船舶･同修理","その他の輸送機械･同修理","その他の製造工業製品","再生資源回収･加工処理","建築","建設補修","公共事業","その他の土木建設","電力","ガス･熱供給","水道","廃棄物処理","商業","金融･保険","不動産仲介及び賃貸","住宅賃貸料","住宅賃貸料(帰属家賃)","鉄道輸送","道路輸送(自家輸送を除く。)","自家輸送","水運","航空輸送","貨物利用運送","倉庫","運輸附帯サービス","郵便･信書便","通信","放送","情報サービス","インターネット附随サービス","映像･音声･文字情報制作","公務","教育","研究","医療","保健衛生","社会保険･社会福祉","介護","他に分類されない会員制団体","物品賃貸サービス","広告","自動車整備･機械修理","その他の対事業所サービス","宿泊業","飲食サービス","洗濯･理容･美容･浴場業","娯楽サービス","その他の対個人サービス","事務用品","分類不明"
"住宅賃貸料",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"住宅賃貸料(帰属家賃)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"鉄道輸送",0.000158,0.000121,0.000681,0.00116,0.000892,0.004562,0.003756,0.000831,0.000511,0.000435,0.000198,0.001786,0.002287,0.000882,0.001679,0.001555,0.002379,0.00275,0.001275,0.001323,0.000984,0.001322,0.001776,0.001177,0.004436,0.002085,0.000234,0.000891,0.003057,0.001451,0.001567,0.002601,0.001306,0.003421,0.005334,0.000456,0.000598,0.001225,0.00032,0.000573,0.001076,0.003961,0.001342,0.001683,0.002023,0.002724,0.004114,0.003567,0.001624,0.002156,0.003906,0.001162,0.008637,0.003072,0.000538,0.00034,0.000451,0.001157,0.001364,0.001812,0.001765,0.001386,0.001569,0.001338,0.000862,0.000654,0.000564,0.001901,0.013512,0.005469,0.011492,0.000738,0.000096,0.000001,0.000343,0.001366,0.000307,0.001504,0.000756,0.00625,0.00182,0.002166,0.002227,0.002287,0.004283,0.000791,0.003317,0.002236,0.006994,0.004688,0.0081,0.001629,0.002912,0.001142,0.000764,0.004773,0.000775,0.000482,0.000713,0.001636,0.001371,0.002286,0.002042,0.002207,0.002859,0.000637,0.015406
"道路輸送(自家輸送を除く。)",0.009359,0.04282,0.007566,0.030418,0.011401,0.00832,0.011993,0.019459,0.012935,0.025989,0.00329,0.009176,0.010107,0.020763,0.018613,0.022416,0.023589,0.013837,0.012512,0.010456,0.008526,0.011998,0.011655,0.017836,0.010682,0.01621,0.002676,0.018261,0.009588,0.009589,0.012551,0.01586,0.033422,0.019164,0.022227,0.008451,0.005658,0.023458,0.019837,0.009261,0.013761,0.013772,0.010783,0.009382,0.00798,0.009613,0.010489,0.009181,0.009551,0.009569,0.006474,0.011048,0.007886,0.011001,0.011837,0.012082,0.007755,0.012381,0.006141,0.015631,0.385199,0.020168,0.020233,0.019774,0.022068,0.012491,0.024146,0.008213,0.022538,0.004528,0.00792,0.000792,0.000659,0.000046,0.000853,0.003603,0.003357,0.002246,0.004286,0.002353,0.002148,0.005522,0.075126,0.005088,0.003752,0.006018,0.007131,0.014483,0.006255,0.003139,0.008845,0.00766,0.003848,0.004792,0.003455,0.011424,0.002679,0.003081,0.008462,0.002883,0.006043,0.014009,0.003062,0.003465,0.01571,0.040053,0.040105
"自家輸送",0.043488,0.010454,0.014776,0.024573,0.022892,0.039268,0.228856,0.00632,0.005564,0.002858,0.002099,0.01049,0.00739,0.015663,0.006541,0.004056,0.003426,0.008456,0.002931,0.00401,0.002143,0.003656,0.000943,0.003152,0.002346,0.002288,0.000361,0.000334,0.001238,0.001326,0.011718,0.005823,0.029443,0.003686,0.005807,0.002194,0.00392,0.004434,0.003746,0.002444,0.003761,0.009143,0.008104,0.004925,0.00467,0.006996,0.003169,0.000706,0.002245,0.002363,0.002226,0.003104,0.000273,0.003842,0.000962,0.000836,0.000962,0.001393,0.000522,0.032413,0.011471,0.017153,0.018933,0.021069,0.013284,0.003642,0.00402,0.00666,0.019851,0.033388,0.007577,0.004887,0.002712,0.000691,0.002367,0.001926,0,0.00329,0.001279,0.002185,0.00212,0.0038,0.007456,0.006389,0.005587,0.013122,0.001818,0.011191,0.011439,0.008654,0.005502,0.003773,0.003757,0.005911,0.00641,0.011233,0.010461,0.010327,0.004091,0.006016,0.028496,0.001516,0.012708,0.023003,0.02368,0,0.011737
"水運",0.002197,0.005067,0.000552,0.000612,0.00194,0.000932,0.000704,0.001131,0.000752,0.004148,0.000254,0.000587,0.000273,0.002866,0.001216,0.002846,0.001597,0.000763,0.002584,0.005776,0.002348,0.00222,0.00225,0.003461,0.000929,0.001827,0.005957,0.02221,0.000465,0.00077,0.000714,0.002227,0.00852,0.001928,0.005319,0.00551,0.001259,0.005232,0.005246,0.016686,0.000733,0.002441,0.001763,0.001127,0.000985,0.000629,0.000545,0.00064,0.000872,0.00075,0.000333,0.000826,0.00045,0.000417,0.002607,0.002779,0.001253,0.001863,0.000824,0.000679,0.106832,0.000888,0.000736,0.001812,0.002398,0.00589,0.005106,0.000396,0.000522,0.000173,0.00021,0.000066,0.000019,0.000011,0.000057,0.0028,0.006131,0.432939,0.002083,0.000144,0.000084,0.00028,0.001629,0.000052,0.000112,0.000331,0.000069,0.000462,0.000172,0.00019,0.000428,0.000192,0.000267,0.000203,0.000186,0.000314,0.000091,0.000054,0.000929,0.000125,0.000221,0.000482,0.000234,0.000251,0.000302,0.002626,0.000775
"航空輸送",0.000005,0,0.001694,0.000224,0.000289,0.004748,0.002675,0.00016,0.000122,0.000159,0.000102,0.001201,0.002247,0.000433,0.001431,0.00032,0.000611,0.001547,0.000393,0.00048,0.000184,0.00042,0.000482,0.000472,0.004699,0.000803,0.000103,0.000257,0.000679,0.001065,0.000912,0.000838,0.000658,0.000661,0.000691,0.000092,0.000262,0.000463,0.000175,0.000164,0.000278,0.001119,0.000776,0.001101,0.001133,0.001002,0.000465,0.000671,0.000847,0.001128,0.001846,0.000915,0.001063,0.000752,0.000237,0.000242,0.000379,0.000212,0.000387,0.000885,0.000001,0.000095,0.000422,0.000158,0.000205,0.000292,0.000173,0.000839,0.003951,0.003719,0.001108,0.00026,0.0001,0,0.000042,0.000441,0.000002,0.000395,0.004452,0.002146,0.000329,0.000501,0.023283,0.001366,0.003516,0.00445,0.001922,0.013228,0.000909,0.002861,0.004244,0.000749,0.000116,0.000144,0.000297,0.003965,0.001645,0.002669,0.000372,0.002305,0.000749,0.000382,0.001151,0.001975,0.001468,0.000072,0.005771
"貨物利用運送",0.000785,0.003046,0.000531,0.00034,0.001054,0.000201,0.000338,0.001719,0.000977,0.001957,0.000204,0.000623,0.00066,0.001352,0.001228,0.002055,0.002004,0.001456,0.001167,0.000909,0.001224,0.001103,0.001098,0.001628,0.000678,0.001339,0.000726,0.001338,0.000639,0.00062,0.000781,0.001291,0.00315,0.001411,0.001997,0.000879,0.000382,0.001752,0.001386,0.000738,0.000914,0.000847,0.000687,0.000558,0.000481,0.000616,0.000589,0.00053,0.00059,0.000674,0.000512,0.000757,0.000582,0.000551,0.001039,0.001059,0.000595,0.000854,0.000438,0.000972,0.001421,0.001166,0.00115,0.001143,0.001353,0.001127,0.00195,0.000248,0.000216,0.000138,0.000105,0.000043,0.000023,0.000005,0.000482,0.001135,0.000713,0.000352,0.000856,0.004779,0.000089,0.000226,0.010297,0.000055,0.000084,0.000316,0.000053,0.001005,0.000118,0.000147,0.000368,0.000604,0.000288,0.000321,0.000263,0.000398,0.0001,0.000792,0.000628,0.000108,0.000465,0.001091,0.000215,0.000164,0.000231,0.003227,0.000155
"倉庫",0.001768,0.005439,0.000965,0.000704,0.002341,0.000392,0.000548,0.005425,0.002206,0.021168,0.000932,0.001881,0.001889,0.002205,0.001888,0.004205,0.003542,0.002293,0.005386,0.00325,0.001397,0.001494,0.002357,0.003737,0.001233,0.002362,0.007148,0.002525,0.001935,0.001402,0.0036,0.004052,0.003983,0.00465,0.004608,0.001325,0.000896,0.003331,0.002663,0.005391,0.005181,0.001759,0.001842,0.001206,0.000991,0.001533,0.001274,0.001174,0.001712,0.001475,0.001199,0.002571,0.001211,0.001285,0.001408,0.00142,0.001044,0.001589,0.000893,0.002014,0.024618,0.001295,0.001349,0.001399,0.001702,0.009732,0.018853,0.000465,0.000433,0.000299,0.00025,0.000132,0.000042,0.000005,0.000135,0.000283,0.000915,0.00032,0.000974,0.000133,0.000175,0.000492,0.00015,0.000223,0.000578,0.000816,0.000215,0.001959,0.004286,0.000332,0.000776,0.000603,0.00057,0.000631,0.000448,0.000737,0.000164,0.000357,0.000858,0.000157,0.000761,0.002064,0.000317,0.00026,0.000346,0.004143,0.000229
"運輸附帯サービス",0.000026,0,0.000034,0,0.001796,0,0.000499,0.000547,0.00086,0.000902,0,0.000254,0.000909,0.00063,0.001289,0.003146,0.000216,0.001695,0.003486,0.001751,0.000095,0.000783,0.000563,0.001238,0.000952,0.001754,0.000004,0.000204,0.001956,0.001064,0.00058,0.009069,0.000222,0.004584,0.000686,0,0.003664,0.000353,0.000331,0.000441,0.001835,0.000065,0.000774,0.000859,0.000416,0.000391,0.00046,0.000753,0.004495,0.000197,0.001106,0.001735,0.0003,0.001835,0.000092,0.000812,0.001339,0.000113,0.00031,0.001267,0.000401,0,0,0.000022,0,0,0,0,0,0.004761,0.000005,0,0,0,0.044659,0.03103,0.123693,0.042797,0.265219,0.041323,0.01032,0.018301,0,0,0,0,0,0.002338,0.00021,0.000001,0.000025,0,0,0,0,0,0.004387,0,0.000001,0,0.068383,0.003298,0,0.004051,0,0,0.019777
"郵便･信書便",0.000119,0.000145,0.000477,0.00009,0.000217,0.001831,0.000657,0.0001,0.000098,0.000035,0.000042,0.000205,0.000173,0.000096,0.000147,0.000122,0.000224,0.000236,0.000093,0.000102,0.000034,0.000094,0.00011,0.000067,0.000938,0.000148,0.00002,0.000104,0.000174,0.000103,0.000134,0.000165,0.000146,0.000132,0.000191,0.000038,0.000073,0.000078,0.000077,0.000038,0.000068,0.000161,0.00014,0.000154,0.000141,0.000261,0.000041,0.000072,0.000123,0.000102,0.000365,0.000116,0.000129,0.000058,0.000015,0.000041,0.000061,0.000068,0.000302,0.000178,0.000806,0.000243,0.000844,0.000499,0.000477,0.000906,0.002321,0.001026,0.000853,0.001285,0.00697,0.000409,0.000761,0,0.000565,0.000141,0,0.000959,0.00056,0.001528,0.000984,0.001294,0.017521,0.007626,0.002034,0.00094,0.001896,0.002629,0.004231,0.000936,0.005313,0.000327,0.003571,0.003942,0.00122,0.005387,0.000452,0.000198,0.000801,0.00095,0.001194,0.001029,0.001096,0.00069,0.002388,0,0.000609
"通信",0.000247,0.000213,0.002468,0.000479,0.00257,0.012295,0.002134,0.000621,0.000273,0.000223,0.000142,0.001168,0.001032,0.000586,0.000877,0.000491,0.000949,0.001498,0.000386,0.000365,0.000083,0.000289,0.00033,0.000231,0.01387,0.000931,0.000067,0.000503,0.000623,0.000792,0.000807,0.000725,0.000606,0.00113,0.000857,0.000164,0.000222,0.000382,0.000401,0.000098,0.000391,0.000659,0.000737,0.00102,0.000967,0.001011,0.000288,0.000522,0.000707,0.000673,0.0022,0.000695,0.000862,0.000386,0.00016,0.000222,0.000404,0.000493,0.000434,0.001082,0.000235,0.000515,0.014484,0.004414,0.004144,0.000315,0.000746,0.001721,0.003421,0.012393,0.011993,0.004522,0.004495,0,0.002707,0.002394,0,0.007117,0.00215,0.00308,0.001318,0.001925,0.003127,0.174073,0.050718,0.003775,0.033391,0.014624,0.007539,0.000564,0.013961,0.001743,0.004253,0.007979,0.00204,0.013229,0.001017,0.006158,0.002394,0.003177,0.005697,0.006201,0.005996,0.002219,0.003505,0,0.04939
"放送",0.000129,0.000041,0.000117,0.00003,0.000003,0.000101,0.000056,0.000019,0.000011,0.000005,0.000063,0.000021,0.000024,0.000007,0.000022,0.000006,0.000026,0.000029,0.000018,0.000008,0.000011,0.000002,0.000007,0.000018,0.000005,0.000006,0.000021,0.00001,0,0.000014,0.000009,0.000006,0.000019,0.000016,0.000009,0.000014,0.000004,0.000007,0.000017,0.000019,0.000021,0.000026,0.000001,0.000015,0.000013,0.000009,0.000015,0.000003,0.000024,0.000025,0.000001,0.000018,0.000009,0.000031,0.000012,0.000013,0.000001,0.000024,0.000011,0.000012,0.000048,0.000089,0.000083,0.000059,0.000085,0.000003,0.000004,0.00001,0.000208,0.000307,0.000299,0.000133,0.000086,0,0.0002,0.000026,0,0.000078,0.000028,0.000025,0.000013,0.00049,0.000082,0.000074,0.048809,0.00002,0.184807,0.001421,0.000007,0.000092,0.000042,0.000096,0.000124,0.000185,0.00019,0.000366,0.000144,0.30312,0.000133,0.00005,0.001422,0.006044,0.007479,0.00127,0.000096,0,0.000592
"情報サービス",0.002261,0.00266,0.003732,0.000081,0.001356,0.003139,0.001646,0.002138,0.004206,0.002524,0.001557,0.00152,0.002141,0.002033,0.005229,0.00378,0.002718,0.003685,0.006491,0.003325,0.000969,0.003472,0.003831,0.002275,0.014484,0.004643,0.00034,0.000559,0.003701,0.006003,0.001535,0.003958,0.002853,0.00857,0.00557,0.001501,0.001344,0.003891,0.003532,0.001888,0.002669,0.003632,0.003047,0.004401,0.008207,0.004475,0.004763,0.007512,0.013011,0.001803,0.013663,0.005721,0.006833,0.028503,0.001775,0.001038,0.001844,0.002353,0.002215,0.004328,0.000061,0.001788,0.001975,0.002867,0.004353,0.010871,0.008178,0.035695,0.003866,0.017165,0.038579,0.003654,0.002611,0,0.000723,0.003639,0,0.002779,0.005862,0.004165,0.009382,0.01834,0.003202,0.02846,0.00682,0.026394,0.068645,0.024894,0.015933,0.002769,0.030068,0.006074,0.017003,0.009241,0.000979,0.031873,0.010573,0.007672,0.002023,0.014739,0.013457,0.00184,0.000275,0.011119,0.006832,0,0.004069
"インターネット附随サービス",0.000053,0.000056,0.00051,0.000016,0.000105,0.000556,0.000279,0.000405,0.000205,0.000177,0.000082,0.000056,0.000122,0.000082,0.000125,0.002043,0.000681,0.000101,0.000671,0.000451,0.000331,0.000232,0.00046,0.000437,0.002609,0.000611,0.000094,0.000013,0.000377,0.000164,0.000105,0.000106,0.000233,0.000043,0.000401,0.000165,0.000423,0.000424,0.000172,0.000167,0.000374,0.000157,0.001234,0.00032,0.000148,0.000858,0.000948,0.001088,0.000342,0.000041,0.002528,0.0003,0.003442,0.000157,0.000275,0.000268,0.000165,0.000633,0.000165,0.000234,0.000044,0.000114,0.000338,0.000021,0.000018,0.000017,0.000036,0.000259,0.000287,0.004874,0.003166,0.000177,0.001165,0,0.001064,0.001025,0,0.000433,0.00028,0.001355,0.000791,0.001018,0.001578,0.018037,0.01124,0.01125,0.115889,0.006535,0.000571,0.000105,0.001182,0.000044,0.000405,0.000699,0.000045,0.000591,0.000689,0.043759,0.002288,0.009958,0.000431,0.000223,0.000474,0.001521,0.000709,0,0.015022
"映像･音声･文字情報制作",0.000386,0.000345,0.002905,0.000909,0.001129,0.000376,0.001525,0.001361,0.00111,0.000869,0.000122,0.001591,0.003097,0.001388,0.00233,0.00047,0.001495,0.002042,0.00501,0.001339,0.000163,0.000617,0.000257,0.000772,0.002722,0.001023,0.000114,0.000506,0.000723,0.002303,0.002353,0.000533,0.000555,0.002351,0.001327,0.000389,0.000196,0.000517,0.000548,0.000414,0.000733,0.001115,0.001566,0.001066,0.001199,0.001456,0.001177,0.00209,0.001507,0.001051,0.001316,0.001307,0.001597,0.002207,0.00034,0.000374,0.000449,0.000767,0.001217,0.002199,0.001336,0.001938,0.001759,0.001937,0.001691,0.000345,0.000248,0.001698,0.001914,0.002588,0.003695,0.001215,0.000743,0,0.001965,0.002828,0,0.000671,0.001725,0.003695,0.003023,0.002207,0.007749,0.009779,0.202758,0.010053,0.006928,0.064235,0.006329,0.003191,0.013652,0.002502,0.001675,0.009397,0.002216,0.023592,0.002022,0.185092,0.0005,0.005641,0.00442,0.002144,0.006035,0.016496,0.003537,0,0.006454
"公務",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2466
"教育",0,0,0.000433,0.000139,0.000001,0.000021,0.000381,0.000345,0.00005,0.000232,0,0.000004,0.000033,0.000083,0.000264,0.000182,0.000119,0.000018,0.000085,0.000214,0.000161,0.000264,0.000412,0.000282,0.000296,0.000436,0.000007,0.000004,0.000143,0.00005,0,0.000173,0.000313,0.001468,0.000223,0.000014,0.000053,0.000429,0,0,0.000028,0.000691,0.00022,0.000627,0.000394,0.000317,0.00064,0.001591,0.001001,0.001921,0.000764,0.000784,0.002156,0.000272,0.000115,0.000184,0.00021,0.00059,0.00007,0.0001,0.00003,0.000215,0.000026,0.000129,0.000162,0.000583,0.000417,0.000106,0.000145,0.000209,0.00022,0.000005,0.000001,0,0.007103,0.000273,0.000334,0.000063,0.000063,0.000568,0.000318,0.00046,0.000245,0.005644,0.000864,0.004055,0.006904,0.001353,0.000129,0.000002,0.000001,0.000111,0,0.000095,0.000021,0,0.000402,0.001044,0.000002,0.000589,0.000227,0.000425,0.001002,0.000221,0.000472,0,0.000157
"研究",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"医療",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007179,0,0,0.000582,0,0,0,0,0,0,0,0,0,0,0,0
"保健衛生",0,0,0.005386,0,0,0,0,0,0,0,0,0,0,0,0,0.000004,0.000005,0.000023,0,0,0,0.000002,0,0,0.000063,0,0,0,0.000001,0,0,0,0,0,0,0,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000002,0.000002,0.000002,0.000032,0.000006,0.000294,0,0.000026,0.000161,0.000018,0.000018,0,0.000099,0.000004,0,0.000217,0,0,0.024677,0.001281,0.000059,0.001314,0.000453,0.000045,0.000417,0.000325,0.000028,0.000026,0.000022,0.012668,0.055805,0.003182,0.00141,0.000013,0,0.000031,0,0.000061,0.000004,0.000099,0.000003,0.000096,0.000086,0,0.00244
"社会保険･社会福祉",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"介護",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"他に分類されない会員制団体",0.000016,0,0.001241,0.000124,0.007968,0.004764,0.002396,0.000648,0.001361,0.002155,0.002106,0.000394,0.000857,0.00088,0.00217,0.000758,0.000811,0.000647,0.001,0.006108,0.000569,0.000567,0.000729,0.000326,0.003233,0.000945,0.000122,0.000514,0.000477,0.000924,0.000134,0.000564,0.001576,0.000635,0.000373,0.000867,0.000503,0.000982,0.000731,0.000312,0.000399,0.000782,0.000848,0.002167,0.001775,0.001445,0.000746,0.000668,0.000679,0.000111,0.000722,0.000857,0.000767,0.000832,0.000222,0.000269,0.000089,0.000629,0.000678,0.000824,0.001696,0.000668,0.002218,0.001041,0.001179,0.001024,0.003677,0.009128,0.001929,0.000571,0.002949,0.000848,0.000945,0,0.001037,0.001685,0,0.00112,0.000093,0.000988,0.004458,0.001874,0.000065,0.00103,0.002473,0.000966,0.000941,0.002203,0.000003,0.00035,0.004301,0.001339,0.00076,0.000021,0.000373,0,0.002062,0.002208,0.001663,0.002049,0.001489,0.001528,0.001411,0.00792,0.002586,0,0.004818
"物品賃貸サービス",0.002057,0.00565,0.007673,0.002357,0.001087,0.047667,0.006851,0.002602,0.003132,0.001096,0.000746,0.003092,0.002784,0.006284,0.005008,0.001504,0.002646,0.008855,0.001486,0.005391,0.001088,0.001322,0.001192,0.002497,0.001341,0.002429,0.000085,0.006578,0.003918,0.005366,0.00173,0.003035,0.004668,0.002073,0.007827,0.001298,0.001251,0.004815,0.003762,0.000957,0.002691,0.00226,0.004259,0.005978,0.008928,0.0029,0.009218,0.00578,0.011953,0.00413,0.003529,0.009372,0.00479,0.001479,0.002895,0.00265,0.002845,0.010843,0.015983,0.005324,0.050312,0.018777,0.010106,0.036856,0.058315,0.004,0.00715,0.002449,0.005461,0.008795,0.009003,0.001549,0.001754,0,0.002491,0.009439,0.127046,0.002782,0.090394,0.013162,0.005601,0.009269,0.000296,0.011259,0.015295,0.009853,0.049889,0.00845,0.014253,0.001957,0.004247,0.006191,0.013686,0.009119,0.01936,0.005915,0.002742,0.001542,0.00812,0.010166,0.0085,0.001584,0.003373,0.005013,0.003835,0,0.004621
"広告",0.000336,0,0.003463,0.001812,0.000841,0.001683,0.00251,0.009054,0.026899,0.00015,0.022529,0.000863,0.005614,0.001268,0.005857,0.002771,0.003411,0.001094,0.002946,0.004016,0.000175,0.00108,0.000816,0.003133,0.04946,0.041873,0.000168,0.000182,0.004817,0.005931,0.002243,0.001785,0.000461,0.006815,0.00173,0.000445,0.000637,0.000648,0.000733,0.000644,0.000954,0.001647,0.001313,0.003833,0.002924,0.004798,0.006315,0.002779,0.003904,0.011059,0.004479,0.004248,0.005251,0.004442,0.007304,0.007572,0.004067,0.001626,0.002753,0.009709,0.000115,0.002924,0.000455,0.000872,0.000934,0.002575,0.009343,0.007801,0.001059,0.010003,0.029869,0.013472,0.012942,0,0.004624,0.003507,0,0.001442,0.011128,0.003986,0.000531,0.011475,0.000928,0.020995,0.020768,0.017136,0.02979,0.039027,0.001346,0.003911,0.002513,0.001386,0.007903,0.000784,0.001458,0.004944,0.007927,0.000771,0.002366,0.015199,0.00289,0.010825,0.014252,0.01208,0.009902,0,0.005046
"自動車整備･機械修理",0.018167,0.005644,0.015904,0.018451,0.002199,0.014815,0.010357,0.004377,0.00377,0.002193,0.001614,0.007289,0.004123,0.010133,0.002282,0.004895,0.002859,0.003152,0.011095,0.015457,0.004288,0.016034,0.005046,0.006305,0.006211,0.003788,0.001865,0.006596,0.007336,0.011915,0.002415,0.006686,0.011165,0.010159,0.013931,0.005444,0.00396,0.008654,0.00148,0.004893,0.006756,0.00741,0.006386,0.006859,0.004981,0.006472,0.008816,0.009065,0.004903,0.004235,0.005626,0.003539,0.003562,0.003545,0.002368,0.002858,0.004301,0.001636,0.002333,0.002145,0.00205,0.00313,0.008732,0.007569,0.006814,0.028392,0.002979,0.024444,0.018754,0.000539,0.002539,0.00215,0.001396,0,0.002064,0.034324,0.198944,0.000917,0.008192,0.012872,0.007354,0.007714,0.000616,0.003208,0.007776,0.015239,0.004403,0.003132,0.012066,0.00242,0.013806,0.001856,0.010116,0.004516,0.00186,0.007842,0.110499,0.001668,0.006293,0.003722,0.001921,0.00422,0.006784,0.005258,0.001544,0,0.003163
"その他の対事業所サービス",0.000623,0.000902,0.01835,0.000347,0.007526,0.03406,0.015586,0.016244,0.011916,0.005549,0.010415,0.008646,0.028863,0.007331,0.02314,0.007042,0.010894,0.028171,0.00899,0.018688,0.002419,0.009916,0.008036,0.009888,0.019945,0.019278,0.001549,0.003796,0.021021,0.016815,0.017686,0.036538,0.04016,0.013362,0.035031,0.003433,0.00238,0.015615,0.007261,0.00293,0.009053,0.012939,0.01954,0.022709,0.016968,0.019229,0.02472,0.023338,0.022218,0.013852,0.020714,0.019123,0.022316,0.026367,0.010223,0.015003,0.016184,0.010053,0.024628,0.01177,0.019077,0.060547,0.019215,0.112424,0.029673,0.033247,0.021785,0.099488,0.036579,0.065429,0.074017,0.073751,0.037352,0.001494,0.025086,0.013141,0.000609,0.006886,0.015204,0.036506,0.113391,0.113876,0.007937,0.091634,0.081413,0.179063,0.136145,0.043998,0.063755,0.031031,0.09175,0.033192,0.04334,0.046151,0.024475,0.05879,0.063739,0.056561,0.035316,0.132364,0.012117,0.015145,0.026073,0.026528,0.018429,0,0.027097
"宿泊業",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飲食サービス",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002703,0,0.001648,0,0.00158,0.005212,0,0,0,0,0,0.014697,0.007083,0,0,0,0,0
