"","耕種農業","畜産","農業サービス","林業","漁業","石炭･原油･天然ガス","その他の鉱業","食料品","飲料","飼料･有機質肥料(別掲を除く。)","たばこ","繊維工業製品","衣服･その他の繊維既製品","木材･木製品","家具･装備品","パルプ･紙･板紙･加工紙","紙加工品","印刷･製版･製本","化学肥料","無機化学工業製品","石油化学系基礎製品","有機化学工業製品(石油化学系基礎製品･合成樹脂を除く。)","合成樹脂","化学繊維","医薬品","化学最終製品(医薬品を除く。)","石油製品","石炭製品","プラスチック製品","ゴム製品","なめし革･革製品･毛皮","ガラス･ガラス製品","セメント･セメント製品","陶磁器","その他の窯業･土石製品","銑鉄･粗鋼","鋼材","鋳鍛造品(鉄)","その他の鉄鋼製品","非鉄金属製錬･精製","非鉄金属加工製品","建設用･建築用金属製品","その他の金属製品","はん用機械","生産用機械","業務用機械","電子デバイス","その他の電子部品","産業用電気機器","民生用電気機器","電子応用装置･電気計測器","その他の電気機械","通信･映像･音響機器","電子計算機･同附属装置","乗用車","その他の自動車","自動車部品･同附属品","船舶･同修理","その他の輸送機械･同修理","その他の製造工業製品","再生資源回収･加工処理","建築","建設補修","公共事業","その他の土木建設","電力","ガス･熱供給","水道","廃棄物処理","商業","金融･保険","不動産仲介及び賃貸","住宅賃貸料","住宅賃貸料(帰属家賃)","鉄道輸送","道路輸送(自家輸送を除く。)","自家輸送","水運","航空輸送","貨物利用運送","倉庫","運輸附帯サービス","郵便･信書便","通信","放送","情報サービス","インターネット附随サービス","映像･音声･文字情報制作","公務","教育","研究","医療","保健衛生","社会保険･社会福祉","介護","他に分類されない会員制団体","物品賃貸サービス","広告","自動車整備･機械修理","その他の対事業所サービス","宿泊業","飲食サービス","洗濯･理容･美容･浴場業","娯楽サービス","その他の対個人サービス","事務用品","分類不明"
"その他の鉄鋼製品",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000043,0.038852,0,0,0,0,0.000296,0,0.000002,0,0,0,0.000027,0,0,0.00006,0,0,0.000041,0.002919,0.001152,0.00209,0.000091,0,0.000675,0,0,0.000543,0.100816,0.073265,0.021696,0.017577,0.005594,0.000149,0.004645,0.011027,0.022639,0.000042,0.008181,0.004322,0.000769,0.004974,0.00469,0.008378,0.045789,0.017012,0.001931,0,0.000262,0.000686,0.000399,0.000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000029,0,0,0,0,0,0,0,0,0,0.000452,0,0,0,0,0,0,0,0.00065
"非鉄金属製錬･精製",0,0,0,0,0,0,0,0,0,0,0,0.000004,0,0.000027,0.000653,0.000104,0,-0.000595,0,0.035167,0,0.001497,0,0,0,0.005004,0,0,0.000574,-0.000017,0,0.006169,0,0.031992,0.013608,0.00621,0.011007,0.002164,-0.000224,0.174118,0.513968,-0.000365,0.020116,0.000317,0.001251,0.01285,0.008682,0.018966,0.011307,0.001156,0.000998,0.055872,0.002059,-0.000057,0.000008,-0.000989,0.006108,0.000186,0.000381,0.016338,0,0.000081,0,-0.000004,-0.000009,0.000007,0,0.000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000146,0.000004,0,0.000074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000004,0,0.001664
"非鉄金属加工製品",0,0,0,0,0,0.002096,0.000284,0.00147,0.002057,0,0.000164,0.000017,0,0.001045,0.01293,0.000002,0.000634,0.002525,0,0.000807,0,0.000002,0,0,0.001083,0.002185,0.000013,0.000001,0.001891,0.002022,0.00111,0.000741,0.000227,0.001432,0.003444,0,0.001146,0.000124,0,0.000953,0.039915,0.07464,0.040264,0.037055,0.01812,0.023859,0.011463,0.05164,0.060535,0.043566,0.021279,0.038572,0.05016,0.019373,0.006157,0.009821,0.032132,0.019399,0.014771,0.01506,0,0.007032,0.0092,0.003935,0.023131,0.000318,0,0.000237,0.000004,0.000013,0,0,0,0,0,0,0,0.000088,0,0,0,0.000026,0,0,0,0,0,0.000364,0.0002,0,0.000141,0.001717,0,0.000137,0.000373,0.000219,0,0,0.002068,0.000041,0.000647,0.000333,0.000655,0,0.000345,0.000942,0.002142
"建設用･建築用金属製品",0,0,0,0.000037,0.000195,0.000836,0,0,0,0,0,0,0,0.000056,0.001307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157,0,0,0,0,0.000033,0,0,0,0.018323,0.001234,0.000398,0.000108,0,0,0.000043,0,0,0,0,0.000105,0,0,0,0,0.00749,0.003102,0.00728,0,0.079877,0.098477,0.030071,0.060265,0,0,0,0,0,0,0,0.000094,0.000007,0.00003,0,0,0.000329,0,0,0,0.000006,0,0,0,0,0,0,0.000003,0,0,0,0,0,0,0,0.000105,0,0.000162,0,0,0,0,0,0,0,0.000475
"その他の金属製品",0.001659,0.00106,0.000065,0.000612,0.00132,0.023442,0.019298,0.003893,0.050649,0.001298,0.000072,0.000169,0.003851,0.009222,0.059291,0.001681,0.001379,0.00059,0.000026,0.012703,0.00016,0.004159,0.00164,0.000764,0.013186,0.014251,0.000415,0.001148,0.001874,0.02385,0.011796,0.009475,0.008835,0.019017,0.009822,0.000111,0.000111,0.011148,0.000149,0.000829,0.002256,0.051473,0.069346,0.035152,0.032256,0.03884,0.011583,0.029104,0.033163,0.026255,0.019357,0.018139,0.02684,0.026535,0.003757,0.007158,0.01063,0.036812,0.00658,0.021674,0.000166,0.019186,0.074185,0.00755,0.006194,0.000313,0.001274,0.000798,0.000152,0.002899,0.000115,0.000042,0.000276,0.000373,0.000261,0.001241,0,0.001295,0.000084,0.000992,0.002665,0.003874,0.000031,0.000626,0.00006,0.000218,0.000361,0.000411,0.004419,0.000148,0.000221,0.000255,0.000077,0.000568,0.000533,0.002431,0.000732,0.000009,0.004739,0.000235,0.000939,0.002628,0.003701,0.000156,0.004803,0.00037,0.005341
"はん用機械",0,0,0,0.00003,0,0.001329,0.002457,0,0,0,0,0,0,0.000077,0.007131,0,0,0,0,0,0,0,0,0,0,0.000086,0,0,0.00049,0,0,0.005211,0.000296,0.005143,0.001476,0,0,0.001794,0,0,0.000025,0.001113,0.000993,0.156379,0.039394,0.014917,0.001809,0.002588,0.014432,0.031531,0.002551,0.00034,0.002876,0.000897,0.000366,0.00104,0.010448,0.033381,0.00915,0.001409,0,0.009275,0.000748,0.004528,0.00689,0,0,0.010304,0,0.000004,0,0,0,0,0.000255,0.000004,0,0.000006,0.000081,0.000018,0.000131,0.00027,0.000052,0,0.00001,0,0,0.000035,0.000333,0,0,0,0,0.000001,0,0,0.000005,0,0.04228,0.000111,0,0,0,0,0.000053,0,0
"生産用機械",0,0,0,0.000152,0,0.001937,0.00212,0,0,0,0,0,0,0.000039,0.00058,0,0,0,0,0,0,0,0,0,0,0,0.000012,0.000031,0.003266,0,0,0.0004,0.0006,0.004491,0.001937,0,0.000001,0.001598,0.000392,0.000049,0.000179,0.000051,0.000739,0.004837,0.146494,0.001889,0.003694,0.002332,0.003419,0.001405,0.002437,0.000313,0.000903,0.000909,0.000302,0.0004,0.000982,0.003794,0.00125,0.000335,0,0.000026,0.00012,0.000169,0.000013,0,0.000031,0.000248,0,0.000003,0,0,0,0,0.000019,0.000016,0,0.000092,0.000044,0.000122,0.000084,0.000126,0.000041,0.000004,0,0,0.000024,0,0.000016,0,0,0,0,0,0,0,0.000071,0,0.062676,0.000008,0,0,0,0.000005,0.000056,0,0
"業務用機械",0.000005,0,0.004405,0.00004,0.000009,0,0,0,0,0,0.000004,0,0,0,0,0,0,0,0,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000036,0.000008,0.002633,0.005578,0.085185,0.000241,0,0.001643,0,0.000804,0,0.001128,0.00149,0.000165,0.000214,0.000369,0.002105,0.000388,0.00047,0.000025,0.000388,0,0.000049,0,0,0,0.000098,0.000028,0.00109,0.000012,0,0,0,0,0.000002,0,0.000012,0.000016,0.00009,0.000098,0.000121,0.000057,0.000016,0.000023,0,0.000161,0.001297,0.003207,0,0,0.014028,0.005649,0.00286,0.002232,0,0.001858,0,0.020553,0.000232,0.000037,0,0.000009,0.003416,0.000533,0.024711,0
"電子デバイス",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000465,0.001119,0.004362,0.097643,0.174216,0.049137,0.053594,0.165327,0.23802,0.092215,0.181551,0.271258,0,0,0.011428,0,0.00282,0.015441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000004,0,0,0,0,0,0,0,0,0.000043,0,0,0,0,0,0,0,0.017341,0,0,0,0,0,0,0,0
"その他の電子部品",0,0,0,0,0.000008,0,0.000032,0.000001,0.000004,0,0.000001,0,0.000001,0.000002,0.000015,0.000001,0.000025,0.000865,0,0.000005,0.000001,0.000001,0.000001,0,0.000014,0.000004,0.000001,0,0,0.000002,0,0,0.000001,0,0,0.000001,0.000001,0.000001,0.000003,0,0.000225,0.000005,0.003677,0.006369,0.005128,0.037517,0.117295,0.215129,0.028781,0.02684,0.126213,0.019291,0.107632,0.084272,0.000532,0.000445,0.008885,0.001014,0.000694,0.002708,0,0.000556,0.000175,0.000051,0.00001,0.000006,0.000003,0.000021,0,0.000025,0.000045,0,0,0,0.000012,0,0,0.000003,0.000002,0,0,0.000016,0.000024,0.000233,0.00273,0.001111,0.000355,0.004495,0.002216,0.000034,0.00339,0.000001,0,0.000024,0,0,0.000008,0,0.046007,0.000041,0.000001,0,0.000003,0,0.00009,0.035985,0
"産業用電気機器",0,0.000033,0,0,0.000685,0,0.000167,0,0,0,0,0,0,0.000027,0.000178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000005,0,0,0,0.00001,0,0,0,0,0,0,0,0.00002,0.001424,0.00014,0.021224,0.017119,0.011584,0,0.001115,0.134474,0.02062,0.010386,0.00324,0.008599,0.008902,0.020914,0.007368,0.032248,0.014708,0.004781,0.000398,0,0.002193,0.003567,0.001522,0.004375,0,0,0,0,0,0,0,0,0,0.000063,0,0.000008,0,0,0,0.000016,0,0.000001,0.000001,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0.019297,0,0,0,0,0,0.000014,0,0.000073
"民生用電気機器",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072243,0,0.000002,0,0,0,0,0,0.00028,0.000806,0.000006,0,0.003619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000066,0,0,0,0,0,0.000039,0,0,0,0,0,0.000602,0.000529,0,0,0,0,0,0,0,0.000098,0,0.007326,0.00002,0,0,0,0.000181,0.000015,0,0
"電子応用装置･電気計測器",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000997,0.004378,0.003234,0.000298,0,0.004132,0,0.035243,0,0.000727,0.000219,0.000018,0,0.000002,0.004111,0.000129,0,0,0.00014,0.000042,0.00038,0.000651,0,0,0,0,0,0,0,0,0,0.000018,0,0,0,0,0,0,0,0,0,0,0.000008,0,0,0.000918,0,0,0.000063,0,0,0,0,0,0,0.002788,0.000062,0,0,0,0,0,0,0
"その他の電気機械",0.000012,0.000068,0.000003,0,0.000837,0.000011,0.000273,0,0,0,0.000007,0,0,0,0.000717,0,0,0.000019,0,0.000011,0,0,0,0,0.000005,0.000003,0,0,0.000021,0,0,0,0,0,0.000138,0,0,0,0,0,0.000016,0.000003,0.000322,0.001108,0.001263,0.004401,0.027707,0.01172,0.01006,0.008521,0.003476,0.083302,0.013454,0.002217,0.016388,0.008046,0.002987,0.001611,0.005423,0.003142,0,0.004633,0.003711,0.001201,0.00181,0.000004,0,0.000184,0,0.000217,0.000003,0.000049,0.000017,0,0.000338,0.000034,0.000141,0.000113,0.000037,0.000095,0.000024,0.000467,0,0,0.000597,0.000028,0,0.000631,0.000393,0.000561,0.000333,0.000034,0.000177,0.000003,0.000007,0,0.000022,0,0.006388,0.000092,0.000097,0.000042,0.000025,0.000548,0.000083,0,0.001085
"通信･映像･音響機器",0.000001,0,0.000045,0.000087,0.000048,0,0.000017,0.000016,0.000039,0,0,0.000013,0.000004,0.000015,0.000011,0.000002,0.000004,0,0.000003,0.000005,0.000001,0.000003,0.000002,0.000002,0.000117,0.000008,0.000003,0.000007,0.000001,0.000035,0.000047,0.000009,0.000009,0.000004,0.000026,0.000001,0.000001,0.000002,0.000002,0.000001,0.000004,0.000116,0.000017,0.000755,0.000137,0.000033,0.000079,0.00004,0.000051,0.000013,0.000067,0.000049,0.012609,0.000163,0.017829,0.008558,0.000016,0.006693,0.000803,0.000081,0.000081,0.001419,0.000511,0.002618,0.002883,0.000016,0.00001,0.000011,0.000021,0.000311,0.000148,0.000258,0.000103,0,0.000103,0.000228,0,0.000064,0.00004,0.000212,0.000029,0.000063,0,0.000006,0.000145,0.000396,0.00002,0.000345,0.001684,0.000031,0.000243,0.000027,0.000004,0.000054,0.000003,0.000076,0.000113,0.000317,0.00134,0.000592,0.000013,0.00017,0.000016,0.000298,0.000035,0,0
"電子計算機･同附属装置",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104,0,0,0,0,0,0,0,0.000081,0.050328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000006,0.00006,0.000117,0,0.000003,0,0,0,0,0,0,0,0,0,0.003501,0,0.001832,0,0,0,0,0,0,0,0
"乗用車",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"その他の自動車",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035,0,0,0,0,0,0,0,0,0,0.003553,0,0,0,0,0,0,0,0
"自動車部品･同附属品",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000509,0,0,0,0,0,0,0,0,0,0.587189,0.528588,0.395954,0,0.037136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142181,0,0,0,0,0,0,0,0
"船舶･同修理",0,0,0,0,0.045165,0,0.000047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01359,0,0,0,0.000562,0,0,0,0,0,0,0.001209,0.000077,0.000054,0,0,0,0,0,0.000006,0,0,0.000001,0,0,0,0.000013,0,0,0
"その他の輸送機械･同修理",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050713,0,0,0,0.115954,0,0,0.00118,0,0,0,0,0,0,0.003883,0,0,0,0,0,0,0,0.000002,0,0.00842,0.000011,0,0,0,0.000002,0.000188,0,0
"その他の製造工業製品",0.000079,0.000052,0.000087,0.000262,0.006064,0.001276,0.00195,0.000324,0.001564,0.000001,0,0.000413,0.01966,0.001728,0.009478,0.000434,0.000122,0.000059,0.000015,0.00002,0.000014,0.000515,0.000044,0.000043,0.000087,0.000335,0,0.000103,0.00024,0.000406,0.009361,0.003057,0.000163,0.004656,0.00188,0.000007,0.001465,0.002825,0.000044,0.000003,0.001031,0.000043,0.000142,0.000064,0.001578,0.001544,0.000529,0.00125,0.000827,0.000179,0.002999,0.000629,0.001966,0.000817,0.000561,0.000573,0.000513,0.000527,0.000204,0.046977,0.000028,0.001391,0.005363,0.00316,0.003598,0.000013,0.000001,0.000631,0.0005,0.000334,0.000221,0.000031,0.000014,0,0.00003,0.000239,0.000016,0.000217,0.000026,0.000012,0.000048,0.000131,0.000074,0.001198,0.001924,0.007074,0.000731,0.008674,0.001341,0.002938,0.009497,0.000211,0.000578,0.003537,0.002046,0.00497,0.007633,0.002434,0.001104,0.003667,0.002204,0.002093,0.004357,0.00614,0.00871,0.146845,0.000519
"再生資源回収･加工処理",0.000423,0.00273,0.000003,0.005954,0.000003,0,0,0,0.00331,0.001946,0,0.000232,0,0.005332,0,0.018375,0,0,0.027162,0.000968,0.002395,0.000874,0,0.000429,0,0.000004,0.000039,0.013912,0.001526,0.000012,0,0.013374,0.003755,0.013705,0.002787,0.013069,0.003874,0.00556,0.000141,0.043984,0.022893,0,0.000483,0,0,0,0.000145,0,0,0,0,0.00007,0,0,0,0,0.000328,0,0,0.000015,0,0,0,0.000281,0.000017,0.007013,0.005226,0,0,0,0,0,0,0,0,0.000491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000067,0,0,0,0,0
"建築",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"建設補修",0.003505,0.001533,0.001554,0.001295,0.000756,0.002996,0.003093,0.000524,0.000461,0.000107,0.000026,0.002841,0.001867,0.000924,0.001857,0.005949,0.003119,0.001569,0.002481,0.004828,0.002051,0.004041,0.005111,0.008827,0.001323,0.002917,0.000181,0.002086,0.003374,0.001508,0.000731,0.003533,0.006086,0.003937,0.006111,0.005363,0.002982,0.005454,0.002143,0.003314,0.00278,0.004883,0.002992,0.001659,0.001608,0.001214,0.00161,0.004687,0.001904,0.00143,0.001153,0.001759,0.001772,0.001187,0.000221,0.000756,0.00054,0.001108,0.002012,0.001512,0.000258,0.000637,0.0011,0.000408,0.000247,0.012481,0.024079,0.029262,0.002843,0.002898,0.002448,0.003969,0.010598,0.009987,0.014386,0.000941,0.01135,0.001491,0.000061,0.004128,0.011934,0.011064,0.001499,0.004078,0.011364,0.000526,0.006289,0.002699,0.008161,0.006342,0.003816,0.001936,0.001498,0.003676,0.002392,0.001656,0.001668,0.000209,0.000692,0.001366,0.00175,0.001251,0.002341,0.004231,0.002856,0,0
"公共事業",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"その他の土木建設",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"電力",0.006783,0.009089,0.030641,0.007102,0.006915,0.06163,0.03081,0.011218,0.009546,0.007211,0.002601,0.034347,0.01921,0.01891,0.011594,0.089151,0.014552,0.022778,0.042566,0.138321,0.00899,0.035165,0.017563,0.073317,0.008192,0.012739,0.007117,0.012658,0.027623,0.024524,0.008668,0.043625,0.056144,0.033036,0.045058,0.040715,0.030977,0.114042,0.013468,0.044265,0.026162,0.012471,0.023659,0.012057,0.009692,0.008163,0.029802,0.022737,0.008025,0.006299,0.004796,0.012767,0.004791,0.004855,0.005477,0.004555,0.010822,0.016389,0.012765,0.006389,0.027198,0.002788,0.001599,0.001718,0.003534,0.096865,0.017386,0.040533,0.070054,0.018305,0.004143,0.014288,0.00515,0,0.053878,0.004291,0.001562,0.000589,0.002746,0.003055,0.047306,0.007852,0.005651,0.009452,0.00491,0.002129,0.003757,0.003981,0.009323,0.021057,0.008405,0.007122,0.010932,0.017169,0.011832,0.003014,0.002681,0.004943,0.003395,0.003938,0.038439,0.019102,0.027449,0.030906,0.018704,0,0.004362
"ガス･熱供給",0.000003,0,0.001344,0.00039,0.000016,0.000524,0.000035,0.003144,0.003842,0.001097,0.000029,0.01141,0.001731,0.000123,0.000533,0.001813,0.001282,0.000814,0.014273,0.002496,0.000096,0.001616,0.001326,0.001596,0.003381,0.002651,0.000007,0.000666,0.00544,0.00589,0.000379,0.014313,0.000496,0.018902,0.004697,0.00136,0.005757,0.017726,0.000425,0.00055,0.003395,0.00227,0.004415,0.001479,0.001051,0.001582,0.002438,0.001628,0.00092,0.000356,0.000259,0.002331,0.000852,0.000543,0.00153,0.005055,0.0036,0.002133,0.003533,0.000957,0.003157,0.000902,0.001014,0.000524,0.000504,0.001465,0.011177,0.001706,0.003704,0.004238,0.000859,0.002015,0.000181,0,0.000586,0.000626,0.000246,0.000361,0.000507,0.000676,0.000149,0.000802,0.000973,0.000865,0.000917,0.000159,0.000922,0.000539,0.002679,0.004977,0.001922,0.001841,0.003113,0.006752,0.005587,0.001601,0.000084,0.000309,0.002566,0.001878,0.018176,0.017071,0.009089,0.001777,0.005348,0,0.000173
"水道",0.000106,0.001271,0.001717,0.000207,0.00018,0.004181,0.002097,0.001915,0.002074,0.000095,0.001238,0.002258,0.001199,0.000504,0.000611,0.003877,0.00137,0.000525,0.003712,0.00386,0.000793,0.003265,0.002349,0.003978,0.003185,0.001074,0.00033,0.002064,0.001041,0.000561,0.000402,0.001699,0.001207,0.000856,0.001092,0.000311,0.001484,0.001134,0.000201,0.000962,0.000663,0.000558,0.000729,0.000617,0.000565,0.00064,0.002113,0.001327,0.00049,0.000515,0.000319,0.001067,0.000232,0.000292,0.000338,0.00035,0.000293,0.000675,0.000898,0.0006,0.003076,0.000649,0.001286,0.000492,0.000672,0.000386,0.002567,0.089737,0.009039,0.00225,0.001243,0.001879,0.000249,0,0.006611,0.001042,0.010151,0.000395,0.000204,0.000979,0.001722,0.003282,0.000692,0.004421,0.000529,0.000154,0.001399,0.000888,0.003992,0.00883,0.008888,0.004014,0.0035,0.005998,0.007215,0.002251,0.000273,0.000165,0.000844,0.000889,0.011544,0.009223,0.015567,0.004621,0.004522,0,0.001384
"廃棄物処理",0.000006,0.000842,0.001935,0.000166,0.000041,0.003446,0.001968,0.000983,0.000204,0.000518,0.000367,0.000155,0.000278,0.000325,0.000227,0.001338,0.000615,0.000588,0.00527,0.004731,0.001196,0.001375,0.000589,0.0038,0.003885,0.001461,0,0.000139,0.000043,0.000177,0.000268,0.001023,0.003126,0.000306,0.00301,0.000362,0.000017,0.000055,0,0,0.000283,0.000108,0.00007,0.000276,0.000024,0.000496,0.000769,0.000722,0.000159,0.000019,0.00008,0.000746,0.000161,0.00022,0.000028,0.000149,0.000038,0.000902,0.003518,0.000091,0,0.000428,0.000008,0.004639,0.00566,0.011988,0.001577,0.001972,0,0.001324,0.003138,0.000067,0,0,0.022536,0.002235,0,0.001397,0.000791,0.003877,0.001577,0.006118,0.00142,0.007742,0.006286,0.000217,0.0027,0.001088,0.027277,0.005839,0.003249,0.003355,0.00638,0.003846,0.004162,0.000035,0.000418,0.000132,0.000755,0.000175,0.046931,0.015821,0.011987,0.011371,0.01421,0,0.014354
"商業",0.080804,0.054944,0.050144,0.024906,0.06034,0.01256,0.022908,0.079451,0.055805,0.094729,0.006193,0.055504,0.085058,0.061651,0.074586,0.077761,0.09106,0.069329,0.031154,0.03415,0.008115,0.031977,0.029293,0.052599,0.040289,0.058891,0.008686,0.030462,0.057667,0.052494,0.095537,0.038404,0.029408,0.045172,0.04135,0.013693,0.018789,0.033464,0.073196,0.019579,0.050252,0.048452,0.041969,0.043236,0.039881,0.047515,0.045742,0.036922,0.05207,0.055321,0.036585,0.050821,0.044428,0.038673,0.018578,0.017096,0.05258,0.056082,0.034824,0.086265,0.005743,0.059757,0.072235,0.04083,0.03918,0.016435,0.024113,0.017818,0.014718,0.010805,0.005311,0.001376,0.003055,0.000708,0.002679,0.012702,0.110072,0.011057,0.008105,0.007875,0.007471,0.010507,0.006385,0.004825,0.00432,0.013952,0.005351,0.033226,0.009854,0.009284,0.031773,0.061833,0.019372,0.028341,0.02433,0.038177,0.013801,0.007375,0.063048,0.010038,0.052213,0.123206,0.031577,0.020493,0.030309,0.226813,0.010059
"金融･保険",0.005287,0.004401,0.011957,0.008375,0.009966,0.027258,0.044212,0.004379,0.011742,0.003586,0.00514,0.018918,0.017678,0.007732,0.014698,0.00828,0.009545,0.009318,0.009455,0.00635,0.003719,0.006908,0.004991,0.004474,0.00631,0.008159,0.003224,0.004979,0.003542,0.005545,0.005773,0.009791,0.010178,0.018518,0.009402,0.003972,0.003733,0.007058,0.006232,0.00891,0.007498,0.01438,0.009695,0.006695,0.006965,0.010845,0.005918,0.00653,0.005245,0.006913,0.005988,0.007415,0.005548,0.007615,0.003751,0.003326,0.003213,0.014546,0.008581,0.026033,0.002317,0.011881,0.007243,0.017357,0.01485,0.018605,0.005931,0.023642,0.027016,0.017113,0.046153,0.089289,0.064949,0.075142,0.047371,0.011255,0.041682,0.026491,0.017302,0.01834,0.004743,0.01008,0.000774,0.008085,0.005973,0.004143,0.004088,0.004052,0.021052,0.011168,0.002274,0.005383,0.034179,0.022094,0.005557,0.02578,0.037364,0.001966,0.007737,0.003794,0.019844,0.005671,0.002542,0.008842,0.004903,0,0.002855
"不動産仲介及び賃貸",0.000538,0,0.019967,0.000987,0.000698,0.018536,0.005334,0.002691,0.001788,0.000562,0.000013,0.002505,0.004526,0.001789,0.004817,0.001828,0.002118,0.004645,0.001126,0.002358,0.001445,0.001841,0.002002,0.002127,0.004044,0.001863,0.000308,0.000946,0.003322,0.002568,0.001919,0.002835,0.004087,0.002891,0.002292,0.00077,0.001202,0.00362,0.001173,0.00076,0.001128,0.006738,0.002581,0.002673,0.002538,0.001911,0.001457,0.001763,0.00201,0.003091,0.002031,0.003949,0.002646,0.002117,0.000969,0.000661,0.000499,0.001977,0.001189,0.001618,0.000164,0.007055,0.002572,0.001621,0.002591,0.004914,0.009088,0.001382,0.001835,0.027822,0.015271,0.038238,0.100609,0.007918,0.001589,0.010679,0.01642,0.042451,0.004207,0.092216,0.072991,0.023934,0.014301,0.009777,0.009572,0.034956,0.048123,0.019488,0.001599,0.001273,0.016575,0.01991,0.013422,0.004518,0.010672,0.018355,0.012722,0.000902,0.002821,0.008947,0.010616,0.010005,0.028242,0.007593,0.021721,0,0.031501
