"Date","Noncommercial Positions-Net (All)","Name","Unit"
"2019-01-08",-23186,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-01-15",-15294,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-01-22",-16402,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-01-29",-18080,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-02-05",-18114,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-02-12",-20680,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-02-19",-23350,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-02-26",-25349,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-03-05",-24104,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-03-12",-23305,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-03-19",-27189,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-03-26",-27295,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-04-02",-26266,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-04-09",-28146,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-04-16",-32584,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-04-23",-37536,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-04-30",-39746,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-05-07",-39579,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-05-14",-40010,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-05-21",-37495,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-05-28",-34675,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-06-04",-36065,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
"2019-06-11",-24788,"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE","(CONTRACTS OF CHF 125,000)"
