"","耕種農業","畜産","農業サービス","林業","漁業","石炭･原油･天然ガス","その他の鉱業","食料品","飲料","飼料･有機質肥料(別掲を除く。)","たばこ","繊維工業製品","衣服･その他の繊維既製品","木材･木製品","家具･装備品","パルプ･紙･板紙･加工紙","紙加工品","印刷･製版･製本","化学肥料","無機化学工業製品","石油化学系基礎製品","有機化学工業製品(石油化学系基礎製品･合成樹脂を除く。)","合成樹脂","化学繊維","医薬品","化学最終製品(医薬品を除く。)","石油製品","石炭製品","プラスチック製品","ゴム製品","なめし革･革製品･毛皮","ガラス･ガラス製品","セメント･セメント製品","陶磁器","その他の窯業･土石製品","銑鉄･粗鋼","鋼材","鋳鍛造品(鉄)","その他の鉄鋼製品","非鉄金属製錬･精製","非鉄金属加工製品","建設用･建築用金属製品","その他の金属製品","はん用機械","生産用機械","業務用機械","電子デバイス","その他の電子部品","産業用電気機器","民生用電気機器","電子応用装置･電気計測器","その他の電気機械","通信･映像･音響機器","電子計算機･同附属装置","乗用車","その他の自動車","自動車部品･同附属品","船舶･同修理","その他の輸送機械･同修理","その他の製造工業製品","再生資源回収･加工処理","建築","建設補修","公共事業","その他の土木建設","電力","ガス･熱供給","水道","廃棄物処理","商業","金融･保険","不動産仲介及び賃貸","住宅賃貸料","住宅賃貸料(帰属家賃)","鉄道輸送","道路輸送(自家輸送を除く。)","自家輸送","水運","航空輸送","貨物利用運送","倉庫","運輸附帯サービス","郵便･信書便","通信","放送","情報サービス","インターネット附随サービス","映像･音声･文字情報制作","公務","教育","研究","医療","保健衛生","社会保険･社会福祉","介護","他に分類されない会員制団体","物品賃貸サービス","広告","自動車整備･機械修理","その他の対事業所サービス","宿泊業","飲食サービス","洗濯･理容･美容･浴場業","娯楽サービス","その他の対個人サービス","事務用品","分類不明"
"通信",0.003945,0.004714,0.006397,0.002632,0.006546,0.017931,0.006897,0.005415,0.004243,0.005016,0.002423,0.004541,0.005214,0.004163,0.005037,0.005114,0.00548,0.005321,0.00261,0.003328,0.001007,0.002695,0.00271,0.003663,0.0215,0.005668,0.000547,0.00238,0.003976,0.003976,0.004534,0.004015,0.00442,0.004379,0.004494,0.002224,0.00282,0.003932,0.004394,0.001967,0.003237,0.004226,0.003911,0.004623,0.004354,0.004476,0.003049,0.003604,0.004214,0.004354,0.005467,0.003973,0.004223,0.0035,0.004056,0.004066,0.00432,0.00531,0.003585,0.005516,0.004646,0.005066,0.02203,0.008894,0.008461,0.002953,0.003503,0.006719,0.00771,0.017965,0.017933,0.009185,0.008701,0.001673,0.006342,0.005264,0.005797,0.011759,0.006339,0.006347,0.004651,0.005826,0.00539,1.199488,0.072658,0.008648,0.064862,0.023239,0.011409,0.002869,0.020264,0.007211,0.009326,0.012967,0.004488,0.019768,0.004501,0.037697,0.006649,0.006924,0.010988,0.012752,0.010949,0.005579,0.007022,0.007616,0.065125
"放送",0.002336,0.002187,0.003391,0.001581,0.001962,0.002673,0.003194,0.00515,0.010009,0.002194,0.00724,0.002071,0.003737,0.002343,0.00412,0.003849,0.003721,0.002738,0.002264,0.002967,0.000666,0.001784,0.001689,0.002778,0.017666,0.015271,0.000294,0.00092,0.003461,0.003469,0.002398,0.002311,0.002053,0.003663,0.002417,0.001051,0.001528,0.001871,0.001991,0.00102,0.001633,0.002301,0.002199,0.002928,0.002596,0.003651,0.003695,0.002998,0.003303,0.005501,0.003852,0.003142,0.004369,0.00369,0.005256,0.005373,0.003991,0.002929,0.002605,0.005329,0.00199,0.003168,0.002532,0.002701,0.002249,0.002089,0.003813,0.005103,0.002321,0.006301,0.011954,0.006426,0.006119,0.000995,0.003531,0.002397,0.003427,0.002035,0.006166,0.00335,0.002581,0.006249,0.001631,0.014691,1.066609,0.010482,0.236548,0.017769,0.00225,0.00229,0.003516,0.004114,0.005025,0.002713,0.001978,0.004668,0.004638,0.338226,0.003769,0.008763,0.005351,0.012848,0.0143,0.006903,0.004586,0.004092,0.008293
"情報サービス",0.006857,0.008672,0.008022,0.00261,0.005452,0.00838,0.007918,0.008026,0.008714,0.007227,0.00308,0.006239,0.007441,0.00611,0.01045,0.01117,0.009191,0.008914,0.009381,0.008706,0.002435,0.007685,0.007892,0.007651,0.018336,0.010019,0.000954,0.00269,0.00888,0.009864,0.006032,0.008405,0.007785,0.012148,0.009617,0.004606,0.005952,0.008692,0.008899,0.004297,0.006337,0.008612,0.007374,0.009078,0.012575,0.009498,0.00921,0.012581,0.017768,0.007655,0.017411,0.009708,0.011755,0.032914,0.00878,0.007835,0.008613,0.008791,0.006686,0.010009,0.005465,0.007316,0.007951,0.008618,0.009121,0.013322,0.009964,0.039816,0.008156,0.019643,0.037736,0.009215,0.007215,0.003033,0.006021,0.006004,0.010176,0.00603,0.013312,0.007793,0.013261,0.020455,0.00487,0.035219,0.018636,1.030573,0.07771,0.029001,0.01796,0.005244,0.031476,0.010947,0.02031,0.012694,0.003831,0.033441,0.014034,0.023426,0.008502,0.017523,0.018482,0.008506,0.00467,0.013935,0.00937,0.010892,0.014159
"インターネット附随サービス",0.001989,0.002269,0.002633,0.001111,0.001903,0.00295,0.002774,0.003299,0.003475,0.002494,0.002,0.001764,0.002588,0.001962,0.002798,0.005562,0.003937,0.002714,0.00216,0.002407,0.000952,0.001837,0.002036,0.002488,0.007854,0.004997,0.000341,0.000858,0.002696,0.002273,0.002178,0.002217,0.002457,0.002147,0.002621,0.001199,0.001929,0.002344,0.002446,0.001066,0.001922,0.002264,0.003294,0.002573,0.002226,0.003339,0.003203,0.003529,0.002871,0.002749,0.005291,0.002482,0.006364,0.002962,0.003072,0.003072,0.002795,0.003369,0.002167,0.003057,0.002128,0.002984,0.003273,0.00319,0.002245,0.001717,0.001739,0.004115,0.002434,0.008444,0.007815,0.003282,0.003682,0.000678,0.003073,0.002644,0.003463,0.002042,0.003333,0.003445,0.003613,0.004593,0.002781,0.028609,0.020822,0.017473,1.142118,0.012854,0.002893,0.001556,0.004781,0.002669,0.003327,0.003134,0.001377,0.004073,0.003579,0.060068,0.005157,0.014747,0.003062,0.003598,0.003133,0.004007,0.002796,0.004522,0.020774
"映像･音声･文字情報制作",0.003458,0.003804,0.006514,0.002907,0.003847,0.003662,0.005285,0.006934,0.010106,0.004003,0.006169,0.004397,0.007458,0.00446,0.007049,0.004619,0.005614,0.005395,0.007793,0.004885,0.001002,0.003011,0.002531,0.004044,0.017629,0.014193,0.00046,0.00177,0.004544,0.006166,0.005511,0.003528,0.003483,0.006364,0.004397,0.001986,0.002383,0.00309,0.003308,0.001831,0.002912,0.004138,0.004245,0.004607,0.004524,0.00561,0.005162,0.005944,0.005586,0.006775,0.005494,0.004931,0.006084,0.006781,0.006046,0.006143,0.00509,0.004526,0.004506,0.007738,0.004933,0.005908,0.005343,0.005667,0.004779,0.002914,0.004092,0.00778,0.004729,0.008025,0.013951,0.007347,0.006295,0.00119,0.005569,0.005299,0.004508,0.003014,0.008209,0.007193,0.006426,0.008148,0.009753,0.022188,0.222275,0.018911,0.067735,1.053661,0.009266,0.005602,0.01821,0.006992,0.006895,0.012681,0.004363,0.029141,0.006619,0.266438,0.004685,0.012638,0.009305,0.010049,0.013646,0.022682,0.008035,0.005712,0.014348
"公務",0.002031,0.002661,0.000833,0.00142,0.002999,0.003211,0.003886,0.002569,0.001748,0.005746,0.003716,0.001147,0.001519,0.00269,0.001493,0.001523,0.001426,0.00119,0.000572,0.001228,0.000249,0.000609,0.000744,0.002193,0.001135,0.001175,0.000151,0.00086,0.000993,0.001785,0.001616,0.002387,0.003364,0.001043,0.003124,0.001716,0.001713,0.00418,0.00292,0.001379,0.00224,0.001769,0.002021,0.002845,0.002412,0.001388,0.000783,0.000844,0.001522,0.001108,0.000778,0.001878,0.001002,0.000972,0.001069,0.001185,0.001085,0.005364,0.002662,0.00129,0.002493,0.005104,0.005698,0.002188,0.00324,0.001351,0.000986,0.003141,0.005721,0.002125,0.001579,0.002394,0.00073,0.000221,0.002464,0.003492,0.001413,0.003906,0.003048,0.000824,0.001433,0.00301,0.000786,0.001366,0.003521,0.000755,0.001878,0.001263,1.000791,0.0031,0.002441,0.001054,0.004039,0.003355,0.001365,0.001712,0.001892,0.001669,0.001448,0.001101,0.001582,0.001559,0.002372,0.000767,0.00218,0.001629,0.247498
"教育",0.000142,0.000177,0.000559,0.000225,0.000124,0.000204,0.0005,0.000396,0.000209,0.0002,0.000072,0.000138,0.000184,0.000183,0.000303,0.000266,0.00029,0.000169,0.000168,0.000288,0.000091,0.000202,0.000271,0.000433,0.000431,0.000377,0.000017,0.000065,0.00022,0.000152,0.000113,0.000221,0.00032,0.000742,0.00026,0.000093,0.000169,0.000319,0.000152,0.000069,0.000105,0.000428,0.000235,0.000459,0.000328,0.000329,0.000434,0.000914,0.000623,0.000787,0.000663,0.000465,0.00075,0.000374,0.0003,0.000314,0.000313,0.000537,0.000158,0.000244,0.000209,0.000369,0.000244,0.000322,0.000236,0.000345,0.000285,0.000293,0.000308,0.00029,0.000362,0.000148,0.000114,0.000033,0.003408,0.000286,0.000521,0.000126,0.000224,0.000699,0.000379,0.00037,0.000192,0.00301,0.00113,0.00144,0.003744,0.001016,0.00025,1.000093,0.000239,0.000203,0.000162,0.00023,0.000096,0.000228,0.000284,0.001819,0.000227,0.000627,0.000273,0.00049,0.000584,0.000301,0.00035,0.000266,0.000492
"研究",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"医療",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007231,0,0,0.000586,0,0,0,0,0,0,0,0,0,0,0,0
"保健衛生",0.000473,0.000765,0.005827,0.000092,0.000194,0.000139,0.000186,0.00037,0.000171,0.000741,0.000095,0.000147,0.000145,0.000159,0.000154,0.000301,0.000233,0.000191,0.000244,0.000217,0.000119,0.000145,0.000161,0.000221,0.000219,0.000174,0.000205,0.000139,0.000152,0.000129,0.000177,0.00024,0.000239,0.000238,0.000239,0.000139,0.000163,0.000248,0.000209,0.000245,0.000279,0.000165,0.000155,0.000141,0.000122,0.000131,0.000106,0.000122,0.000149,0.000133,0.000107,0.000166,0.000116,0.000115,0.000154,0.000156,0.00014,0.000199,0.000116,0.000158,0.000776,0.000165,0.000203,0.000145,0.000159,0.000379,0.000559,0.000468,0.000152,0.000145,0.000269,0.00011,0.000078,0.000024,0.000255,0.000133,0.000344,0.000394,0.000453,0.000117,0.026228,0.001481,0.000117,0.001758,0.000814,0.000151,0.00082,0.00055,0.00021,0.000114,0.000159,0.013603,1.059225,0.003494,0.001576,0.000145,0.000078,0.000468,0.000113,0.000135,0.000242,0.000319,0.000115,0.000198,0.000184,0.000286,0.002817
"社会保険･社会福祉",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"介護",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"他に分類されない会員制団体",0.000737,0.001591,0.001962,0.000565,0.008195,0.005089,0.003092,0.001794,0.002057,0.003048,0.002168,0.001052,0.00145,0.001536,0.003022,0.001935,0.001686,0.001363,0.001686,0.006771,0.000903,0.001545,0.001629,0.001216,0.003865,0.001973,0.000202,0.000867,0.001283,0.001697,0.000631,0.001357,0.002462,0.00134,0.001173,0.001656,0.001761,0.001937,0.00191,0.000798,0.001024,0.0017,0.001574,0.002948,0.002561,0.002145,0.001369,0.001413,0.001491,0.001024,0.001379,0.001554,0.001382,0.001525,0.001096,0.001151,0.000944,0.001764,0.001401,0.001576,0.002901,0.001561,0.002992,0.001947,0.002023,0.001616,0.003908,0.009938,0.00252,0.00115,0.003328,0.001541,0.00142,0.0003,0.001754,0.001961,0.001578,0.001544,0.001271,0.001428,0.004646,0.002414,0.000418,0.001873,0.003882,0.001696,0.002827,0.003162,0.000648,0.000768,0.004862,0.002111,0.0015,0.000725,0.000839,1.000785,0.002593,0.004175,0.002414,0.002392,0.002478,0.002461,0.002043,0.007481,0.002963,0.001421,0.0054
"物品賃貸サービス",0.012493,0.014321,0.013518,0.00929,0.008204,0.057109,0.041171,0.010693,0.008909,0.006817,0.002579,0.009066,0.009053,0.014176,0.01222,0.009983,0.009267,0.015139,0.006621,0.011066,0.003046,0.006157,0.005462,0.007772,0.006878,0.008193,0.000707,0.010161,0.009315,0.009957,0.00782,0.009834,0.016342,0.007912,0.014524,0.006236,0.007598,0.010996,0.010674,0.006432,0.008705,0.009275,0.010207,0.012288,0.015409,0.009653,0.014317,0.01169,0.019159,0.01134,0.010031,0.014901,0.011194,0.008665,0.011468,0.010926,0.010833,0.01897,0.023059,0.015326,0.05874,0.027022,0.019018,0.046094,0.065803,0.008714,0.01127,0.009394,0.011899,0.016821,0.014036,0.005677,0.004999,0.001427,0.007298,0.012215,0.135969,0.005934,0.096758,0.016576,0.010153,0.01413,0.00499,0.019937,0.025843,0.017443,0.067858,0.017869,0.019148,0.005465,0.010068,0.010517,0.018613,0.013553,0.022357,0.012811,1.008402,0.019494,0.015531,0.014902,0.017895,0.008386,0.008596,0.011525,0.010077,0.01098,0.016068
"広告",0.00543,0.005019,0.008438,0.004033,0.004769,0.006036,0.007813,0.013749,0.029012,0.005059,0.02118,0.005146,0.009807,0.005905,0.010893,0.008396,0.008926,0.006613,0.005565,0.00763,0.001393,0.004304,0.003882,0.00694,0.05039,0.044604,0.000616,0.002213,0.009021,0.009265,0.005939,0.005681,0.004655,0.00993,0.005746,0.002383,0.003418,0.00422,0.004449,0.002372,0.003698,0.005524,0.004696,0.007365,0.006554,0.009191,0.009422,0.007062,0.00831,0.015277,0.008684,0.00809,0.009605,0.009475,0.014364,0.014729,0.010588,0.006776,0.006628,0.014535,0.004534,0.007561,0.005389,0.006088,0.005162,0.005346,0.01076,0.013235,0.00491,0.013424,0.03156,0.017506,0.016473,0.002607,0.008231,0.005625,0.007974,0.004654,0.016613,0.008075,0.005647,0.014978,0.003018,0.028118,0.03386,0.021933,0.045348,0.042636,0.005086,0.005753,0.007722,0.010477,0.012972,0.005474,0.004264,0.010625,0.011669,1.023189,0.008022,0.018183,0.009265,0.01762,0.017555,0.014703,0.012166,0.009599,0.011095
"自動車整備･機械修理",0.0351,0.020824,0.025511,0.031775,0.012372,0.03472,0.066351,0.017545,0.012381,0.010554,0.004376,0.017964,0.013771,0.024734,0.013471,0.019717,0.013758,0.013535,0.018639,0.028922,0.008866,0.028981,0.018374,0.020365,0.014122,0.014199,0.002788,0.012152,0.017652,0.021729,0.011056,0.017263,0.031471,0.018563,0.025836,0.014874,0.017475,0.021692,0.015233,0.011543,0.015344,0.018999,0.016262,0.016709,0.014636,0.016354,0.017677,0.018904,0.015308,0.014348,0.014313,0.012639,0.012437,0.013289,0.015237,0.015403,0.015879,0.013383,0.01076,0.017663,0.027907,0.01735,0.023121,0.0247,0.024795,0.036823,0.009106,0.036126,0.029979,0.012582,0.009094,0.006486,0.004724,0.001164,0.008503,0.038539,0.222537,0.004567,0.024937,0.018065,0.013778,0.014135,0.006995,0.011744,0.018527,0.02386,0.02149,0.013985,0.020354,0.007641,0.02087,0.008438,0.017699,0.011226,0.008682,0.016205,0.117224,0.015482,1.01649,0.009284,0.017592,0.013746,0.014901,0.015503,0.011566,0.014657,0.016654
"その他の対事業所サービス",0.023733,0.029522,0.041036,0.013328,0.027493,0.061706,0.046824,0.04628,0.037427,0.032455,0.018877,0.031662,0.05507,0.029164,0.052522,0.041468,0.041442,0.055601,0.027848,0.045876,0.010133,0.031316,0.028755,0.035735,0.050207,0.049407,0.005282,0.015265,0.049977,0.040562,0.042381,0.063194,0.069955,0.037803,0.060175,0.018474,0.022645,0.040923,0.032451,0.016527,0.028597,0.038444,0.04225,0.048603,0.042384,0.04751,0.049125,0.052834,0.053234,0.044396,0.049549,0.045124,0.051871,0.059634,0.051932,0.055602,0.054407,0.040741,0.052141,0.042145,0.048623,0.088329,0.049805,0.143496,0.054726,0.054672,0.039839,0.140851,0.057999,0.091223,0.102716,0.102642,0.063474,0.010731,0.051062,0.030467,0.061654,0.027382,0.069961,0.066006,0.148922,0.14209,0.019915,0.143643,0.13399,0.21512,0.232944,0.085292,0.087382,0.04451,0.123526,0.058844,0.07117,0.069209,0.039584,0.090316,0.088341,0.136621,0.067482,1.153923,0.05036,0.049277,0.048921,0.048103,0.037527,0.049404,0.077758
"宿泊業",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"飲食サービス",0,0,0.000002,0.000001,0,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0.000001,0.000001,0.000001,0,0,0.000001,0,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0.000001,0,0,0.000001,0.000001,0.000002,0.000001,0,0,0.000001,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,0.000001,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0,0.000009,0.000001,0.000001,0,0.000001,0.000002,0.000001,0.000001,0.000001,0.000008,0.000003,0.000004,0.00001,0.000003,0.000001,0.002723,0.000001,0.001672,0,0.001592,0.00525,0.000001,0.000001,0.000005,0.000001,0.000002,0.014802,1.007135,0.000002,0.000001,0.000001,0.000001,0.000001
"洗濯･理容･美容･浴場業",0.000066,0.000095,0.000336,0.00004,0.000094,0.000129,0.000116,0.000163,0.000188,0.000125,0.000102,0.000131,0.00015,0.000096,0.000108,0.000149,0.000135,0.000117,0.000071,0.000173,0.00002,0.000059,0.000056,0.000112,0.000208,0.000114,0.000012,0.000045,0.000109,0.000098,0.000101,0.000067,0.000068,0.000065,0.000084,0.000067,0.000081,0.000082,0.000111,0.000057,0.000064,0.000107,0.000097,0.000106,0.000079,0.000091,0.000169,0.000169,0.000081,0.000135,0.000115,0.000107,0.000131,0.00018,0.00014,0.00011,0.000133,0.000167,0.000122,0.000127,0.000114,0.000088,0.000107,0.000146,0.000103,0.000095,0.000052,0.000123,0.000152,0.000142,0.00018,0.000103,0.000073,0.000016,0.003101,0.000178,0.000092,0.000123,0.000341,0.000102,0.000205,0.000135,0.00036,0.000635,0.00092,0.000123,0.000865,0.00041,0.000177,0.000184,0.000184,0.010375,0.005181,0.010945,0.009815,0.000156,0.000113,0.001246,0.000095,0.000131,0.01125,0.003051,1.021224,0.000294,0.000488,0.000126,0.000996
"娯楽サービス",0.000221,0.000227,0.000368,0.000169,0.000225,0.000245,0.000324,0.000462,0.000779,0.00024,0.000529,0.00024,0.00042,0.000258,0.000424,0.000322,0.000352,0.000302,0.000359,0.000294,0.000062,0.00018,0.000159,0.00026,0.001361,0.001143,0.000028,0.000101,0.000305,0.000361,0.000298,0.000225,0.000211,0.000378,0.000259,0.000115,0.00015,0.000194,0.000203,0.000108,0.000173,0.000242,0.00024,0.000287,0.000269,0.000349,0.000334,0.00033,0.000334,0.000469,0.000352,0.000306,0.000392,0.000389,0.000434,0.000442,0.000347,0.000289,0.000269,0.001328,0.000255,0.000345,0.000304,0.000313,0.000266,0.000191,0.000305,0.000488,0.000268,0.000555,0.000986,0.00053,0.000477,0.000084,0.000342,0.000287,0.000303,0.000196,0.000548,0.000386,0.000328,0.000545,0.000396,0.0015,0.04638,0.001082,0.011245,0.035932,0.00041,0.000391,0.000784,0.000415,0.000456,0.000548,0.000235,0.001184,0.000428,0.023691,0.000321,0.000796,0.002889,0.001075,0.001031,1.018821,0.002078,0.000459,0.001279
"その他の対個人サービス",0.000297,0.000358,0.001265,0.000263,0.001199,0.000374,0.000469,0.000483,0.000421,0.000374,0.000202,0.000281,0.000414,0.000281,0.000408,0.000349,0.000353,0.000369,0.000272,0.000298,0.000092,0.000254,0.000245,0.000358,0.000545,0.000485,0.000039,0.000159,0.000312,0.000312,0.000319,0.000326,0.000325,0.000357,0.000312,0.000184,0.000231,0.00028,0.000338,0.000175,0.000285,0.00032,0.000282,0.000339,0.000375,0.000359,0.000322,0.000345,0.000405,0.000422,0.000323,0.000373,0.000356,0.00039,0.000391,0.000418,0.000378,0.000418,0.000307,0.000383,0.00045,0.000518,0.000424,0.000699,0.000671,0.000234,0.000268,0.000673,0.000216,0.001086,0.000556,0.001479,0.000844,0.000369,0.000369,0.000493,0.000585,0.000344,0.000558,0.000417,0.000586,0.000656,0.000369,0.000841,0.002672,0.002255,0.001532,0.004921,0.000634,0.000496,0.002872,0.000639,0.000517,0.000465,0.000481,0.002989,0.001274,0.004612,0.000763,0.001353,0.002959,0.000801,0.00238,0.003349,1.009898,0.000492,0.000888
"事務用品",0.001116,0.001854,0.00334,0.00254,0.001833,0.001223,0.002024,0.001923,0.001113,0.000923,0.00026,0.001727,0.002204,0.001793,0.00223,0.001693,0.001729,0.001846,0.001425,0.001776,0.000342,0.000818,0.000992,0.001227,0.001378,0.001615,0.000119,0.000515,0.00082,0.000962,0.002239,0.002588,0.001698,0.002059,0.001978,0.000542,0.000647,0.000932,0.001422,0.000589,0.001063,0.001191,0.001091,0.001611,0.001739,0.001648,0.001541,0.001667,0.00186,0.001679,0.00131,0.001743,0.001736,0.001733,0.00123,0.001182,0.001339,0.001662,0.001933,0.002531,0.001649,0.001575,0.000998,0.00349,0.001307,0.000594,0.000592,0.001866,0.003883,0.002733,0.004362,0.002031,0.001209,0.000362,0.002403,0.002098,0.002454,0.002523,0.002981,0.006525,0.002678,0.00358,0.004308,0.003976,0.004041,0.001615,0.004127,0.003781,0.003548,0.002035,0.007445,0.001989,0.003169,0.004828,0.006028,0.005967,0.001667,0.00357,0.002189,0.002455,0.003423,0.001982,0.004715,0.003075,0.003347,1.001856,0.001952
"分類不明",0.008237,0.010791,0.003378,0.00576,0.012159,0.013022,0.015759,0.010416,0.007089,0.023302,0.015069,0.004653,0.006158,0.010907,0.006054,0.006175,0.005782,0.004825,0.002321,0.004981,0.00101,0.002471,0.003015,0.008893,0.004602,0.004765,0.000613,0.003487,0.004028,0.007238,0.006551,0.009679,0.013643,0.00423,0.012667,0.006957,0.006945,0.016953,0.011842,0.005592,0.009083,0.007175,0.008196,0.011537,0.009781,0.00563,0.003176,0.003422,0.006172,0.004492,0.003154,0.007615,0.004062,0.003943,0.004336,0.004807,0.004399,0.021752,0.010794,0.00523,0.010107,0.020698,0.023104,0.008873,0.013137,0.00548,0.004,0.012738,0.023201,0.008617,0.006404,0.009706,0.00296,0.000895,0.00999,0.014159,0.00573,0.015839,0.012359,0.00334,0.005809,0.012204,0.003189,0.005538,0.014278,0.00306,0.007617,0.005123,0.003208,0.012571,0.009899,0.004273,0.016379,0.013605,0.005536,0.006944,0.007673,0.006769,0.00587,0.004464,0.006416,0.006321,0.009617,0.003109,0.008841,0.006607,1.003643
