"","耕種農業","畜産","農業サービス","林業","漁業","石炭･原油･天然ガス","その他の鉱業","食料品","飲料","飼料･有機質肥料(別掲を除く。)","たばこ","繊維工業製品","衣服･その他の繊維既製品","木材･木製品","家具･装備品","パルプ･紙･板紙･加工紙","紙加工品","印刷･製版･製本","化学肥料","無機化学工業製品","石油化学系基礎製品","有機化学工業製品(石油化学系基礎製品･合成樹脂を除く。)","合成樹脂","化学繊維","医薬品","化学最終製品(医薬品を除く。)","石油製品","石炭製品","プラスチック製品","ゴム製品","なめし革･革製品･毛皮","ガラス･ガラス製品","セメント･セメント製品","陶磁器","その他の窯業･土石製品","銑鉄･粗鋼","鋼材","鋳鍛造品(鉄)","その他の鉄鋼製品","非鉄金属製錬･精製","非鉄金属加工製品","建設用･建築用金属製品","その他の金属製品","はん用機械","生産用機械","業務用機械","電子デバイス","その他の電子部品","産業用電気機器","民生用電気機器","電子応用装置･電気計測器","その他の電気機械","通信･映像･音響機器","電子計算機･同附属装置","乗用車","その他の自動車","自動車部品･同附属品","船舶･同修理","その他の輸送機械･同修理","その他の製造工業製品","再生資源回収･加工処理","建築","建設補修","公共事業","その他の土木建設","電力","ガス･熱供給","水道","廃棄物処理","商業","金融･保険","不動産仲介及び賃貸","住宅賃貸料","住宅賃貸料(帰属家賃)","鉄道輸送","道路輸送(自家輸送を除く。)","自家輸送","水運","航空輸送","貨物利用運送","倉庫","運輸附帯サービス","郵便･信書便","通信","放送","情報サービス","インターネット附随サービス","映像･音声･文字情報制作","公務","教育","研究","医療","保健衛生","社会保険･社会福祉","介護","他に分類されない会員制団体","物品賃貸サービス","広告","自動車整備･機械修理","その他の対事業所サービス","宿泊業","飲食サービス","洗濯･理容･美容･浴場業","娯楽サービス","その他の対個人サービス","事務用品","分類不明"
"自動車部品･同附属品",0.007633,0.004534,0.005555,0.006907,0.002704,0.007589,0.014479,0.003826,0.002702,0.002307,0.000957,0.003922,0.003021,0.005385,0.002951,0.0043,0.003012,0.002963,0.004056,0.00629,0.001931,0.006301,0.004004,0.004436,0.003114,0.003105,0.000607,0.002646,0.00386,0.004735,0.002424,0.003772,0.006856,0.004055,0.005641,0.003235,0.003804,0.004724,0.003322,0.002513,0.003343,0.00415,0.003548,0.003652,0.00405,0.003579,0.003864,0.00413,0.003348,0.003142,0.003144,0.002763,0.002746,0.002913,0.878644,0.827836,1.596912,0.00293,0.070003,0.003864,0.006072,0.003789,0.005045,0.005381,0.005399,0.007997,0.001986,0.007861,0.006584,0.00278,0.002029,0.001423,0.001034,0.000257,0.005291,0.008372,0.048482,0.00101,0.011778,0.003954,0.003006,0.003169,0.001629,0.002577,0.004086,0.005215,0.004709,0.003127,0.005005,0.001699,0.004587,0.001854,0.003863,0.002453,0.001895,0.003571,0.025438,0.003422,0.220391,0.002042,0.003851,0.003008,0.003259,0.003394,0.002549,0.003212,0.003852
"船舶･同修理",0.000077,0.000289,0.000041,0.00008,0.038016,0.000049,0.00014,0.001677,0.000141,0.000445,0.000016,0.000042,0.000031,0.000098,0.000066,0.000158,0.00008,0.000051,0.000124,0.000158,0.000085,0.0001,0.000093,0.000107,0.000057,0.000082,0.000102,0.00042,0.000045,0.000046,0.000035,0.000104,0.000206,0.000102,0.000139,0.000216,0.000171,0.000179,0.000191,0.000394,0.000173,0.000114,0.000088,0.000067,0.000058,0.000045,0.000033,0.000046,0.000061,0.000051,0.00003,0.000057,0.000036,0.000033,0.0001,0.000105,0.000075,1.148378,0.000048,0.000061,0.001775,0.000061,0.000065,0.000081,0.000089,0.000141,0.000106,0.000033,0.000041,0.000026,0.000015,0.000012,0.000006,0.000002,0.000047,0.000083,0.000235,0.016206,0.000215,0.00004,0.000024,0.00068,0.000043,0.000014,0.000025,0.000019,0.000019,0.000038,0.001405,0.00012,0.000089,0.000034,0.000024,0.000064,0.000104,0.000025,0.000025,0.000025,0.000046,0.000012,0.000264,0.000416,0.000024,0.000042,0.000047,0.000106,0.000387
"その他の輸送機械･同修理",0.000543,0.000434,0.000599,0.000501,0.000373,0.00122,0.001378,0.000465,0.000364,0.000363,0.000161,0.000577,0.000687,0.000522,0.00058,0.00058,0.000593,0.000577,0.000414,0.000578,0.000226,0.000563,0.000502,0.000519,0.001017,0.000567,0.000067,0.00029,0.000658,0.000585,0.000499,0.000607,0.000665,0.0006,0.000823,0.000293,0.00039,0.000492,0.000412,0.000258,0.000392,0.000655,0.000473,0.000554,0.000566,0.000644,0.000634,0.000667,0.00056,0.000616,0.000783,0.000475,0.000948,0.000617,0.000466,0.000443,0.00047,0.000501,1.195236,0.000608,0.000582,0.000525,0.000654,0.000566,0.000544,0.000556,0.000253,0.000784,0.001659,0.000901,0.001044,0.000313,0.000199,0.000091,0.060941,0.000637,0.002585,0.000359,0.112735,0.000806,0.000433,0.001932,0.002016,0.000616,0.001332,0.000898,0.001045,0.001733,0.005503,0.000763,0.001251,0.000485,0.000577,0.00038,0.000266,0.001105,0.001465,0.001222,0.009871,0.00056,0.000676,0.000574,0.00057,0.000624,0.000724,0.000657,0.003097
"その他の製造工業製品",0.000549,0.000643,0.000847,0.000736,0.004489,0.001672,0.002377,0.001082,0.001959,0.000496,0.000256,0.000827,0.006229,0.002023,0.008077,0.00107,0.000802,0.000741,0.000507,0.000676,0.00016,0.000925,0.000587,0.000662,0.000917,0.001122,0.000055,0.000355,0.000702,0.000914,0.007798,0.003367,0.000958,0.004248,0.002339,0.000309,0.001898,0.002953,0.001393,0.000284,0.001278,0.000959,0.000866,0.000913,0.001384,0.002099,0.001081,0.002005,0.001613,0.00093,0.003236,0.001268,0.00222,0.001553,0.001393,0.001425,0.001189,0.001503,0.000957,1.017222,0.000762,0.002135,0.00543,0.00381,0.003809,0.000539,0.000531,0.001863,0.001223,0.001151,0.001469,0.00078,0.000576,0.00018,0.000725,0.000742,0.001289,0.000707,0.001121,0.001144,0.001081,0.00129,0.000772,0.00266,0.004762,0.007881,0.003688,0.01022,0.001793,0.001487,0.008392,0.000888,0.001417,0.003062,0.002204,0.004738,0.003256,0.005954,0.001623,0.003896,0.00248,0.002348,0.002808,0.003572,0.003684,0.105638,0.001305
"再生資源回収･加工処理",0.002418,0.004373,0.000838,0.007215,0.000655,0.001037,0.000661,0.001314,0.004621,0.002541,0.000256,0.001137,0.000776,0.007686,0.003245,0.027233,0.007152,0.004196,0.029103,0.004648,0.003165,0.003033,0.001929,0.002432,0.001049,0.001633,0.000127,0.014634,0.00307,0.00131,0.000648,0.015555,0.005335,0.016763,0.004807,0.021744,0.017475,0.011741,0.010076,0.048332,0.036689,0.00675,0.005305,0.003757,0.002828,0.002601,0.001618,0.00337,0.003938,0.003016,0.001778,0.003737,0.002489,0.001651,0.003467,0.003484,0.003823,0.004751,0.00203,0.002765,1.000633,0.002199,0.002341,0.002016,0.002527,0.008282,0.005611,0.000836,0.000824,0.000396,0.000286,0.000237,0.000155,0.000054,0.000707,0.000692,0.000566,0.000203,0.000479,0.000256,0.000699,0.000632,0.000219,0.000329,0.000672,0.000426,0.000457,0.002082,0.000362,0.000403,0.000616,0.000424,0.000518,0.000536,0.000409,0.000573,0.000295,0.000909,0.001433,0.000249,0.00094,0.001117,0.000564,0.000543,0.000468,0.006105,0.000679
"建築",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"建設補修",0.006171,0.004213,0.003729,0.002844,0.00262,0.005934,0.008147,0.003534,0.002934,0.002175,0.000837,0.006587,0.005172,0.003284,0.005111,0.012271,0.007943,0.00515,0.005034,0.009344,0.003335,0.007911,0.009103,0.013248,0.004025,0.006398,0.00054,0.003268,0.007424,0.004517,0.002959,0.006892,0.010055,0.006988,0.009231,0.010102,0.010593,0.011015,0.008945,0.005179,0.005677,0.009415,0.006666,0.004948,0.004609,0.004144,0.004409,0.008317,0.005202,0.004781,0.003855,0.004736,0.004838,0.004032,0.003944,0.004487,0.004162,0.00561,0.00468,0.004863,0.002886,0.003699,1.004802,0.003285,0.003316,0.014945,0.025771,0.034508,0.005601,0.004992,0.003961,0.005372,0.011868,0.010402,0.016927,0.002112,0.015433,0.002955,0.004259,0.005965,0.014072,0.012843,0.002455,0.006687,0.014949,0.002275,0.012258,0.005802,0.0098,0.007835,0.00592,0.003719,0.003338,0.005514,0.003869,0.003641,0.003017,0.007245,0.003415,0.002577,0.005938,0.00449,0.004999,0.006345,0.004815,0.006315,0.004624
"公共事業",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"その他の土木建設",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"電力",0.022001,0.026122,0.042889,0.01445,0.017639,0.075795,0.043422,0.028405,0.024539,0.019531,0.006691,0.060816,0.042406,0.033961,0.03445,0.150941,0.061828,0.054139,0.061249,0.179916,0.018253,0.064538,0.04686,0.106314,0.025875,0.038258,0.009275,0.019551,0.052769,0.048144,0.022131,0.066302,0.080311,0.0529,0.064974,0.075576,0.087612,0.151531,0.066759,0.058767,0.051025,0.045785,0.049498,0.03699,0.031819,0.028312,0.047773,0.045977,0.031156,0.031186,0.023488,0.034123,0.02625,0.025429,0.03762,0.036012,0.040999,0.051445,0.031523,0.026659,0.037816,0.02015,0.022399,0.017482,0.022064,1.113336,0.024897,0.058479,0.083966,0.02564,0.010199,0.019377,0.009658,0.001256,0.066701,0.008795,0.017018,0.00544,0.013502,0.009373,0.058602,0.016119,0.009552,0.018215,0.017365,0.009058,0.015488,0.024304,0.01759,0.02761,0.018627,0.016406,0.021667,0.025825,0.018581,0.012827,0.008428,0.020352,0.021919,0.008357,0.056093,0.035217,0.038929,0.041167,0.027408,0.050383,0.017546
"ガス･熱供給",0.002056,0.001918,0.002555,0.00127,0.001506,0.001636,0.001359,0.005204,0.005884,0.00281,0.000329,0.014626,0.004996,0.001357,0.002994,0.004121,0.003534,0.002592,0.015903,0.004206,0.000447,0.003137,0.00281,0.003409,0.005022,0.004641,0.000122,0.001168,0.008212,0.007864,0.002236,0.016374,0.0018,0.020491,0.006143,0.002764,0.009386,0.020111,0.006166,0.001253,0.004647,0.005847,0.007113,0.004377,0.00367,0.004065,0.004169,0.004486,0.003495,0.003002,0.00218,0.004666,0.003135,0.002715,0.007526,0.011028,0.008666,0.00614,0.006314,0.003218,0.004098,0.002815,0.003421,0.002066,0.002397,0.002318,1.011862,0.00326,0.004555,0.005006,0.001504,0.002622,0.000781,0.000185,0.001573,0.001177,0.002532,0.00095,0.00187,0.001418,0.001156,0.001704,0.00137,0.001818,0.002165,0.001211,0.002536,0.0019,0.003495,0.005551,0.003004,0.003361,0.004302,0.007789,0.006486,0.0027,0.001188,0.001916,0.005538,0.002553,0.020246,0.019574,0.010281,0.002614,0.006238,0.003751,0.001936
"水道",0.001898,0.003038,0.003055,0.001163,0.001423,0.00587,0.005893,0.003905,0.003586,0.001519,0.001735,0.004285,0.003093,0.001783,0.002134,0.007326,0.004189,0.00245,0.005185,0.005723,0.001534,0.005667,0.004944,0.006571,0.004962,0.003,0.000485,0.002909,0.002925,0.002118,0.00166,0.003265,0.003028,0.002121,0.002563,0.00121,0.00318,0.002461,0.002462,0.001794,0.001889,0.002189,0.002058,0.001892,0.001757,0.002059,0.003425,0.002802,0.00188,0.002131,0.001677,0.002459,0.001693,0.001797,0.001894,0.001878,0.001773,0.002392,0.00207,0.002423,0.004623,0.002091,0.003018,0.002002,0.002086,0.001239,0.003471,1.099611,0.010916,0.003562,0.002169,0.002714,0.000918,0.000233,0.008298,0.001725,0.013021,0.001168,0.001867,0.001953,0.002794,0.004491,0.001297,0.006645,0.002416,0.001139,0.00338,0.002731,0.005367,0.010302,0.010803,0.00591,0.005078,0.007634,0.008788,0.00357,0.001104,0.002108,0.002188,0.001584,0.01511,0.01207,0.018446,0.006151,0.006057,0.003549,0.004214
"廃棄物処理",0.001468,0.00261,0.00328,0.000934,0.001153,0.005332,0.003755,0.002606,0.001372,0.002108,0.001039,0.001988,0.001879,0.001649,0.001576,0.00471,0.002755,0.002294,0.006908,0.008104,0.001968,0.003626,0.002721,0.006444,0.005514,0.003339,0.000218,0.00084,0.001633,0.0018,0.001286,0.002915,0.005525,0.001847,0.004995,0.001983,0.001976,0.002922,0.001799,0.001226,0.001602,0.001546,0.001393,0.001564,0.001162,0.001713,0.002131,0.00215,0.00137,0.001302,0.001216,0.002012,0.001486,0.001422,0.001289,0.001387,0.001312,0.002853,0.005292,0.001436,0.002213,0.001894,0.001752,0.005928,0.007023,0.013881,0.002395,0.003761,1.00234,0.002496,0.004217,0.001114,0.000669,0.000355,0.024509,0.003148,0.002011,0.002512,0.003508,0.004822,0.002996,0.007153,0.002147,0.01021,0.009128,0.00096,0.00618,0.003035,0.028173,0.006867,0.004522,0.004892,0.008153,0.005195,0.005068,0.001201,0.001246,0.004231,0.001852,0.000796,0.049315,0.017581,0.013553,0.012675,0.015381,0.002492,0.022975
"商業",0.112417,0.125725,0.072266,0.045399,0.088146,0.030596,0.066113,0.132818,0.085849,0.129641,0.012975,0.082786,0.113059,0.090713,0.109419,0.127478,0.136775,0.103538,0.044499,0.055282,0.016817,0.056008,0.054637,0.079708,0.061865,0.087965,0.010261,0.039224,0.089964,0.075204,0.124475,0.060472,0.053805,0.066162,0.062006,0.030712,0.046304,0.054283,0.103682,0.028503,0.066966,0.082555,0.068247,0.070959,0.067287,0.077594,0.06674,0.066547,0.084255,0.092091,0.063389,0.077105,0.074414,0.069038,0.091771,0.086495,0.110931,0.096349,0.062098,0.118994,0.02288,0.08694,0.104049,0.063451,0.063132,0.028512,0.033079,0.039479,0.028666,1.022166,0.016221,0.00809,0.008741,0.003276,0.014589,0.021424,0.146148,0.01893,0.027517,0.017236,0.018677,0.023963,0.013911,0.017514,0.028832,0.028321,0.026118,0.063459,0.022154,0.018144,0.049145,0.078292,0.033459,0.043245,0.037714,0.058764,0.031917,0.038903,0.100568,0.019021,0.079027,0.158956,0.045606,0.035221,0.044081,0.308794,0.026055
"金融･保険",0.013306,0.014659,0.019427,0.013542,0.016595,0.037937,0.058013,0.014327,0.019206,0.01097,0.007068,0.028596,0.027954,0.01621,0.024397,0.021771,0.020652,0.018698,0.014306,0.016248,0.00743,0.015442,0.013433,0.01454,0.013492,0.016259,0.003796,0.010114,0.011796,0.012558,0.013108,0.018424,0.022915,0.025942,0.018717,0.010866,0.013853,0.016712,0.017217,0.014716,0.015615,0.024935,0.018026,0.015004,0.015064,0.019462,0.013147,0.015501,0.014224,0.016374,0.013476,0.015148,0.013737,0.015263,0.014508,0.013876,0.013377,0.026903,0.016423,0.036164,0.015786,0.022268,0.018764,0.027364,0.025521,0.02565,0.011301,0.033201,0.0343,0.024956,1.027127,0.096784,0.076852,0.077864,0.054051,0.014027,0.040641,0.032472,0.023168,0.027965,0.016997,0.01664,0.005462,0.015237,0.015026,0.012394,0.019836,0.014323,0.026943,0.014957,0.009862,0.013503,0.04332,0.028053,0.010779,0.03425,0.042555,0.012976,0.016687,0.007809,0.031287,0.016522,0.010804,0.014722,0.012134,0.02057,0.018499
"不動産仲介及び賃貸",0.009076,0.010781,0.026533,0.005415,0.007334,0.025695,0.016963,0.012183,0.008666,0.010469,0.002269,0.009146,0.012331,0.00887,0.013115,0.012154,0.011484,0.012531,0.006448,0.009196,0.004141,0.007871,0.00802,0.009506,0.010903,0.009464,0.001964,0.005557,0.010734,0.008794,0.009329,0.009897,0.012887,0.009654,0.009496,0.005344,0.00726,0.011011,0.009842,0.005612,0.007352,0.014293,0.008945,0.009329,0.008979,0.008522,0.007086,0.008088,0.009378,0.010332,0.007971,0.010692,0.009112,0.009113,0.008713,0.008177,0.008339,0.010718,0.00692,0.010433,0.016093,0.015754,0.011936,0.009816,0.010514,0.010804,0.015211,0.009077,0.007438,0.034585,0.021594,1.044346,0.108051,0.010095,0.006767,0.015127,0.031101,0.051008,0.016067,0.10065,0.080993,0.030555,0.019298,0.019224,0.022701,0.043533,0.070224,0.029793,0.006564,0.004442,0.024025,0.027073,0.020456,0.010393,0.014965,0.026682,0.018326,0.019375,0.010294,0.014302,0.020658,0.019958,0.034705,0.013135,0.027516,0.01614,0.040403
"住宅賃貸料",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"住宅賃貸料(帰属家賃)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"鉄道輸送",0.001841,0.002086,0.002145,0.002253,0.002431,0.006081,0.005843,0.002849,0.00221,0.002343,0.000862,0.003555,0.004303,0.002615,0.00377,0.004083,0.004844,0.004771,0.002443,0.002943,0.001687,0.003051,0.003578,0.003135,0.006201,0.004139,0.000434,0.001738,0.005384,0.003086,0.003398,0.00437,0.003282,0.005009,0.007166,0.001605,0.002175,0.002914,0.002403,0.00153,0.002492,0.005823,0.002872,0.003487,0.003833,0.004966,0.005916,0.005917,0.003714,0.004676,0.006244,0.003082,0.01105,0.005618,0.002861,0.002499,0.002667,0.003694,0.003103,0.004141,0.003466,0.003644,0.004141,0.00329,0.002924,0.001906,0.001467,0.003886,0.014982,0.006624,0.012665,0.002486,0.001466,0.001027,1.002122,0.0023,0.002942,0.002749,0.002646,0.007335,0.002968,0.003479,0.002908,0.004004,0.006748,0.002031,0.006599,0.004237,0.008382,0.005575,0.009501,0.003426,0.00477,0.002591,0.001653,0.006452,0.00217,0.004234,0.002891,0.002512,0.003758,0.004485,0.003382,0.003387,0.004071,0.005148,0.018639
"道路輸送(自家輸送を除く。)",0.01785,0.065787,0.014377,0.04149,0.018874,0.013923,0.018765,0.036371,0.022943,0.037357,0.005725,0.017213,0.017769,0.035342,0.030536,0.048821,0.039923,0.025132,0.028628,0.020314,0.013821,0.023282,0.023361,0.02891,0.0179,0.026276,0.003281,0.027034,0.019963,0.017324,0.018989,0.02923,0.045643,0.032696,0.031448,0.025585,0.025393,0.037682,0.035891,0.031378,0.034396,0.027537,0.021507,0.019687,0.017306,0.018839,0.01719,0.019266,0.020087,0.020413,0.01439,0.020079,0.016929,0.019693,0.027984,0.028106,0.022079,0.027275,0.014452,0.025229,0.390405,0.030445,0.031904,0.028763,0.031607,0.020455,0.029538,0.015569,0.027788,0.0083,0.011868,0.003889,0.003071,0.001344,0.005955,1.006671,0.012189,0.005372,0.010528,0.005435,0.006277,0.010243,0.078589,0.010646,0.01293,0.01002,0.015445,0.023811,0.010479,0.006452,0.014585,0.012552,0.009081,0.010039,0.007395,0.017469,0.00695,0.014534,0.017759,0.005705,0.014785,0.025083,0.007876,0.007781,0.020096,0.064565,0.046419
"自家輸送",0.051544,0.023746,0.02011,0.031627,0.02927,0.043814,0.234872,0.02105,0.013183,0.012333,0.004511,0.017355,0.01559,0.026224,0.015854,0.014018,0.012139,0.015384,0.006499,0.009674,0.00401,0.009249,0.006609,0.009748,0.008077,0.009257,0.000766,0.007365,0.00713,0.006873,0.019491,0.015622,0.052095,0.009745,0.018551,0.005971,0.010383,0.010473,0.013046,0.007998,0.009641,0.0168,0.014329,0.011386,0.010903,0.01345,0.008027,0.006329,0.008998,0.009396,0.00739,0.008894,0.006037,0.009666,0.008228,0.007895,0.008465,0.009788,0.005562,0.040856,0.015715,0.026939,0.029334,0.033412,0.024857,0.007626,0.007739,0.012958,0.023422,0.036843,0.011314,0.007916,0.005565,0.001966,0.005928,0.00433,1.010288,0.005971,0.006403,0.00527,0.005944,0.008024,0.009308,0.011875,0.014675,0.017871,0.011255,0.019439,0.015194,0.011195,0.010786,0.00902,0.008176,0.010436,0.010064,0.017141,0.014337,0.02114,0.010846,0.009235,0.036643,0.013068,0.017201,0.027443,0.028105,0.01905,0.019113
"水運",0.004191,0.009365,0.001853,0.002481,0.003649,0.002515,0.003862,0.003713,0.002564,0.006049,0.000616,0.002387,0.001638,0.005433,0.003821,0.009296,0.004695,0.002843,0.007665,0.010024,0.00549,0.00591,0.005778,0.006497,0.002292,0.004146,0.006707,0.027341,0.002583,0.002636,0.001754,0.005919,0.01254,0.006154,0.008325,0.013947,0.01077,0.011174,0.011978,0.025604,0.010923,0.007054,0.005379,0.003932,0.003392,0.002569,0.001937,0.002742,0.003473,0.003026,0.00167,0.003301,0.002111,0.001819,0.006245,0.006514,0.004521,0.005945,0.00272,0.002941,0.115751,0.00321,0.003425,0.004729,0.00521,0.009005,0.006742,0.001698,0.001889,0.000991,0.000676,0.000462,0.000293,0.000115,0.000989,0.003722,0.00974,1.064847,0.003848,0.000682,0.000889,0.000932,0.002388,0.000605,0.00097,0.000927,0.000791,0.001859,0.000836,0.000775,0.001255,0.000909,0.001036,0.00094,0.000798,0.001121,0.000722,0.001141,0.002679,0.000488,0.00172,0.002014,0.001159,0.001186,0.001188,0.006296,0.001682
"航空輸送",0.00072,0.000795,0.001962,0.000453,0.000757,0.004461,0.003013,0.000952,0.000879,0.000772,0.000435,0.00162,0.00252,0.000976,0.001859,0.001129,0.001386,0.001297,0.000706,0.001021,0.000327,0.000867,0.00093,0.001075,0.004437,0.001511,0.000116,0.000547,0.001364,0.001606,0.001555,0.001326,0.001252,0.000938,0.001095,0.000398,0.000666,0.000762,0.000887,0.000396,0.000698,0.000954,0.001152,0.001477,0.001592,0.001577,0.000898,0.001082,0.001531,0.001665,0.002323,0.001367,0.00135,0.001243,0.001222,0.001181,0.001298,0.001067,0.000816,0.001537,0.000622,0.000964,0.00133,0.001015,0.000981,0.000752,0.000618,0.001683,0.003883,0.003169,0.001592,0.000771,0.000537,0.000148,0.000581,0.000652,0.001141,0.000683,1.002547,0.001124,0.000875,0.001204,0.015739,0.002239,0.006472,0.004821,0.003805,0.011843,0.001386,0.002994,0.004122,0.001686,0.000882,0.000874,0.000666,0.004881,0.00189,0.007168,0.001288,0.002657,0.00155,0.001379,0.001862,0.002265,0.001826,0.001674,0.005603
"貨物利用運送",0.001397,0.004697,0.001029,0.000732,0.001613,0.000575,0.000924,0.003011,0.001632,0.00275,0.000357,0.00123,0.00122,0.001977,0.002006,0.003478,0.003192,0.00229,0.001642,0.001583,0.001823,0.002178,0.002266,0.002534,0.001234,0.002171,0.000793,0.001657,0.001404,0.001212,0.00122,0.001896,0.004005,0.002019,0.002581,0.00172,0.001587,0.002579,0.002394,0.001094,0.001472,0.001702,0.001348,0.001193,0.001065,0.001202,0.001035,0.001159,0.001234,0.001376,0.000999,0.00132,0.001146,0.001098,0.002175,0.002194,0.001563,0.001783,0.00097,0.001623,0.002144,0.001825,0.001916,0.00178,0.001988,0.001502,0.002225,0.000696,0.000563,0.0004,0.000413,0.0002,0.000157,0.00006,0.000762,0.001329,0.00145,0.000553,0.001302,1.005012,0.000352,0.000517,0.010757,0.000405,0.000681,0.000592,0.000514,0.001733,0.000395,0.000353,0.000781,0.000931,0.00062,0.00067,0.000539,0.000854,0.000372,0.001539,0.001247,0.000294,0.001023,0.001897,0.000533,0.000464,0.000534,0.005056,0.000528
"倉庫",0.00368,0.015302,0.002737,0.002057,0.004874,0.001785,0.00251,0.009362,0.004122,0.024281,0.001295,0.003991,0.003553,0.00385,0.003852,0.008836,0.006579,0.004474,0.007955,0.006474,0.004046,0.00423,0.004953,0.006307,0.002609,0.004401,0.007564,0.004131,0.004176,0.003127,0.004982,0.006531,0.006193,0.007237,0.006588,0.003874,0.004224,0.006567,0.005381,0.007924,0.008713,0.004347,0.003945,0.003084,0.002628,0.003269,0.002738,0.003234,0.003713,0.003448,0.00259,0.00446,0.002882,0.002806,0.004211,0.004191,0.003648,0.004121,0.00243,0.00382,0.025772,0.002831,0.003183,0.002806,0.003244,0.011629,0.019829,0.001896,0.001865,0.001097,0.00076,0.000604,0.000353,0.000109,0.001222,0.001068,0.004425,0.000996,0.002797,0.000739,1.001136,0.001176,0.000594,0.00088,0.001836,0.001413,0.001252,0.003498,0.004967,0.001052,0.00175,0.001422,0.001416,0.001592,0.001285,0.001657,0.000753,0.002072,0.002445,0.000594,0.002774,0.004651,0.001414,0.001267,0.001238,0.008233,0.002176
"運輸附帯サービス",0.008764,0.007418,0.0044,0.006141,0.007424,0.008188,0.032804,0.006392,0.004848,0.005881,0.00139,0.004542,0.005402,0.006761,0.006692,0.009756,0.006102,0.006811,0.00656,0.005313,0.001694,0.004154,0.00368,0.005268,0.004903,0.005817,0.000671,0.003629,0.005624,0.004218,0.005428,0.014182,0.010172,0.008505,0.005963,0.002704,0.00813,0.004867,0.007505,0.004007,0.005835,0.005793,0.005451,0.005147,0.004416,0.00474,0.003522,0.004128,0.008957,0.004304,0.004403,0.005559,0.003699,0.005445,0.005595,0.006114,0.006167,0.005179,0.003226,0.009397,0.019941,0.006386,0.007032,0.006772,0.006087,0.002714,0.002995,0.003513,0.006205,0.011273,0.003149,0.001739,0.001176,0.000434,0.043677,0.032963,0.130088,0.039125,0.23442,0.044019,0.01219,1.020503,0.00816,0.002981,0.005531,0.004303,0.004019,0.009996,0.003601,0.00304,0.004025,0.002914,0.002558,0.002729,0.0023,0.005006,0.007194,0.006533,0.004086,0.002447,0.071856,0.007732,0.003681,0.008755,0.005397,0.00868,0.02582
"郵便･信書便",0.00061,0.000732,0.001022,0.000412,0.000711,0.002549,0.001513,0.000714,0.000631,0.000564,0.000251,0.000802,0.000813,0.000581,0.000767,0.000901,0.000884,0.000808,0.000543,0.000717,0.000211,0.000541,0.000524,0.000614,0.001615,0.000737,0.000108,0.000397,0.000694,0.000571,0.000612,0.000742,0.000784,0.000727,0.000752,0.0004,0.000552,0.000694,0.000673,0.000409,0.000526,0.000739,0.000633,0.000649,0.000613,0.000779,0.000473,0.000556,0.00063,0.000615,0.000799,0.000594,0.000591,0.000533,0.000582,0.000601,0.000623,0.000728,0.000801,0.000872,0.001414,0.000843,0.001554,0.001171,0.001075,0.001451,0.002692,0.00189,0.001482,0.001889,0.007514,0.001387,0.001551,0.000594,0.001316,0.000514,0.001133,0.001543,0.001397,0.002046,0.001604,0.001816,1.018086,0.009587,0.003785,0.001555,0.003928,0.003467,0.004728,0.001258,0.005885,0.000946,0.004423,0.00451,0.001546,0.006097,0.001118,0.002431,0.001355,0.001384,0.002056,0.00178,0.001622,0.001195,0.002794,0.000997,0.002648
